台词ID	下一句台词ID	显示类型	[对话角色]类型	[对话角色]ID	$#VersionBegin	$#VersionEnd
400020701			1	1005		
400020801	400020802		1	10205		
400020802	400020803		1	10205		
400020803	400020804		1	10205		
400020804	400020805		1	10205		
400020805	400020806		1	1005		
400020806	400020807		1	1005		
400020807	400020808		1	1005		
400020808			1	1005		
400020902			1	1005		
400020903			1	1005		
400021001	400021002		1	1005		
400021002	400021003		1	1005		
400021003	400021401		1	1005		
400021401	400021406		1	1005		
400021406	400021407	1	2			
400021407	400021408		1	1005		
400021408	400021409	1	2			
400021409	400021410		1	1005		
400021410	400021411	1	2			
400021411			1	1005		
400020901	400020902		1	1005		
400021101			1	1005		
400021501	400021502		1	2056		
400021502	400021503	1	2			
400021503	400021504		1	1005		
400021504	400021505		1	1005		
400021505	400021506		1	2056		
400021506	400021507		1	1005		
400021507	400021508		1	2056		
400021508	400021509		1	2056		
400021509	400021510		1	2056		
400021510			1	1005		
400030101			1	1005		
400030102			1	1005		
400030201	400030202		1	2056		
400030202	400030203		1	2056		
400030203	400030204		1	1005		
400030204	400030205		1	2056		
400030205	400030206		1	2056		
400030206			1	2056		
400030301			1	1005		
400030302			1	1005		
400030401	400030402		1	242801		
400030402	400030403		1	242801		
400030403	400030404		1	1005		
400030404	400030405		1	242801		
400030405	400030406		1	242801		
400030406	400030407		1	242801		
400030407	400030408,400030413		1	1005		
400030408	400030409		2			
400030409	400030410		1	1005		
400030410	400030411		1	1005		
400030411	400030412		1	1005		
400030412	400030416		1	1005		
400030413	400030414		2			
400030414	400030415		1	1005		
400030415	400030416		1	1005		
400030416	400030417		1	1005		
400030417	400030418		1	1005		
400030418	400030419	1	2			
400030419			1	1005		
400030701	400030702,400030703		1	1005		
400030702	400030704		2			
400030703	400030704		2			
400030704			1	1005		
400030901	400030902		1	1005		
400030902	400030903		1	10204		
400030903	400030904		1	1005		
400030904	400030905		1	1005		
400030905	400030906		1	10204		
400030906	400030907		1	10204		
400030907	400030908,400030909		1	1005		
400030908	400030910		2			
400030909	400030910		2			
400030910	400030911		1	1005		
400030911	400030912		1	1005		
400030912	400030913		1	1005		
400030913	400030914		1	10204		
400030914	400030915		1	1005		
400030915	400030916		1	1005		
400030916	400030917		1	10204		
400030917	400030918		1	1005		
400030918	400030919		1	10204		
400030919	400030920		1	10204		
400030920	400030921		1	10204		
400030921	400030922		1	10204		
400030922	400030923		1	10204		
400030923	400030924		1	1005		
400030924	400030925		1	10204		
400030925	400030926	1	2			
400030926	400030927		1	1005		
400030927	400030928		1	10204		
400030928	400030929		1	10204		
400030929	400030930	1	2			
400030930	400030931		1	1005		
400030931			1	1005		
400031001			1	1005		
400031002			1	1005		
400031003			1	1005		
400031004			1	1005		
400040001			1	1005		
400040201	400040202		1	1004		
400040202	400040203		1	1005		
400040203	400040204		1	1004		
400040204	400040205		1	1005		
400040205	400040206		1	1004		
400040206	400040207	1	2			
400040207	400040208		1	1005		
400040208	400040209		1	1004		
400040209	400040210,400040215		1	1004		
400040210	400040211		2			
400040211	400040212		1	1005		
400040212	400040213		1	1004		
400040213	400040214		1	1005		
400040214	400040220		1	1004		
400040215	400040216		2			
400040216	400040217		1	1005		
400040217	400040218		1	1004		
400040218	400040219		1	1004		
400040219	400040220		1	1004		
400040220	400040221		1	1004		
400040221	400040222		1	1004		
400040222	400040223		1	1005		
400040223	400040224		1	1004		
400040224	400040225		1	1004		
400040225	400040226		1	1005		
400040226	400040227		1	1004		
400040227			1	1005		
400040301	400040302		1	146101		
400040302	400040303		1	1005		
400040303	400040304		1	146101		
400040304	400040305		1	1005		
400040305	400040306		1	146101		
400040306	400040307,400040310		1	1005		
400040307	400040308		2			
400040308	400040309		1	146101		
400040309	400040316		1	1005		
400040310	400040311		2			
400040311	400040312		1	146101		
400040312	400040313		1	1005		
400040313	400040314		1	146101		
400040314	400040315		1	146101		
400040315	400040316		1	1005		
400040316	400040317		1	146101		
400040317	400040318		1	1005		
400040318	400040319		1	146101		
400040319	400040320		1	1005		
400040320	400040321		1	146101		
400040321	400040322		1	146101		
400040322	400040323		1	146101		
400040323	400040324		1	146101		
400040324	400040325		1	1005		
400040325	400040326		1	146101		
400040326	400040327		1	146101		
400040327	400040328		1	1005		
400040328	400040329		1	146101		
400040329	400040330		1	146101		
400040330	400040331		1	1005		
400040331			1	146101		
400040501	400040502		1	1004		
400040502	400040503		1	1005		
400040503	400040504		1	1004		
400040504	400040505		1	1004		
400040505	400040506		1	1005		
400040506	400040508		1	1004		
400040507	400040508		1	1005		
400040508	400040509		1	1004		
400040509			1	1005		
400040901	400040902		1	10207		
400040902	400040903		1	1005		
400040903	400040904		1	10207		
400040904	400040905		1	10208		
400040905	400040906	1	2			
400040906	400040907		1	10207		
400040907	400040908		1	1005		
400040908	400040909		1	10207		
400040909	400040910		1	10204		
400040910	400040911		1	10204		
400040911	400040912		1	10207		
400040912	400040913		1	1005		
400040913	400040914		1	10208		
400040914	400040915		1	10207		
400040915	400040916		1	10208		
400040916	400040917		1	10207		
400040917			1	10208		
400040801	400040802		1	10207		
400040802	400040803		1	10208		
400040803	400040804		1	1005		
400040804	400040805		1	1005		
400040805	400040806		1	10204		
400040806	400040807		1	10204		
400040807	400040808		1	10207		
400040808	400040809		1	10208		
400040809	400040810		1	1005		
400040810	400040811		1	10207		
400040811	400040812		1	10208		
400040812	400040813		1	10204		
400040813	400040814	1	2			
400040814	400040815		1	10204		
400040815	400040816	1	2			
400040816	400040817		1	10204		
400040817	400040818	1	2			
400040818	400040819		1	10204		
400040819	400040820		1	10204		
400040820	400040821	1	2			
400040821			1	10204		
400050001			1	1005		
400050002			1	1005		
400050201	400050202		1	10205		
400050202	400050203		1	10205		
400050203	400050204		1	1005		
400050204	400050205,400050206		1	1005		
400050205	400050207		2			
400050206	400050207		2			
400050207			1	10205		
400050401	400050402		1	1005		
400050402	400050403		1	10205		
400050403	400050404		1	1005		
400050404	400050405		1	10205		
400050405	400050406		1	1005		
400050406	400050407		1	10205		
400050407	400050408		1	1005		
400050408	400050409		1	10205		
400050409	400050410		1	1005		
400050410	400050411		1	1005		
400050411	400050412		1	10205		
400050412	400050413		1	1005		
400050413	400050414		1	10205		
400050414	400050415		1	10205		
400050415	400050416		1	1005		
400050416	400050417		1	10205		
400050417	400050418		1	10205		
400050418	400050419		1	1005		
400050419	400050420		1	10205		
400050420	400050421		1	1005		
400050421	400050422		1	10205		
400050422	400050423		1	1005		
400050423	400050424		1	1005		
400050424			1	1005		
400050501	400050502		1	10204		
400050502	400050503,400050504		1	10204		
400050503	400050505		2			
400050504	400050505		2			
400050505	400050506		1	1005		
400050506	400050507		1	10204		
400050507	400050508		1	10204		
400050508	400050509		1	10204		
400050509	400050510		1	10204		
400050510	400050511		1	10204		
400050511	400050512		1	10204		
400050512	400050513		1	10204		
400050513	400050514	1	2			
400050514			1	1005		
400050601			1	1005		
400050602			2			
400060101			1	10215		
720150101	720150102		1	2015		
720150102	720150103		1	2001		
720150103	720150104		1	2015		
720150104	720150105		1	2001		
720150105	720150106		1	2015		
720150106	720150107		1	2001		
720150107	720150108		1	2015		
720150108	720150109		1	2001		
720150109			1	2015		
720030101			1	2003		
720030201	720030202		2			
720030202	720030203		1	2003		
720030203			1	2003		
720030301	720030302		2			
720030302	720030303		1	2003		
720030303	720030304		1	2003		
720030304			1	2003		
720360101	720360102		1	2036		
720360102	720360103		1	2036		
720360103			1	2036		
720040101			1	2004		
720040201	720040202		2			
720040202			1	2004		
720040301	720040302		2			
720040302	720040303		1	2004		
720040303	720040304		1	2004		
720040304	720040305		1	2004		
720040305	720040306		1	2004		
720040306			1	2004		
720040401	720040402		2			
720040402			1	2004		
720050101	720050102		1	2005		
720050102	720050103		1	2005		
720050103	720050104		1	2005		
720050104			1	2005		
720060101	720060102		1	2006		
720060102	720060103		1	2006		
720060103			1	2006		
720920101	720920102		1	2092		
720920102			1	2092		
720920201	720920202		2			
720920202			1	2092		
720920301	720920302		2			
720920302			1	2092		
720440101	720440102		1	2044		
720440102	720440103		1	2044		
720440103			1	2044		
720440201	720440202		2			
720440202	720440203		1	2044		
720440203			1	2044		
720440301	720440302		2			
720440302			1	2044		
720180101	720180102		1	2018		
720180102	720180103		1	2007		
720180103	720180104		1	2018		
720180104	720180105		1	2007		
720180105	720180106		1	2018		
720180106	720180107		1	2007		
720180107	720180108		1	2007		
720180108			1	2018		
716250101	716250102		1	1625		
716250102			1	1625		
720080101	720080102		1	2008		
720080102			1	2008		
720090101	720090102		1	2009		
720090102			1	2009		
720210101	720210102		1	2021		
720210102	720210103		1	2021		
720210103			1	2021		
720100101	720100102		1	2010		
720100102	720100103		1	2010		
720100103	720100104		1	2010		
720100104	720100105		1	2010		
720100105	720100106	1	2			
720100106	720100107		1	2010		
720100107	720100108		1	2010		
720100108	720100109		1	2010		
720100109	720100110		1	2010		
720100110	720100111		1	2010		
720100111	720100112,720100119		1	2010		
720100112	720100113		2			
720100113	720100114		1	2010		
720100114	720100115		1	2010		
720100115	720100116		1	2010		
720100116	720100117		1	2010		
720100117	720100118		1	2010		
720100118			1	2010		
720100119	720100120		2			
720100120			1	2010		
720110101	720110102		1	2011		
720110102	720110103		1	2011		
720110103	720110104		1	2011		
720110104			1	2011		
720230101	720230102		1	2023		
720230102	720230103		1	2023		
720230103	720230104		1	2023		
720230104			1	2023		
720910101	720910102		1	2091		
720910102	720910103		1	2091		
720910103			1	2091		
720120101	720120102		1	2012		
720120102			1	2012		
720120201	720120202		2			
720120202	720120203		1	2012		
720120203	720120204		1	2012		
720120204	720120205		1	2012		
720120205	720120206		1	2012		
720120206			1	2012		
720120301	720120302		2			
720120302	720120303		1	2012		
720120303	720120304		1	2012		
720120304	720120305		1	2012		
720120305	720120306		1	2012		
720120306	720120307		1	2012		
720120307			1	2012		
720120401	720120402		2			
720120402			1	2012		
720250101	720250102		1	2025		
720250102	720250103		1	2025		
720250103	720250104		1	2025		
720250104			1	2025		
720260101	720260102		1	2026		
720260102			1	2026		
720260201	720260202		2			
720260202	720260203		1	2026		
720260203	720260204		1	2026		
720260204			1	2026		
720260301	720260302		2			
720260302			1	2026		
720270101	720270102		1	2027		
720270102	720270103		1	2027		
720270103			1	2027		
720280101	720280102		1	2028		
720280102	720280103		1	2028		
720280103	720280104		1	2028		
720280104			1	2028		
720290101			1	2029		
720290201	720290202		2			
720290202			1	2029		
720290203			1	2029		
720290301	720290302		2			
720290302			1	2029		
720290401	720290402		2			
720290402	720290403,720290411		1	2029		
720290403	720290404		2			
720290404	720290405		1	2029		
720290405	720290406		1	2029		
720290406	720290407		1	2029		
720290407	720290408		1	2029		
720290408	720290409		1	2029		
720290409	720290410		1	2029		
720290410			1	2029		
720290411	720290412		2			
720290412	720290413		1	2029		
720290413	720290414		1	2029		
720290414	720290415		1	2029		
720290415			1	2029		
720290501	720290502		2			
720290502			1	2029		
720930101			1	2093		
720930201	720930202		2			
720930202	720930203		1	2093		
720930203	720930204		1	2093		
720930204	720930205		1	2093		
720930205	720930206		1	2093		
720930206	720930207		1	2093		
720930207	720930208		1	2093		
720930208	720930209		1	2093		
720930209			1	2093		
720930301	720930302		2			
720930302			1	2093		
720140101	720140102		1	2014		
720140102	720140103		1	2014		
720140103	720140104		1	2014		
720140104			1	2014		
722020101	722020102		1	2202		
722020102	722020103		1	2202		
722020103	722020104		1	2202		
722020104	722020105		1	2202		
722020105	722020106	1	2	2202		
722020106	722020107		1	2202		
722020107	722020108		1	2202		
722020108	722020109		1	2202		
722020109	722020110		1	2202		
722020110	722020111		1	2202		
722020111	722020112,722020119		1	2202		
722020112	722020113		2	2202		
722020113	722020114		1	2202		
722020114	722020115		1	2202		
722020115	722020116		1	2202		
722020116	722020117		1	2202		
722020117	722020118		1	2202		
722020118			1	2202		
722020119	722020120		2	2202		
722020120			1	2202		
