台词ID	下一句台词ID	显示类型	[对话角色]类型	[对话角色]ID	$#VersionBegin	$#VersionEnd
3480505	3480506		1	1245	0.1	
3480506	3480507		1	1245	0.1	
3480507			1	1245	0.1	
3480601	3480602		1	1245	0.1	
3480602	3480603		1	1245	0.1	
3480603	3480604		1	1245	0.1	
3480604	3480605		1	1245	0.1	
3480605	3480606		1	1245	0.1	
3480606			1	1245	0.1	
3480701	3480702		1	1245	0.1	
3480702	3480703		1	1245	0.1	
3480703	3480704		1	1245	0.1	
3480704	3480705		1	1245	0.1	
3480705	3480706		1	1245	0.1	
3480706			1	1245	0.1	
3480801	3480803		1	1245	0.1	
3480803	3480804		1	1245	0.1	
3480804	3480805		1	1245	0.1	
3480805			1	1245	0.1	
3480901	3480903		1	1245	0.1	
3480903	3480904		1	1245	0.1	
3480904	3480905		1	1245	0.1	
3480905	3480906		1	1245	0.1	
3480906			1	1245	0.1	
3481001	3481003		1	1245	0.1	
3481003	3481004		1	1245	0.1	
3481004	3481005		1	1245	0.1	
3481005	3481006		1	1245	0.1	
3481006	3481007		1	1245	0.1	
3481007			1	1245	0.1	
3481101	3481102		1	1245	0.1	
3481102	3481103		1	1245	0.1	
3481103	3481104		1	1245	0.1	
3481104	3481105		1	1245	0.1	
3481105	3481106		1	1245	0.1	
3481106			1	1245	0.1	
3481201	3481203		1	1245	0.1	
3481203	3481204		1	1245	0.1	
3481204	3481205		1	1245	0.1	
3481205	3481206		1	1245	0.1	
3481206	3481207		1	1245	0.1	
3481207	3481208		1	1245	0.1	
3481208	3481209				0.1	
3481209					0.1	
3481301	3481303		1	1245	0.1	
3481303	3481304		1	1245	0.1	
3481304	3481305		1	1245	0.1	
3481305	3481306		1	1245	0.1	
3481306	3481307		1	1245	0.1	
3481307			1	1245	0.1	
3481401	3481402		1	1245	0.1	
3481402	3481403		1	1245	0.1	
3481403	3481404		1	1245	0.1	
3481404	3481405		1	1245	0.1	
3481405	3481406		1	1245	0.1	
3481406	3481407		1	1245	0.1	
3481407	3481408		1	1245	0.1	
3481408			1	1245	0.1	
3481501	3481503		1	1245	0.1	
3481503	3481504		1	1245	0.1	
3481504	3481505		1	1245	0.1	
3481505	3481506		1	1245	0.1	
3481506			1	1245	0.1	
3481601	3481602		1	1245	0.1	
3481602	3481603		1	1245	0.1	
3481603	3481604		1	1245	0.1	
3481604	3481605		1	1245	0.1	
3481605	3481606		1	1245	0.1	
3481606	3481607		1	1245	0.1	
3481607			1	1245	0.1	
3490101	3490103		1	1244	0.1	
3490103	3490104		1	1244	0.1	
3490104			1	1244	0.1	
3490201	3490203		1	1244	0.1	
3490203	3490204		1	1244	0.1	
3490204			1	1244	0.1	
3490301	3490303		1	1244	0.1	
3490303	3490304		1	1244	0.1	
3490304			1	1244	0.1	
3490401	3490403		1	1244	0.1	
3490403	3490404		1	1244	0.1	
3490404			1	1244	0.1	
3490501	3490503		1	1244	0.1	
3490503	3490504		1	1244	0.1	
3490504			1	1244	0.1	
3490601	3490603		1	1244	0.1	
3490603	3490604		1	1244	0.1	
3490604			1	1244	0.1	
3490701	3490703		1	1244	0.1	
3490703	3490704		1	1244	0.1	
3490704			1	1244	0.1	
3490801	3490803		1	1244	0.1	
3490803	3490804		1	1244	0.1	
3490804			1	1244	0.1	
3490901	3490903		1	1244	0.1	
3490903	3490904		1	1244	0.1	
3490904			1	1244	0.1	
3491001	3491003		1	1244	0.1	
3491003	3491004		1	1244	0.1	
3491004			1	1244	0.1	
3491101	3491103		1	1244	0.1	
3491103	3491104		1	1244	0.1	
3491104			1	1244	0.1	
3491201	3491203		1	1244	0.1	
3491203	3491204		1	1244	0.1	
3491204	3491205		1	1005	0.1	
3491205			1	1244	0.1	
3500001			2		0.1	
3500101			1	1005	0.1	
3500201			2			
3500301			2		0.1	
3500302			2		0.1	
3500303			2		0.1	
3500304			2		0.1	
3500305			2		0.1	
3500306			2		0.1	
3500307			2		0.1	
3500308			2		0.1	
3500309			2		0.1	
3500310			2		0.1	
3500311			2		0.1	
3500401			1	1005		
3500402			1	1005		
3500403			1	1005		
3500404			1	1005		
3500405			2			
3500406			1	1005		
3500407			2			
3500408			2			
3500409			2			
3500410			2			
3500411			2			
3500412			2			
3500413			2			
3500414			2			
3500415			2			
3500416			2			
3500417			2			
3500418			2			
3500419			2			
3500420			2			
3500421			2			
3500422			2			
3500423			1	1005		
3500424			2			
3500425			2			
3500426			2			
3500427			2			
3500428			2			
3500429			2			
3500430			2			
3500431			1	1005		
3500432			1	1005		
3500433			2			
3500434			1	1005		
3510005			1	1005	0.1	
3510006			1	1005	0.1	
3510001			1	1005	0.1	
3510007			1	1005	0.1	
3510008			1	1005	0.1	
3510101			1	1005	0.1	
3510102			1	1005	0.1	
3510103			2		0.1	
3510104			1	1005	0.1	
3510105			1	1005	0.1	
3520001			1	1005	0.1	
3521601	3521602		1	1005	0.1	
3521602	3521603		1	1005	0.1	
3521603	3521604		1	1005	0.1	
3521604	3521605		1	1005	0.1	
3521605			1	1005	0.1	
3521701			1	1005	0.1	
3521702			1	1005	0.1	
3521703			1	1005	0.1	
3521704			1	1005	0.1	
3520301			1	1005	0.1	
3520401			2			
3520402			2			
3520501			1	1005	0.1	
3520601			1	1005	0.1	
3520701			1	1005	0.1	
3521001	3521002		1	1005	0.1	
3521002		1	2		0.1	
3532801	3532802		1	1005	0.1	
3532802	3532803		1	1005	0.1	
3532803	3532804,3532807		1	1005	0.1	
3532804	3532805		2		0.1	
3532805	3532809		1	1005	0.1	
3532807	3532808		2		0.1	
3532808	3532809		1	1005	0.1	
3532809	3532817		1	1005	0.1	
3532817	3532810		1	1005	0.1	
3532810	3532811		1	1005	0.1	
3532811	3532812		1	1005	0.1	
3532812	3532813		1	1005	0.1	
3532813			1	1005	0.1	
3532901			2		0.1	
3532902			2		0.1	
3532903			2		0.1	
3532904			2		0.1	
3532905			2		0.1	
3530301			1	1005	0.1	
3530401			1	1005	0.1	
3530501			1	1005	0.1	
3530502			1	1005	0.1	
3530503			1	1005	0.1	
3530504			1	1005	0.1	
3610000			1	1005	0.1	
3610001			1	1005	0.1	
3610002			1	1005	0.1	
3550001			1	1005	0.1	
3550002			1	1001	0.1	
3550003			1	1001	0.1	
3550004			1	1005	0.1	
3550005			1	1005	0.1	
3550006			1	1001	0.1	
3550007			1	1001	0.1	
3550008			2			
3550009			2			
3550010			2			
3550011			2			
3550012			2			
3550013			2			
3550014			2			
3550701	3550702		1	1005	0.1	
3550702	3550703,3550704		1	1005	0.1	
3550703	3550705		2		0.1	
3550704	3550705		2		0.1	
3550705	3550706		1	1005	0.1	
3550706	3550707,3550709		1	1005	0.1	
3550707	3550708		2		0.1	
3550708	3550711		1	1005	0.1	
3550709	3550710		2		0.1	
3550710	3550711		1	1005	0.1	
3550711	3550712		1	1005	0.1	
3550712	3550713		1	1005	0.1	
3550713			1	1005	0.1	
3550501			1	1005	0.1	
3550601	3550602		1	1005	0.1	
3550602	3550603		1	1005	0.1	
3550603			1	1005	0.1	
3540001			2		0.1	
3540002			1	1002	0.1	
3540401	3540402		1	1002	0.1	
3540402	3540403		1	1002	0.1	
3540403	3540404		1	1002	0.1	
3540404	3540405		1	1005	0.1	
3540405	3540406		1	1002	0.1	
3540406	3540407	1	2		0.1	
3540407	3540408		1	1002	0.1	
3540408	3540409,3540412		1	1002	0.1	
3540409	3540410		2		0.1	
3540410	3540411		1	1005	0.1	
3540411	3540414		1	1005	0.1	
3540412	3540413		2		0.1	
3540413	3540414		1	1005	0.1	
3540414	3540415		1	1002	0.1	
3540415	3540416		1	1002	0.1	
3540416	3540417		1	1002	0.1	
3540417	3540418		1	1005	0.1	
3540418	3540419		1	1002	0.1	
3540419	3540420,3540421		1	1002	0.1	
3540420	3540422		2		0.1	
3540421	3540422		2		0.1	
3540422	3540423		1	1002	0.1	
3540423	3540424		1	1002	0.1	
3540424	3540425		1	1005	0.1	
3540425			1	1002	0.1	
3540217			1	1002	0.1	
3540218			1	1005	0.1	
3540219			1	1005	0.1	
3540220			1	1002	0.1	
3540221			1	1002	0.1	
3540222			1	1002	0.1	
3540223			1	1005	0.1	
3540224			1	1002	0.1	
3600001			1	1005	0.1	
3600004			1	1002	0.1	
3600002			1	1002	0.1	
3600005			1	1002	0.1	
3600003			1	1002	0.1	
3600006			1	1002	0.1	
3600101	3600102		1	1002	0.1	
3600102	3600103		1	1002	0.1	
3600103	3600104,3600105		1	1002	0.1	
3600104	3600106		2		0.1	
3600105	3600106		2		0.1	
3600106	3600107		1	1005	0.1	
3600107	3600108		1	1005	0.1	
3600108	3600109		1	1002	0.1	
3600109	3600110		1	1002	0.1	
3600110	3600111		1	1002	0.1	
3600111	3600112		1	1005	0.1	
3600112	3600113		1	1002	0.1	
3600113			1	1002	0.1	
3560101	3560102		1	1002	0.1	
3560102	3560103		1	1002	0.1	
3560103	3560104		1	1005	0.1	
3560104	3560105		1	1005	0.1	
3560105	3560106		1	1002	0.1	
3560106	3560107		1	1002	0.1	
3560107	3560108		1	1005	0.1	
3560108	3560109		1	1002	0.1	
3560109	3560110,3560111		1	1002	0.1	
3560110	3560112		2		0.1	
3560111	3560112		2		0.1	
3560112	3560113		1	1002	0.1	
3560113	3560114		1	1002	0.1	
3560114	3560115		1	1005	0.1	
3560115	3560116		1	1002	0.1	
3560116	3560117		1	1002	0.1	
3560117	3560118		1	1005	0.1	
3560118			1	1002	0.1	
3560202			1	1002	0.1	
3560203			1	1002	0.1	
3560401	3560402		1	1002	0.1	
3560402	3560403		1	1002	0.1	
3560403	3560404		1	1002	0.1	
3560404	3560405		1	1002	0.1	
3560405	3560406		1	1005	0.1	
3560406	3560407		1	1002	0.1	
3560407	3560408		1	1002	0.1	
3560408			1	1002	0.1	
3571001			1	1005	0.1	
3572401			1	1005	0.1	
3572100			1	1002	0.1	
3572101			1	1002	0.1	
3572106			1	1002	0.1	
3572102			1	1004	0.1	
3572103			1	1004	0.1	
3572104			1	1002	0.1	
3572105			1	1002	0.1	
3572201			1	1002	0.1	
3572202			1	1002	0.1	
3572203			2		0.1	
3572204					0.1	
3572205					0.1	
3572206					0.1	
3572501			2		0.1	
3572502			2		0.1	
3572301	3572302		1	1002	0.1	
3572302	3572303		1	1002	0.1	
3572303	3572304		1	1004	0.1	
3572304	3572305		1	1002	0.1	
3572305	3572306		1	1002	0.1	
3572306	3572307		1	1004	0.1	
3572307	3572308		1	1002	0.1	
3572308	3572309		1	1004	0.1	
3572309	3572310		1	1004	0.1	
3572310	3572311		1	1004	0.1	
3572311	3572312		1	1004	0.1	
3572312	3572313		1	1004	0.1	
3572313	3572314,3572315		1	1004	0.1	
3572314	3572318		2		0.1	
3572315	3572316		2		0.1	
3572316	3572317		1	1004	0.1	
3572317	3572318		2		0.1	
3572318	3572319		1	1004	0.1	
3572319			1	1004	0.1	
3570900			1	1006	0.1	
3570901			1	1007	0.1	
3570902			1	1006	0.1	
3570903			1	1007	0.1	
3570904			1	1004	0.1	
3570905			1	1006	0.1	
3580101	3580102		1	1004	0.1	
3580102	3580103		1	1006	0.1	
3580103	3580104		1	1006	0.1	
3580104	3580105		1	1007	0.1	
3580105	3580106		1	1007	0.1	
3580106	3580107		1	1007	0.1	
3580107	3580108		1	1007	0.1	
3580108	3580109		1	1007	0.1	
3580109	3580110		1	1007	0.1	
3580110	3580111		1	1006	0.1	
3580111	3580112,3580114		1	1006	0.1	
3580112	3580113		2		0.1	
3580113	3580116		1	1005	0.1	
3580114	3580115		2		0.1	
3580115	3580116		1	1005	0.1	
3580116	3580117		1	1004	0.1	
3580117	3580118		1	1006	0.1	
3580118	3580119		1	1006	0.1	
3580119	3580120		1	1004	0.1	
3580120	3580121		1	1007	0.1	
3580121	3580122		1	1007	0.1	
3580122	3580123		1	1006	0.1	
3580123	3580124		1	1006	0.1	
3580124	3580125,3580126		1	1005	0.1	
3580125	3580127		2		0.1	
3580126	3580127		2		0.1	
3580127	3580128		1	1006	0.1	
3580128	3580129		1	1006	0.1	
3580129			1	1006	0.1	
3060301	3060302,3060307,3060310		1	1002	0.1	
3060302	3060303		2		0.1	
3060303	3060304		1	1002	0.1	
3060304	3060305		1	1002	0.1	
3060305	3060306		1	1002	0.1	
3060306			1	1002	0.1	
3060307	3060308		2		0.1	
3060308	3060309		1	1002	0.1	
3060309			1	1002	0.1	
3060310	3060311		2		0.1	
3060311			1	1002	0.1	
3061101	3061102		1	1002	0.1	
3061102	3061103		1	1002	0.1	
3061103	3061104		1	1002	0.1	
3061104	3061105,3061106		1	1002	0.1	
3061105	3061107		2		0.1	
3061106	3061107		2		0.1	
3061107	3061108		1	1002	0.1	
3061108	3061109		1	1002	0.1	
3061109	3061110		1	1005	0.1	
3061110	3061111		1	1002	0.1	
3061111	3061112		1	1002	0.1	
3061112			1	1002	0.1	
3061201	3061202		1	1002		
3061202			1	1002		
3061001	3061002		1	1002	0.1	
3061002	3061003		1	1002	0.1	
3061003	3061004		1	1002	0.1	
3061004	3061005		1	1002	0.1	
3061005	3061006		1	1002	0.1	
3061006	3061007,3061008		1	1002	0.1	
3061007	3061009		2		0.1	
3061008	3061009		2		0.1	
3061009	3061010		1	1002	0.1	
3061010	3061011		1	1002	0.1	
3061011	3061012		1	1002	0.1	
3061012	3061013		1	1002	0.1	
3061013			1	1002	0.1	
3070301	3070302,3070308,3070313		1	1004	0.1	
3070302	3070303		2		0.1	
3070303	3070304		1	1004	0.1	
3070304	3070305		1	1004	0.1	
3070305	3070306		1	1004	0.1	
3070306	3070307		1	1004	0.1	
3070307			1	1004	0.1	
3070308	3070309		2		0.1	
3070309	3070310		1	1004	0.1	
3070310	3070311		1	1004	0.1	
3070311	3070312		1	1004	0.1	
3070312			1	1004	0.1	
3070313	3070314		2		0.1	
3070314			1	1004	0.1	
3071101	3071102		1	1004	0.1	
3071102	3071103,3071104		1	1004	0.1	
3071103	3071105		2		0.1	
3071104	3071105		2		0.1	
3071105	3071106		1	1004	0.1	
3071106	3071107		1	1004	0.1	
3071107	3071108,3071110		1	1004	0.1	
3071108	3071109		2		0.1	
3071109	3071112		1	1004	0.1	
3071110	3071111		2		0.1	
3071111	3071112		1	1004	0.1	
3071112	3071113		1	1004	0.1	
3071113	3071114		1	1004	0.1	
3071114	3071115		1	1004	0.1	
3071115			1	1004	0.1	
3071401	3071402		1	1004	0.1	
3071402			1	1004	0.1	
3071201			1	1004	0.1	
3071501	3071502		1	1004	0.1	
3071502	3071503		1	1004	0.1	
3071503	3071504,3071505		1	1004	0.1	
3071504	3071506		2		0.1	
3071505	3071506		2		0.1	
3071506	3071507		1	1004	0.1	
3071507	3071508		1	1004	0.1	
3071508	3071509		1	1004	0.1	
3071509			1	1004	0.1	
3071309			1	1004	0.1	
3071310			1	1005	0.1	
3071311			1	1004	0.1	
3071312			1	1005	0.1	
3071313			1	1004	0.1	
3071314			1	1178	0.1	
3071315			1	1004	0.1	
3071316			1	1178	0.1	
3071317			1	1009	0.1	
3071318			1	1009	0.1	
3071319			1	1004	0.1	
3080301	3080302,3080307,3080312		1	1007	0.1	
3080302	3080303		2		0.1	
3080303	3080304		1	1007	0.1	
3080304	3080305		1	1007	0.1	
3080305	3080306		1	1007	0.1	
3080306			1	1007	0.1	
3080307	3080308		2		0.1	
3080308	3080309		1	1007	0.1	
3080309	3080310		1	1007	0.1	
3080310	3080311		1	1007	0.1	
3080311			1	1007	0.1	
3080312	3080313		2		0.1	
3080313			1	1007	0.1	
3081101	3081102		1	1007	0.1	
3081102	3081103		1	1007	0.1	
3081103	3081104,3081108		1	1007	0.1	
3081104	3081105		2		0.1	
3081105	3081106		1	1007	0.1	
3081106	3081107		1	1007	0.1	
3081107	3081111		1	1005	0.1	
3081108	3081109		2		0.1	
3081109	3081110		1	1007	0.1	
3081110	3081111		1	1007	0.1	
3081111			1	1007	0.1	
3081301	3081302		1	1007	0.1	
3081302			1	1007	0.1	
3081201			1	1007	0.1	
3081401	3081402		1	1007	0.1	
3081402	3081403		1	1007	0.1	
3081403	3081404		1	1007	0.1	
3081404	3081405		1	1007	0.1	
3081405	3081406		1	1007	0.1	
3081406	3081407,3081408		1	1007	0.1	
3081407	3081409		2		0.1	
3081408	3081409		2		0.1	
3081409	3081410		1	1007	0.1	
3081410	3081411		1	1005	0.1	
3081411	3081412		1	1007	0.1	
3081412	3081413		1	1007	0.1	
3081413	3081414		1	1005	0.1	
3081414	3081415		1	1005	0.1	
3081415	3081416		1	1007	0.1	
3081416	3081417		1	1007	0.1	
3081417			1	1007	0.1	
3090201	3090202		1	1005	0.1	
3090202	3090203		1	1005	0.1	
3090203	3090204		1	1005	0.1	
3090204	3090205		1	1005	0.1	
3090205	3090206		1	1005	0.1	
3090206	3090207		1	1005	0.1	
3090207	3090208		1	1005	0.1	
3090208	3090209		1	1005	0.1	
3090209	3090210		1	1005	0.1	
3090210	3090212		1	1005	0.1	
3090212	3090213		1	1005	0.1	
3090213	3090214		1	1005	0.1	
3090214	3090215		1	1005	0.1	
3090215	3090216		1	1005	0.1	
3090216			1	1005	0.1	
3090301	3090302,3090307,3090311		1	1006	0.1	
3090302	3090303		2		0.1	
3090303	3090304		1	1006	0.1	
3090304	3090305		1	1006	0.1	
3090305	3090306		1	1006	0.1	
3090306			1	1006	0.1	
3090307	3090308		2		0.1	
3090308	3090309		1	1006	0.1	
3090309	3090310		1	1006	0.1	
3090310			1	1006	0.1	
3090311	3090312		2		0.1	
3090312			1	1006	0.1	
3090401	3090402		1	1005	0.1	
3090402	3090403		1	1005	0.1	
3090403	3090404		1	1005	0.1	
3090404	3090405		1	1005	0.1	
3090405	3090406		1	1005	0.1	
3090406			1	1005	0.1	
3091101			1	10001	0.1	
3091201			1	10002	0.1	
3091301			1	10003	0.1	
3091401			1	10004	0.1	
3091501			1	10005	0.1	
3091601			1	10006	0.1	
3100101	3100102		1	1003		0.1
3100102	3100103		1	1003		0.1
3100103	3100104		1	1003		0.1
3100104	3100105		1	1003		0.1
3100105			1	1003		0.1
3100201			1	22		0.1
3100301			1	23		0.1
3100401			1	24		0.1
3100501			1	25		0.1
3100601			1	26		0.1
3100701			1	1002		0.1
3100801	3100868,3100869,3100871		1	1305		0.1
3100868	3100866		2			0.1
3100869	3100867		2			0.1
3100871	3100870		2			0.1
3100866	3100802,3100806,3100810,3100814,3100818,3100822,3100826,3100830		2			0.1
3100867	3100842,3100846,3100850,3100858		2			0.1
3100870	31008661,31008701,3100874,3100876		2			0.1
3100802	3100803		2			0.1
3100803	3100804		1	1305		0.1
3100804	3100805		1	1305		0.1
3100805	3100862		1	1305		0.1
3100806	3100807		2			0.1
3100807	3100808		1	1305		0.1
3100808	3100809		1	1305		0.1
3100809	3100862		1	1305		0.1
3100810	3100811		2			0.1
3100811	3100812		1	1305		0.1
3100812	3100813		1	1305		0.1
3100813	3100862		1	1305		0.1
3100814	3100815		2			0.1
3100815	3100816		1	1305		0.1
3100816	3100817		1	1305		0.1
3100817	3100862		1	1305		0.1
3100818	3100819		2			0.1
3100819	3100820		1	1305		0.1
3100820	3100821		1	1305		0.1
3100821	3100862		1	1305		0.1
3100822	3100823		2			0.1
3100823	3100824		1	1305		0.1
3100824	3100825		1	1305		0.1
3100825	3100862		1	1305		0.1
3100826	3100827		2			0.1
3100827	3100828		1	1305		0.1
3100828	3100829		1	1305		0.1
3100829	3100862		1	1305		0.1
3100830	3100831		2			0.1
3100831	3100832		1	1305		0.1
3100832	3100833		1	1305		0.1
3100833	3100862		1	1305		0.1
3100834	3100835		2			0.1
3100835	3100836		1	1305		0.1
3100836	3100837		1	1305		0.1
3100837	3100862		1	1305		0.1
3100838	3100839		2			0.1
3100839	3100840		1	1305		0.1
3100840	3100841		1	1305		0.1
3100841	3100862		1	1305		0.1
3100842	3100843		2			0.1
3100843	3100844		1	1305		0.1
3100844	3100845		1	1305		0.1
3100845	3100862		1	1305		0.1
3100846	3100847		2			0.1
3100847	3100848		1	1305		0.1
3100848	3100849		1	1305		0.1
3100849	3100862		1	1305		0.1
3100850	3100851		2			0.1
3100851	3100852		1	1305		0.1
3100852	3100853		1	1305		0.1
3100853	3100862		1	1305		0.1
3100854	3100855		2			0.1
3100855	3100862		1	1305		0.1
3100856	3100857		2			0.1
3100857	3100862		1	1305		0.1
3100858	3100859		2			0.1
3100859	3100862		1	1305		0.1
3100860	3100861		2			0.1
3100861	3100862		1	1305		0.1
3100862	3100863,3100864		1	1305		0.1
3100863	3100801		2			0.1
3100864	3100865		2			0.1
3100865			1	1305		0.1
31008661	31008671		2			0.1
31008671	31008681		1	1305		0.1
31008681	31008691		1	1305		0.1
31008691	3100862		1	1305		0.1
31008701	31008711		2			0.1
31008711	31008721		1	1305		0.1
31008721	31008731		1	1305		0.1
31008731	3100862		1	1305		0.1
3100874	3100875		2			0.1
3100875	3100862		1	1305		0.1
3100876	3100877		2			0.1
3100877	3100878		1	1305		0.1
3100878	3100879		1	1305		0.1
3100879	3100862		1	1305		0.1
3100901			1	1435		0.1
3101001	3101002		2			0.1
3101002			1	1435		0.1
3101101	3101102		2			0.1
3101102			1	1435		0.1
3101201			2			0.1
3101301			2			0.1
3101401			2			0.1
3101501			2			0.1
3101601			2			0.1
3101701			2			0.1
3101801			2			0.1
3101901			2			0.1
3102001			1	1435		0.1
3110101			1	31		0.1
3110201			1	32		0.1
3110301			1	33		0.1
3110401			2			0.1
3110501			2			0.1
3110601			2			0.1
3110701			2			0.1
3110801			2			0.1
3110901			2			0.1
3111001			1	30		0.1
3111101			2			0.1
3111201			2			0.1
3114101			1	1201		
3114201			1	1202		
3114301			1	1203		
3114401			1	1204		
3114501			1	1205		
3114601			1	1206		
3114701			1	1207		
3114801			1	1208		
3114901			1	1209		
3115001			2			
3115101			2			
3115201			2			
3115301			2			
3115401			2			
3115501			2			
3115601			2			
3115701			2			
3115801			2			
3115901			2			
3116001			2			
3116101			2			
3120101			1	34		0.1
3120201			1	35		0.1
3123402	3123403		1	86		
3123403			1	86		
3123501	3123502		2			
3123502			1	86		
3123601			2			
3123701	3123702		2			
3123702			1	86		
3123801	3123802		2			
3123802	3123803		1	86		
3123803			1	86		
3123901	3123902		2			
3123902	3123903		1	86		
3123903			1	86		
3124001	3124002		2			
3124002			1	86		
3124101	3124102		2			
3124102			1	86		
3124201			2			
3124301			1	86		
3125601	3125602		1	93		
3125602	3125603,3125606		1	93		
3125603	3125604		2			
3125604	3125605		1	93		
3125605			1	93		
3125606	3125607		2			
3125607			1	93		
3125701	3125702,3125706		1	93		
3125702	3125703		2			
3125703	3125704		1	93		
3125704	3125705		1	93		
3125705			1	93		
3125706	3125707		2			
3125707			1	93		
3125801			1	94		
3180201	3180202		1	1005		
3180202	3180203		1	1005		
3180203	3180204		1	1005		
3180204	3180205		1	1005		
3180205			1	1005		
3030201			1	1202		
3030301			1	1203		
3030401			1	1204		
3030501			1	1205		
3030601			1	1206		
3030701			1	1207		
3030801			1	1208		
3700101	3700102		1	1006		0.1
3700102	3700103		1	1006		0.1
3700103	3700104		1	1006		0.1
3700104	3700105		2			0.1
3700105	3700106		1	1004		0.1
3700106	3700107		1	1005		0.1
3700107	3700108		1	1005		0.1
3700108	3700109		1	1004		0.1
3700109	3700110		1	1005		0.1
3700110	3700111		1	1005		0.1
3700111	3700112		1	1004		0.1
3700112	3700113		1	1004		0.1
3700113	3700114		1	1004		0.1
3700114	3700115		1	1004		0.1
3700115	3700116		1	1004		0.1
3700116	3700117,3700121		1	1005		0.1
3700117	3700118		2			0.1
3700118	3700119		1	1004		0.1
3700119	3700120		1	1004		0.1
3700120	3700125		1	1004		0.1
3700121	3700122		2			0.1
3700122	3700123		1	1004		0.1
3700123	3700124		1	1004		0.1
3700124	3700125		1	1004		0.1
3700125	3700126		1	1004		0.1
3700126	3700127		1	1004		0.1
3700127	3700128		1	1004		0.1
3700128	3700129		1	1004		0.1
3700129	3700130,3700133		1	1005		0.1
3700130	3700131		2			0.1
3700131	3700132		1	1005		0.1
