台词ID	下一句台词ID	显示类型	[对话角色]类型	[对话角色]ID	$#VersionBegin	$#VersionEnd
200050104	200050105		1	155101		
200050105	200050106,200050108		1	155101		
200050106	200050107	1	2			
200050107			1	155101		
200050108	200050109	1	2			
200050109			1	155101		
200050201	200050202		1	155101		
200050202	200050203	1	2			
200050203			1	155101		
200050401	200050402		1	155101		
200050402	200050403	1	2			
200050403	200050404		1	155101		
200050404			1	155101		
200050501	200050502		2			
200050502			1	155101		
200050601	200050602		2			
200050602			1	155101		
200050701	200050702		1	1486		
200050702	200050703		1	1486		
200050703			1	1486		
200050801			1	1486		
200050802			1	1486		
200230101	200230102		1	147101		
200230102	200230103	1	2			
200230103	200230104		1	147101		
200230104	200230105		1	147101		
200230105	200230106		1	147101		
200230106	200230107,200230110		1	147101		
200230107	200230108		2			
200230108	200230109		1	147101		
200230109			1	147101		
200230110	200230111		2			
200230111	200230112		1	147101		
200230112	200230113		1	147101		
200230113			1	147101		
200230201	200230202		1	146101		
200230202	200230203	1	2			
200230203	200230204		1	146101		
200230204	200230205		1	146101		
200230205			1	146101		
200230301	200230302		1	1465		
200230302	200230303	1	2			
200230303	200230304		1	1465		
200230304	200230305		1	1465		
200230305			1	1465		
200230401	200230402		1	147101		
200230402	200230403	1	2			
200230403	200230404		1	147101		
200230404	200230405		1	147101		
200230405	200230406		1	147101		
200230406			1	147101		
200230501			1	147101		
200230601			1	1005		
200230602			1	1005		
200230603			1	1005		
200230604			1	1005		
200230605			1	1005		
200230606			1	1005		
200230607			1	1005		
200230608			1	1005		
200230701			1	147101		
200230801			1	140301		
200230802			1	140301		
200230803			1	146101		
200230804			1	140301		
200230805			1	146101		
200230806			1	140301		
200230807			1	146101		
200230901	200230902		1	147101		
200230902	200230903	1	2			
200230903	200230904		1	147101		
200230904	200230905	1	2			
200230905	200230906		1	147101		
200230906	200230907		1	147101		
200230907	200230908		1	147101		
200230908			1	147101		
200190101	200190102		1	155101		
200190102	200190103		1	155101		
200190103	200190104		1	155101		
200190104	200190105		1	155101		
200190105	200190106,200190108		1	155101		
200190106	200190107	1	2			
200190107			1	155101		
200190108	200190109	1	2			
200190109			1	155101		
200190201	200190202		1	155101		
200190202	200190203	1	2			
200190203			1	155101		
200190401	200190402		1	155101		
200190402	200190403	1	2			
200190403	200190404		1	155101		
200190404			1	155101		
200190501	200190502		2			
200190502			1	155101		
200190601	200190602		2			
200190602			1	155101		
200190701	200190702		1	1005		
200190702	200190703		1	1005		
200190703			1	1005		
200190801			1	1005		
200190802			1	1005		
200250101	200250102		1	155101		
200250102	200250103		1	155101		
200250103	200250104		1	155101		
200250104	200250105		1	155101		
200250105	200250106,200250108		1	155101		
200250106	200250107	1	2			
200250107			1	155101		
200250108	200250109	1	2			
200250109			1	155101		
200250201	200250202		1	155101		
200250202	200250203	1	2			
200250203			1	155101		
200250401	200250402		1	155101		
200250402	200250403	1	2			
200250403	200250404		1	155101		
200250404			1	155101		
200250501	200250502		2			
200250502			1	155101		
200250601	200250602		2			
200250602			1	155101		
200250701	200250702		1	1005		
200250702	200250703		1	1005		
200250703			1	1005		
200250801			1	1005		
200250802			1	1005		
200350101	200350102		1	155101		
200350102	200350103		1	155101		
200350103	200350104		1	155101		
200350104	200350105		1	155101		
200350105	200350106,200350108		1	155101		
200350106	200350107	1	2			
200350107			1	155101		
200350108	200350109	1	2			
200350109			1	155101		
200350201	200350202		1	155101		
200350202	200350203	1	2			
200350203			1	155101		
200350401	200350402		1	155101		
200350402	200350403	1	2			
200350403	200350404		1	155101		
200350404			1	155101		
200350501	200350502		2			
200350502			1	155101		
200350601	200350602		2			
200350602			1	155101		
200350701	200350702		1	1005		
200350702	200350703		1	1005		
200350703			1	1005		
200350801			1	1005		
200350802			1	1005		
200060101	200060102		1	1419		0.1
200060102	200060103		1	1419		0.1
200060103	200060104		1	1419		0.1
200060104	200060105		1	1419		0.1
200060105	200060106,200060107		1	1419		
200060106	200060108		2			
200060107	200060110		2			
200060108	200060109		1	1419		
200060109			1	1419		
200060110			1	1419		
200060201	200060202		1	159401		0.1
200060202	200060203		1	159401		0.1
200060203	200060204	1	2			0.1
200060204	200060205		1	159401		
200060205			1	159401		
200060401	200060402		1	1419		0.1
200060402	200060403		1	1419		0.1
200060403	200060404	1	2			
200060404	200060405		1	1419		
200060405			1	1419		
200060501			1	1005		0.1
200060601			1	1005		0.1
200160101	200160102		1	1419	0.2	
200160102	200160103		1	1419	0.2	
200160103	200160104		1	1419	0.2	
200160104	200160105		1	1419	0.2	
200160105	200160106		1	1419	0.2	
200160106	200160107,200160110		1	1419	0.2	
200160107	200160108		2		0.2	
200160108	200160109		1	1419	0.2	
200160109			1	1419	0.2	
200160110	200160111		2		0.2	
200160111			1	1419	0.2	
200160201	200160202		1	1419	0.2	
200160202	200160203		1	1419	0.2	
200160203	200160204	1	2		0.2	
200160204	200160205		1	1419	0.2	
200160205			1	1419	0.2	
200160301	200160302	1	2		0.2	
200160302	200160303		1	157301	0.2	
200160303	200160304		1	157301	0.2	
200160304			1	157301	0.2	
200160401	200160402	1	2		0.2	
200160402			1	157301	0.2	
200160501	200160502	1	2		0.2	
200160502	200160503		1	157501	0.2	
200160503	200160504		1	157501	0.2	
200160504	200160505		1	157501	0.2	
200160505			1	157501	0.2	
200160601	200160602	1	2		0.2	
200160602			1	157501	0.2	
200160701	200160702	1	2		0.2	
200160702	200160703		1	157701	0.2	
200160703	200160704		1	157701	0.2	
200160704	200160705		1	157701	0.2	
200160705			1	157701	0.2	
200160801	200160802	1	2		0.2	
200160802			1	157701	0.2	
200160901			1	1005	0.2	
200161001			1	1005	0.2	
200161101			1	157301	0.2	
200161201			1	157501	0.2	
200161301			1	157701	0.2	
200161401			1	157301	0.2	
200161501			1	157501	0.2	
200161601			1	157701	0.2	
200260101	200260102		1	1419	0.2	
200260102	200260103		1	1419	0.2	
200260103	200260104		1	1419	0.2	
200260104	200260105		1	1419	0.2	
200260105	200260106		1	1419	0.2	
200260106	200260107		1	1419	0.2	
200260107	200260108,200260111		1	1419	0.2	
200260108	200260109		2		0.2	
200260109	200260110		1	1419	0.2	
200260110			1	1419	0.2	
200260111	200260112		2		0.2	
200260112	200260113		1	1419	0.2	
200260113			1	1419	0.2	
200260201	200260202	1	2		0.2	
200260202	200260203		1	1419	0.2	
200260203	200260204		1	1419	0.2	
200260204	200260205		1	1419	0.2	
200260205			1	1419	0.2	
200260301	200260302	1	2		0.2	
200260302	200260303		1	1535	0.2	
200260303	200260304		1	1535	0.2	
200260304	200260305		1	1535	0.2	
200260305			1	1535	0.2	
200260401	200260402		1	1419	0.2	
200260402	200260403		1	1419	0.2	
200260403	200260404	1	2		0.2	
200260404	200260405		1	1419	0.2	
200260405			1	1419	0.2	
200260501			1	1005	0.2	
200260601			1	1005	0.2	
200260701			1	1535	0.2	
200070101	200070102		1	153901		
200070102	200070103		1	153901		
200070103	200070104		1	153901		
200070104	200070105		1	153901		
200070105	200070106		1	153901		
200070106	200070107		1	153901		
200070107			1	153901		
200070701	200070702		2			
200070702			1	153901		
200070801	200070802		2			
200070802			1	153901		
200070201	200070202		1	153901		
200070202			1	153901		
200070301	200070302		1	153901		
200070302			1	153901		
200070401	200070402		1	153901		
200070402	200070403		1	153901		
200070403	200070404		1	153901		
200070404	200070405		1	153901		
200070405	200070406		1	153901		
200070406			1	153901		
200070901	200070902		2			
200070902			1	153901		
200071001	200071002		2			
200071002			1	153901		
200070501			1	153901		
200070601	200070602		1	153901		
200070602	200070603		1	153901		
200070603			1	153901		
200080101	200080102		1	156901		
200080102	200080103		1	156901		
200080103	200080104		1	156901		
200080104	200080105		1	156901		
200080105	200080106,200080107		1	156901		
200080106	200080108		2			
200080107	200080109		2			
200080108			1	156901		
200080109			1	156901		
200080201			1	1486		
200080202			1	1486		
200080301			1	1486		
200080302			1	1486		
200080401			1	1486		
200080402			1	1486		
200080403			1	1486		
200080501						
200090101	200090102		1	156501		
200090102	200090103		1	156501		
200090103	200090104		1	156501		
200090104	200090105		1	156501		
200090105			1	156501		
200090901	200090902		2			
200090902	200090903		1	156501		
200090903			1	156501		
200091001	200091002		2			
200091002			1	156501		
200090201	200090202		1	156501		
200090202	200090203		1	156501		
200090203	200090204		1	156501		
200090204	200090205		1	156501		
200090205			1	156501		
200090301	200090302		1	156501		
200090302	200090303		1	20025		
200090303	200090304		1	156501		
200090304	200090305		1	20025		
200090305	200090306		1	20025		
200090306	200090307		1	156501		
200090307			1	156501		
200090401	200090402		1	156501		
200090402	200090403		1	156501		
200090403			1	156501		
200090501	200090502		1	156501		
200090502	200090503		1	156501		
200090503			1	156501		
200090601	200090602		1	156501		
200090602	200090603		1	20025		
200090603	200090604		1	156501		
200090604	200090605		1	20025		
200090605	200090606		1	156501		
200090606	200090607		1	20025		
200090607	200090608		1	156501		
200090608			1	156501		
200090701	200090702		1	156501		
200090702	200090703		1	156501		
200090703	200090704		1	156501		
200090704	200090705		1	156501		
200090705			1	156501		
200090801	200090802		1	156501		
200090802			1	156501		
200091101			1	156501		
200100101	200100102		1	156501		
200100102	200100103		1	156501		
200100103	200100104		1	156501		
200100104	200100105		1	156501		
200100105			1	156501		
200100901	200100902		2			
200100902	200100903		1	156501		
200100903			1	156501		
200101001	200101002		2			
200101002			1	156501		
200100201	200100202		1	156501		
200100202	200100203		1	156501		
200100203	200100204		1	156501		
200100204	200100205		1	156501		
200100205			1	156501		
200100301	200100302		1	156501		
200100302	200100303		1	20025		
200100303	200100304		1	156501		
200100304	200100305		1	20025		
200100305	200100306		1	20025		
200100306	200100307		1	156501		
200100307			1	156501		
200100401	200100402		1	156501		
200100402	200100403		1	156501		
200100403			1	156501		
200100501	200100502		1	156501		
200100502	200100503		1	156501		
200100503			1	156501		
200100601	200100602		1	156501		
200100602	200100603		1	20025		
200100603	200100604		1	156501		
200100604	200100605		1	20025		
200100605	200100606		1	156501		
200100606	200100607		1	20025		
200100607	200100608		1	156501		
200100608			1	156501		
200100701	200100702		1	156501		
200100702	200100703		1	156501		
200100703	200100704		1	156501		
200100704	200100705		1	156501		
200100705			1	156501		
200100801	200100802		1	156501		
200100802			1	156501		
200101101			1	156501		
200150101	200150102		1	156501		
200150102	200150103		1	156501		
200150103	200150104		1	156501		
200150104	200150105		1	156501		
200150105			1	156501		
200150901	200150902		2			
200150902	200150903		1	156501		
200150903			1	156501		
200151001	200151002		2			
200151002			1	156501		
200150201	200150202		1	156501		
200150202	200150203		1	156501		
200150203	200150204		1	156501		
200150204	200150205		1	156501		
200150205			1	156501		
200150301	200150302		1	156501		
200150302	200150303		1	20025		
200150303	200150304		1	156501		
200150304	200150305		1	20025		
200150305	200150306		1	20025		
200150306	200150307		1	156501		
200150307			1	156501		
200150401	200150402		1	156501		
200150402	200150403		1	156501		
200150403			1	156501		
200150501	200150502		1	156501		
200150502	200150503		1	156501		
200150503			1	156501		
200150601	200150602		1	156501		
200150602	200150603		1	20025		
200150603	200150604		1	156501		
200150604	200150605		1	20025		
200150605	200150606		1	156501		
200150606	200150607		1	20025		
200150607	200150608		1	156501		
200150608			1	156501		
200150701	200150702		1	156501		
200150702	200150703		1	156501		
200150703	200150704		1	156501		
200150704	200150705		1	156501		
200150705			1	156501		
200150801	200150802		1	156501		
200150802			1	156501		
200151101			1	156501		
200170101	200170102		1	154901		
200170102	200170103		1	154901		
200170103	200170104		1	154901		
200170104	200170105		1	154901		
200170105	200170106		1	154901		
200170106	200170107		1	154901		
200170107			1	154901		
200170701	200170702		2			
200170702			1	154901		
200170801	200170802		2			
200170802			1	154901		
200170201			1	154901		
200170301	200170302		1	154901		
200170302			1	154901		
200170401	200170402		1	154901		
200170402	200170403		1	154901		
200170403	200170404		1	154901		
200170404			1	154901		
200170901	200170902		2			
200170902			1	154901		
200171001	200171002		2			
200171002	200171003		1	154901		
200171003			1	154901		
200170501			1	154901		
200170601	200170602		1	154901		
200170602	200170603		1	154901		
200170603			1	154901		
200180101	200180102		1	157101		
200180102	200180103		1	157101		
200180103	200180104		1	157101		
200180104	200180105	1	2			
200180105	200180106		1	157101		
200180106			1	157101		
200180701	200180702		2			
200180702			1	157101		
200180801	200180802		2			
200180802			1	157101		
200180201			1	157101		
200180301	200180302		1	157101		
200180302			1	157101		
200180401	200180402		1	157101		
200180402	200180403		1	157101		
200180403	200180404		1	157101		
200180404	200180405		1	157101		
200180405	200180406		1	157101		
200180406			1	157101		
200180501			1	157101		
200180901	200180902		2			
200180902			1	157101		
200181001	200181002		2			
200181002			1	157101		
200180601	200180602		1	157101		
200180602	200180603		1	157101		
200180603			1	157101		
200270101	200270102		1	153301		
200270102	200270103		1	153301		
200270103	200270104		1	153301		
200270104	200270105		1	153301		
200270105	200270106		1	153301		
200270106	200270107,200270108		1	153301		
200270107	200270109		2			
200270108	200270110		2			
200270109			1	153301		
200270110			1	153301		
200270201			1	1486		
200270202			1	1486		
200270301			1	1486		
200270302			1	1486		
200270401			1	1486		
200270402			1	1486		
200270403			1	1486		
200280101	200280102		1	157501		
200280102	200280103		1	157501		
200280103	200280104		1	157501		
200280104	200280105		1	157501		
200280105	200280106		1	157501		
200280106	200280107		1	157501		
200280107	200280108,200280109		1	157501		
200280108	200280110		2			
200280109	200280112		2			
200280110	200280111		1	157501		
200280111			1	157501		
200280112			1	157501		
200280201			1	1486		
200280202			1	1486		
200280301			1	1486		
200280302			1	1486		
200280401			1	1486		
200280402			1	1486		
200280403			1	1486		
200360101	200360102		1	1521		
200360102	200360103	1	2	1521		
200360103	200360104		1	1521		
200360104	200360105		1	1521		
200360105	200360106		1	1521		
200360106	200360107		1	1521		
200360107	200360108		1	1521		
200360108	200360109,200360110		1	1521		
200360109	200360111	1	2			
200360110	200360112	1	2			
200360111			1	1521		
200360112			1	1521		
200360201	200360202		1	1521		
200360202	200360203	1	2			
200360203	200360204		1	1521		
200360204	200360205	1	2			
200360205	200360206		1	1521		
200360206	200360207		1	1521		
200360207	200360208		1	1521		
200360208	200360209		1	1521		
200360209			1	1521		
200360301	200360302		1	1521		
200360302	200360303	1	2			
200360303	200360304		1	1521		
200360304	200360305		1	1521		
200360305	200360306		1	1521		
200360306			1	1521		
200370101	200370102		1	155301		
200370102	200370103		1	155301		
200370103	200370104		1	155301		
200370104	200370105		1	155301		
200370105	200370106		1	155301		
200370106	200370107	1	2			
200370107	200370108		1	1005		
200370108	200370109		1	1005		
200370109	200370110		1	155301		
200370110	200370111	1	2			
200370111	200370112		1	155301		
200370112	200370113		1	1005		
200370113	200370114		1	155301		
200370114	200370115	1	2			
200370115	200370116		1	155301		
200370116	200370117		1	155301		
200370117	200370118		1	155301		
200370118	200370119		1	155301		
200370119	200370120		1	155301		
200370120	200370121		1	155301		
200370121	200370122		1	155301		
200370122	200370123		1	1005		
200370123	200370124,200370126		1	155301		
200370124	200370125		2			
200370125			1	155301		
200370126	200370127		2			
200370127	200370128		1	155301		
200370128			1	155301		
200370201			1	155301		
200370301	200370302		1	1521		
200370302	200370303		1	1521		
200370303	200370304	1	2			
200370304	200370305		1	1521		
200370305	200370306		1	1521		
200370306	200370307		1	1521		
200370307	200370308		1	1521		
200370308	200370309		1	1521		
200370309	200370310		1	1521		
200370310	200370311	1	2			
200370311	200370312		1	1521		
200370312	200370313	1	2			
200370313	200370314		1	1521		
200370314	200370315		1	1521		
200370401			1	1521		
200370501	200370502		1	155301		
200370502	200370503	1	2			
200370503	200370504		1	155301		
200370504	200370505		1	1005		
200370505	200370506		1	155301		
200370506	200370507		1	155301		
200370507	200370508		1	155301		
200370508			1	155301		
200380101	200380102		1	1473		
200380102	200380103	1	2	1473		
200380103	200380104		1	1473		
200380104	200380105		1	1473		
200380105	200380106		1	1473		
200380106	200380107		1	1473		
200380107	200380109,200380110		1	1473		
200380109	200380111	1	2			
200380110	200380112	1	2			
200380111	200380115		1	1473		
200380112	200380113		1	1473		
200380113	200380114		1	1473		
200380114	200380115		1	1473		
200380115	200380116		1	1473		
200380116	200380117		1	1473		
200380117	200380118		1	1473		
200380118			1	1473		
200380201	200380202		1	1473		
200380202	200380203	1	2			
200380203			1	1473		
200380301	200380302		1	1473		
200380302	200380303	1	2			
200380303	200380304		1	1473		
200380304			1	1473		
200390101	200390102		1	1587		
200390102	200390103		1	1587		
200390103	200390104		1	1587		
200390104	200390105	1	2			
200390105	200390106		1	1587		
200390106			1	1587		
200390201	200390202	1	2			
200390202			1	1587		
200390301	200390302		2			
200390302			1	1587		
200390401	200390402		1	1587		
200390402	200390403		1	1587		
200390403	200390404		1	1587		
200390404	200390405		1	1587		
200390405	200390406		1	1587		
200390406	200390407		1	1587		
200390407		1	2			
200390501	200390502		1	1587		
200390502	200390503		1	1587		
200390503	200390504		1	1587		
200390504	200390505		1	1587		
200390505	200390506		1	1587		
200390506	200390507		1	1587		
200390507	200390508		1	1587		
200390508		1	2			
200390601	200390602		1	1587		
200390602	200390603		1	1587		
200390603	200390604		1	1587		
200390604	200390605		1	1587		
200390605	200390606		1	1587		
200390606	200390607		1	1587		
200390607	200390608		1	1587		
200390608		1	2			
200390701	200390702		1	1587		
200390702	200390703		1	1587		
200390703	200390704	1	2			
200390704	200390705		1	1587		
200390705	200390706		1	1587		
200390706			1	1587		
200390801	200390802		1	1587		
200390802	200390803		1	1587		
200390803	200390804	1	2			
200390804	200390805		1	1587		
200390805	200390806		1	1587		
200390806			1	1587		
200390901	200390902		1	1587		
200390902	200390903		1	1587		
200390903	200390904	1	2			
200390904	200390905		1	1587		
200390905	200390906		1	1587		
200390906			1	1587		
200391001	200391002		1	1587		
200391002	200391003		1	1587		
200391003	200391004		1	1587		
200391004	200391005		1	1587		
200391005	200391006		1	1587		
200391006			1	1587		
200391101	200391102		1	1587		
200391102	200391103		1	1587		
200391103	200391104		1	1587		
200391104	200391105		1	1587		
200391105	200391106		1	1587		
200391106			1	1587		
200391201	200391202		1	1587		
200391202	200391203		1	1587		
200391203	200391204		1	1587		
200391204	200391205		1	1587		
200391205	200391206		1	1587		
200391206			1	1587		
200391301	200391302		1	1587		
200391302	200391303		1	1587		
200391303			1	1587		
200391401	200391402		1	1587		
200391402	200391403		1	1587		
200391403			1	1587		
200391501	200391502		1	1587		
200391502	200391503		1	1587		
200391503			1	1587		
200400101	200400102		1	158101		
200400102	200400103		1	158101		
200400103	200400104	1	2			
200400104	200400105		1	158101		
200400105	200400106		1	158101		
200400106	200400107		1	158101		
200400107	200400108		1	158101		
200400108			1	158101		
200400201	200400202		1	158101		
200400202	200400203	1	2			
200400203	200400204		1	158101		
200400204	200400205		1	158101		
200400205	200400206		1	158101		
200400206			1	158101		
200400301			1	158101		
200400501	200400502		1	1005		
200400502	200400503		1	1005		
200400503	200400504,200400505		1	1005		
200400504	200400506		2			
200400505	200400507		2			
200400506			1	1005		
200400507	200400508		1	1005		
200400508			1	1005		
200400401	200400402		1	158101		
200400402	200400403		1	158101		
200400403	200400404		1	158101		
200400404	200400405,200400408		1	158101		
200400405	200400406		2			
200400406	200400407		1	158101		
200400407	200400410		1	158101		
200400408	200400409		2			
200400409	200400410		1	158101		
200400410	200400411		1	158101		
200400411	200400412		1	158101		
200400412	200400413		1	158101		
200400413	200400414		1	158101		
200400414			1	158101		
200410101	200410102		1	1589		
200410102	200410103		1	1591		
200410103	200410104	1	2			
200410104	200410105		1	1589		
200410105	200410106		1	1589		
200410106	200410107		1	1589		
200410107	200410108		1	1589		
200410108	200410109		1	1589		
200410109	200410110,200410111		1	1589		
200410110			2			
200410111	200410112		2			
200410112	200410113		1	1589		
200410113			1	1589		
200410201	200410202		1	1589		
200410202	200410203	1	2			
200410203			1	1589		
200410301	200410302		1	1589		
200410302	200410303	1	2			
200410303	200410304		1	1589		
200410304			1	1589		
200440101	200440102		1	1605		
200440102	200440103	1	2			
200440103	200440104		1	1605		
200440104	200440105		1	1605		
200440105	200440106		1	1605		
200440106	200440107		1	1605		
200440107	200440108,200440109		1	1605		
200440108	200440110		2			
200440109	200440112		2			
200440110	200440111		1	1605		
200440111	200440114		1	1605		
200440112	200440113		1	1605		
200440113	200440114		1	1605		
200440114			1	1605		
200440201	200440202		1	1605		
200440202	200440203	1	2			
200440203	200440204		1	1605		
200440204	200440205		1	1605		
200440205	200440206		1	1605		
200440206			1	1605		
200440301	200440302		1	1605		
200440302	200440303		1	1605		
200440303			1	1605		
200420101	200420102		1	147101		
200420102	200420103	1	2			
200420103	200420104		1	147101		
200420104	200420105		1	147101		
200420105	200420106		1	147101		
200420106			1	147101		
200420201	200420202		2			
200420202			1	147101		
200420301	200420302		2			
200420302	200420303		1	147101		
200420303	200420304		1	147101		
200420304			1	147101		
200420401	200420402		1	160201		
200420402			1	160201		
200420801	200420802		2			
200420802			1	160201		
200420901	200420902		2			
200420902			1	160201		
200421001	200421002		1	160201		
200421002	200421003		1	160201		
200421003	200421004		1	160201		
200421004	200421005		1	160201		
200421005	200421006	1	2			
200421006	200421007		1	160201		
200421007	200421008		1	160201		
200421008	200421009		1	160201		
200421009	200421010		1	160201		
200421010			1	160201		
200421101	200421102		2			
200421102			1	160201		
200421201	200421202		2			
200421202	200421203		1	160201		
200421203			1	160201		
200421301	200421302		2			
200421302	200421303		1	160201		
200421303			1	160201		
200420501			1	160201		
200420601	200420602		1	160201		
200420602	200420603	1	2			
200420603	200420604		1	160201		
200420604	200420605		1	160201		
200420605	200420606		1	160201		
200420606	200420607		1	160201		
200420607			1	160201		
200420701	200420702		1	1471		
200420702	200420703		1	1471		
200420703	200420704	1	2			
200420704	200420705		1	1471		
200420705	200420706		1	1471		
200420706	200420707		1	1471		
200420707			1	1471		
200430101	200430102		1	142101		
200430102	200430103	1	2			
200430103	200430104		1	142101		
200430104	200430105		1	142101		
200430105	200430106		1	142101		
200430106	200430107,200430109		1	142101		
200430107	200430108		2			
200430108			1	142101		
200430109	200430110		2			
200430110			1	1005		
200430201			1	142101		
200430701			1	140301		
200430801	200430802		1	1005		
200430802	200430803		1	1005		
200430803	200430804		1	1005		
200430804			1	1005		
200430301	200430302		1	140301		
200430302	200430303	1	2			
200430303	200430304		1	140301		
200430304	200430305		1	140301		
200430305	200430306		1	140301		
200430306	200430307,200430309		1	140301		
200430307	200430308		2			
200430308			1	140301		
200430309	200430310		2			
200430310	200430311		1	1005		
200430311			1	1005		
200430401	200430402		1	140301		
200430402	200430403	1	2			
200430403			1	140301		
200430501	200430502		1	140301		
200430502	200430503	1	2			
200430503	200430504		1	140301		
200430504	200430505		1	140301		
200430505	200430506		1	140301		
200430506	200430507		1	1005		
200430507	200430508	1	2			
200430508	200430509		1	140301		
200430509	200430510		1	140301		
200430510	200430511		1	140301		
200430511	200430512		1	1005		
200430512	200430513		1	140301		
200430513	200430514		1	140301		
200430514			1	140301		
200430901			1	140301		
200431001	200431402		1	1005		
200431002			1	1005		
200430601	200430602		1	142101		
200430602	200430603	1	2			
200430603	200430604		1	1005		
200430604	200430605		1	142101		
200430605	200430606		1	1005		
200430606	200430607		1	142101		
200430607	200430608		1	142101		
200430608	200430609		1	142101		
200430609	200430610		1	142101		
200430610			1	142101		
200470101	200470102		1	1589		
200470102	200470103		1	1591		
200470103	200470104	1	2			
200470104	200470105		1	1591		
200470105	200470106		1	1591		
200470106	200470107		1	1591		
200470107	200470108		1	1591		
200470108	200470109		1	1591		
200470109	200470110,200470113		1	1591		
200470110	200470111		2			
200470111	200470112		1	1591		
200470112			1	1591		
200470113	200470114		2			
200470114	200470115		1	1591		
200470115			1	1591		
200470201	200470202		1	1591		
200470202	200470203	1	2			
200470203			1	1591		
200470301	200470302		1	1591		
200470302	200470303	1	2			
200470303	200470304		1	1591		
200470304	200470305	1	2			
200470305	200470306		1	1591		
200470306			1	1591		
200480101	200480102		1	1567		
200480102	200480103		1	1567		
200480103	200480104	1	2			
200480104	200480105		1	1567		
200480105	200480106		1	1567		
200480106	200480107		1	1567		
200480107	200480108		1	1567		
200480108	200480109,200480110		1	1567		
200480109	200480111		2			
200480110	200480113		2			
200480111	200480112		1	1567		
200480112			1	1567		
200480113	200480114		1	1567		
200480114			1	1567		
200480401	200480402		1	1567		
200480402	200480403	1	2			
200480403	200480404		1	1567		
200480404			1	1567		
200480201	200480202		1	1567		
200480202	200480203	1	2			
200480203	200480204		1	1567		
200480204			1	1567		
200480501			1	1567		
200480301	200480302		1	1567		
200480302	200480303		1	1567		
200480303	200480304	1	2			
200480304	200480305		1	1567		
200480305			1	1567		
200480601	200480602		1	1567		
200480602	200480603	1	2			
200480603	200480604		1	1567		
200480604			1	1567		
200490101	200490102		1	146101		
200490102	200490103		1	146101		
200490103	200490104	1	2			
200490104	200490105		1	146101		
200490105	200490106		1	146101		
200490106	200490107		1	146101		
200490107	200490108	1	2			
200490108	200490109		1	146101		
200490109	200490110		1	146101		
200490110	200490111		1	146101		
200490111	200490112,200490114		1	146101		
200490112	200490113		2			
200490113			1	146101		
200490114	200490115		2			
200490115	200490116		1	146101		
200490116	200490117		1	146101		
200490117			1	146101		
200490201	200490202		1	146301		
200490202	200490203		1	146301		
200490203	200490204		1	1403		
200490204	200490205		1	146301		
200490205	200490206		1	1403		
200490206	200490207		1	146301		
200490207	200490208		1	1005		
200490208	200490209		1	1403		
