RewardID	原石	摩拉	冒险阅历	角色经验	好感经验	树脂	元素精魄	Reward道具1ID	Reward道具1数量	Reward道具2ID	Reward道具2数量	Reward道具3ID	Reward道具3数量	Reward道具4ID	Reward道具4数量	Reward道具5ID	Reward道具5数量	Reward道具6ID	Reward道具6数量	产出来源类型	每日产出次数上限	历史产出次数上限
110202	10	0	175	0				104301	5	104012	10	104002	4							10001		
100400	0	250	0	0																10001		
100303	0	3000	50	0				305	10	0	0	0	0							10001		
100349	0	1500	0	0				0	0	0	0	0	0							10001		
100312	0	0	0	0				100213	1	0	0	0	0							10001		
100386	0	3000	0	0				305	1	0	0	0	0							10001		
100387	0	3000	0	0				305	2	0	0	0	0							10001		
100407	1	0	0	0				0	0	0	0	0	0							10001		
100408	0	1500	0	0				0	0	0	0	0	0							10001		
100409	0	1500	0	0				0	0	0	0	0	0							10001		
100467	0	1500	0	0				100011	5	100064	10	100017	5	100062	5					10001		
100470	0	1500	0	0				0	0	0	0	0	0							10001		
120100	0	0	0	0				224	1											10001		
120510	0	0	0	0		20		0	0											10001		
100469								102	100	201	10	202	5000	0	0	0	0	0	0	10001		
120030								102	100	201	10	104012	3	0	0	0	0	0	0	10001		
120031								102	150	201	10	104002	2	0	0	0	0	0	0	10001		
122111								102	150	201	10	107006	1	0	0	0	0	0	0	10001		
121003								102	200	201	10	57322	1	0	0	0	0	0	0	10001		
121004								102	200	201	10	0	0	0	0	0	0	0	0	10001		
121007								102	200	201	10	0	0	0	0	0	0	0	0	10001		
121008								102	200	201	10	104003	2	0	0	0	0	0	0	10001		
121009								102	200	201	10	109412	1	0	0	0	0	0	0	10001		
121012								102	200	201	10	104013	4	0	0	0	0	0	0	10001		
121015								102	200	201	10	104003	2	0	0	0	0	0	0	10001		
121018								102	200	201	10	104013	4	0	0	0	0	0	0	10001		
121019								102	200	201	10	202	20000	0	0	0	0	0	0	10001		
121020								102	200	201	10	0	0	0	0	0	0	0	0	10001		
125001	100	11500	0	0				224	2	0	0	0	0							10001		
125003	0	250	0	0				0	0	0	0	0	0							10001		
125005	100	14250	0	0				224	2	0	0	0	0							10001		
125007	0	250	0	0				0	0	0	0	0	0							10001		
125009	100	17250	0	0				224	2	0	0	0	0							10001		
125011	0	250	0	0				0	0	0	0	0	0							10001		
125013	0	250	0	0				0	0	0	0	0	0							10001		
200002								202	10750	0	0	0	0	0	0	0	0	0	0	10007		
200003								202	11750	0	0	0	0	0	0	0	0	0	0	10007		
200004								201	50	108032	5	0	0	0	0	104011	2	104001	2	10007		
200005								202	13750	224	1	0	0	0	0	104011	2	104001	2	10007		
200006								202	14500	108032	5	0	0	0	0	104011	2	104001	2	10007		
200007								202	15500	0	0	0	0	0	0	104011	2	104001	2	10007		
200008								201	50	108032	5	0	0	0	0	104011	2	104001	2	10007		
200009								202	17500	0	0	0	0	0	0	104011	2	104001	2	10007		
200010								202	18500	224	1	0	0	0	0	104011	2	104001	2	10007		
200011								202	19500	60221	1	107009	1	107008	1	104011	12	104001	7	10007		
200012								201	75	104101	1	107009	1	107008	1	104011	12	104001	7	10007		
200013								202	21500	60231	1	107009	1	107008	1	104011	12	104001	7	10007		
200014								202	22500	60241	1	107009	1	107008	1	104011	12	104001	7	10007		
200015								202	23500	224	1	107009	1	107008	1	104011	12	104001	7	10007		
200016								201	75	915	1	107009	1	107008	1	104011	12	104001	7	10007		
200017								202	26750	60251	1	107009	1	107008	1	104011	12	104001	7	10007		
200018								202	29250	0	0	107009	1	107008	1	104011	12	104001	7	10007		
200019								202	31750	0	0	107009	1	107008	1	104011	12	104001	7	10007		
200020								201	100	224	1	107009	1	107008	1	104011	12	104001	7	10007		
200021								202	36500	0	0	107009	1	107008	1	104012	15	104002	9	10007		
200022								202	39000	51332	1	107009	1	107008	1	104012	15	104002	9	10007		
200023								202	41500	224	1	107009	1	107008	1	104012	15	104002	9	10007		
200024								201	100	51322	1	107009	1	107008	1	104012	15	104002	9	10007		
200025								202	46250	104102	3	107009	1	107008	1	104012	15	104002	9	10007		
200026								202	48750	915	1	107009	2	107008	2	104012	15	104002	9	10007		
200027								202	51250	917	1	107009	2	107008	2	104012	15	104002	9	10007		
200028								201	100	51342	1	107009	2	107008	2	104012	15	104002	9	10007		
200029								202	56000	0	0	107009	2	107008	2	104012	15	104002	9	10007		
200030								202	58500	224	1	107009	2	107008	2	104012	15	104002	9	10007		
200031								202	61000	0	0	107009	3	107008	3	104013	10	104003	7	10007		
200032								201	125	51352	1	107009	3	107008	3	104013	10	104003	7	10007		
200033								202	65750	224	1	107009	3	107008	3	104013	10	104003	7	10007		
200034								202	68250	62433	1	107009	3	107008	3	104013	10	104003	7	10007		
200035								202	70750	104103	6	107009	3	107008	3	104013	10	104003	7	10007		
200036								201	125	915	1	107009	4	107008	4	104013	10	104003	7	10007		
200037								202	75500	917	1	107009	4	107008	4	104013	10	104003	7	10007		
200038								202	78000	62423	1	107009	4	107008	4	104013	10	104003	7	10007		
200039								202	80500	0	0	107009	4	107008	4	104013	10	104003	7	10007		
200040								201	150	224	1	107009	4	107008	4	104013	10	104003	7	10007		
200041								202	85250	0	0	107009	4	107008	4	104013	30	104003	21	10007		
200042								202	87750	62453	1	107009	4	107008	4	104013	30	104003	21	10007		
200043								202	90250	224	1	107009	4	107008	4	104013	30	104003	21	10007		
200044								201	150	62443	1	107009	4	107008	4	104013	30	104003	21	10007		
200045								201	150	104104	6	107009	4	107008	4	104013	30	104003	21	10007		
200046								201	150	915	1	0	0	0	0	104013	30	104003	21	10007		
200047								201	150	917	1	0	0	0	0	104013	30	104003	21	10007		
200048								201	150	81524	1	0	0	0	0	104013	30	104003	21	10007		
200049								201	150	0	0	0	0	0	0	104013	30	104003	21	10007		
200050								201	150	81534	1	0	0	0	0	104013	30	104003	21	10007		
200051								201	150	224	1	0	0	0	0	0	0	0	0	10007		
200052								201	150	0	0	0	0	0	0	0	0	0	0	10007		
200053								201	150	81544	1	0	0	0	0	0	0	0	0	10007		
200054								201	150	0	0	0	0	0	0	0	0	0	0	10007		
200055								201	150	81554	1	0	0	0	0	0	0	0	0	10007		
200056								201	150	0	0	0	0	0	0	0	0	0	0	10007		
200057								201	150	0	0	0	0	0	0	0	0	0	0	10007		
200058								201	150	0	0	0	0	0	0	0	0	0	0	10007		
200059								201	150	0	0	0	0	0	0	0	0	0	0	10007		
200060								201	150	224	3	0	0	0	0	0	0	0	0	10007		
210311	10	0	40	0				305	5											10002		
210312	10	0	80	0				305	5											10002		
210313	10	0	120	0				305	5											10002		
210314	10	0	160	0				305	5											10002		
210315	10	0	200	0				305	10											10002		
210316	10	0	240	0				305	10											10002		
210317	10	0	280	0				305	10											10002		
210318	10	0	320	0				305	15											10002		
210319	10	0	360	0				305	15											10002		
210320	10	0	400	0				305	15											10002		
210321	10	0	40	0				307	5											10002		
210322	10	0	80	0				307	5											10002		
210323	10	0	120	0				307	5											10002		
210324	10	0	160	0				307	5											10002		
210325	10	0	200	0				307	10											10002		
210326	10	0	240	0				307	10											10002		
210327	10	0	280	0				307	10											10002		
210328	10	0	320	0				307	15											10002		
210329	10	0	360	0				307	15											10002		
210330	10	0	400	0				307	15											10002		
220310	0	0	10	0																10003		
220311	5	0	50	0																10003		
220401	5	0	50	0																10004		
220402	5	0	50	0																10004		
220403	5	0	50	0																10004		
220404	5	0	50	0																10004		
220405	5	0	50	0																10004		
220406	5	0	50	0																10004		
220407	5	0	50	0																10004		
220408	5	0	50	0																10004		
220409	5	0	50	0																10004		
220410	5	0	50	0																10004		
220411	5	0	50	0																10004		
220412	5	0	50	0																10004		
300001	1																			10008		
450001								60211	1	104003	2	104013	2	201	60	0	0	0	0	10005		
450002								60221	1	104003	3	104013	4	201	100	0	0	0	0	10005		
450003								51332	1	104003	4	104013	6	201	160	1023	1	0	0	10005		
450011								61241	1	104003	2	104013	2	201	60	0	0	0	0	10005		
450012								61251	1	104003	3	104013	4	201	100	0	0	0	0	10005		
450013								56312	1	104003	4	104013	6	201	160	11408	1	0	0	10005		
451011								102	200	104013	2	0	0							10005		
451012								102	200	202	20000	0	0							10005		
451013								102	200	60231	1	0	0							10005		
451014								102	200	104002	4	0	0							10005		
451021								102	240	202	20000	0	0							10005		
451022								102	240	104013	3	0	0							10005		
451023								102	240	202	20000	0	0							10005		
451024								102	280	60241	1	0	0							10005		
451025								102	240	104013	4	0	0							10005		
451026								102	240	202	30000	0	0							10005		
451031								102	320	51312	1	0	0							10005		
451032								102	280	202	30000	0	0							10005		
451033								102	280	51322	1	0	0							10005		
451034								102	360	104003	2	0	0							10005		
451035								102	360	51352	1	0	0							10005		
451036								102	400	202	30000	0	0							10005		
451037								102	320	104013	5	0	0							10005		
451038								102	360	104003	3	0	0							10005		
451111								102	200	104013	2	0	0							10005		
451112								102	200	202	20000	0	0							10005		
451113								102	200	61211	1	0	0							10005		
451114								102	200	104002	4	0	0							10005		
451121								102	240	202	20000	0	0							10005		
451122								102	240	104013	3	0	0							10005		
451123								102	240	202	20000	0	0							10005		
451124								102	280	61221	1	0	0							10005		
451125								102	240	104013	4	0	0							10005		
451126								102	240	202	30000	0	0							10005		
451131								102	320	56332	1	0	0							10005		
451132								102	280	202	30000	0	0							10005		
451133								102	280	56342	1	0	0							10005		
451134								102	360	104003	2	0	0							10005		
451135								102	360	56352	1	0	0							10005		
451136								102	400	202	30000	0	0							10005		
451137								102	320	104013	5	0	0							10005		
451138								102	360	104003	3	0	0							10005		
460001								201	150	77423	1	0	0							10011		
460002								201	200	77443	1	0	0							10011		
460003								201	300	77453	1	0	0							10011		
460101								202	8000	104003	3	0	0							10011		
460102								202	16000	104003	5	0	0							10011		
460103								202	24000	104003	7	0	0							10011		
460104								202	32000	104003	10	0	0							10011		
460105								202	40000	77413	1	0	0							10011		
460200								200003	1	200001	1	200002	1							10001		
460201								202	6000	104013	5	0	0							10001		
460202								202	12000	104013	10	0	0							10001		
460203								202	18000	104013	15	0	0							10001		
460204								202	24000	104013	20	0	0							10001		
460205								202	30000	77433	1	0	0							10001		
460208								200001	3	200002	3	0	0							10001		
500000								100057	2	0	0											
500001								108007	3	0	0											
500002								108008	3	0	0											
500003								108009	3	0	0											
500004								100078	10	0	0											
500008								100001	9	0	0											
500009								100056	4	0	0											
500010								100012	10	0	0											
500011								100001	9	0	0											
500012								100001	9	0	0											
500013								100024	4	0	0											
500014								108046	1	0	0											
500015								100023	8	0	0											
500016								100001	18	0	0											
500017								112006	3	0	0											
500018								108057	2	0	0											
500019								100024	6	0	0											
500020								100021	12	0	0											
500021								112014	2	0	0											
500022								108026	3	0	0											
500023								100057	4	0	0											
500024								100002	12	0	0											
500025								112005	4	0	0											
500026								108008	6	0	0											
500027								100012	6	0	0											
500028								100051	6	0	0											
500029								112002	2	0	0											
500030								110011	1	110005	1											
500031								111010	2	0	0											
500032								111008	2	0	0											
500033								111006	2	0	0											
500034								3001	1	0	0											
500035								202	2000	0	0											
500036								202	1000	0	0											
500100								100057	2	0	0											
500101								100057	2	108017	1											
500102								202	3000	0	0											
500103								202	1000	0	0											
500104								108035	1	108036	1											
500105								108081	2	0	0											
500106								202	1000	108090	2											
500107								202	1000	0	0											
500108								202	2000	0	0											
500109								202	3000	0	0											
500110								100029	2	0	0											
500111								202	2000	0	0											
500112								202	800	0	0											
500113								202	1200	0	0											
500114								202	1600	0	0											
500115								202	2000	0	0											
500116								202	2400	0	0											
500117								202	2800	0	0											
500118								202	3200	100058	1											
500119								202	3600	100028	1											
500120								202	4000	100058	2											
500121								202	4400	100028	2											
500122								202	4800	100028	3											
500123								202	200	0	0											
500124								202	400	0	0											
500125								202	600	0	0											
501000								108065	1	109206	1											
501001								108066	1	0	0											
501002								108067	1	109205	1											
600001	150	30000						224	2											30001		
600002	300	60000						224	4											30001		
600003	450	90000						224	6											30001		
600004	600	120000						224	8											30001		
600005	750	150000						224	10											30001		
610001	30	18000																		30001		
610002	30	18000																		30001		
610003	30	18000																		30001		
610004	30	18000																		30001		
610005	30	18000																		30001		
610006	30	18000																		30001		
610007	30	18000																		30001		
610008	30	18000																		30001		
610009	30	18000																		30001		
610010	30	18000																		30001		
610011	30	18000																		30001		
610012	30	18000																		30001		
610013	0	1																		30001		
610014	0	1																		30001		
610015	0	1																		30001		
610016	0	1																		30001		
610017	0	1																		30001		
610018	0	1																		30001		
610019	0	1																		30001		
610020	0	1																		30001		
610021	30	18000																		30001		
610022	30	18000																		30001		
610023	30	18000																		30001		
610024	30	18000																		30001		
610025	30	18000																		30001		
610026	30	18000																		30001		
610027	30	18000																		30001		
610028	30	18000																		30001		
610029	30	18000																		30001		
610030	30	18000																		30001		
610031	30	18000																		30001		
610032	30	18000																		30001		
610033	0	1																		30001		
610034	0	1																		30001		
610035	0	1																		30001		
610036	0	1																		30001		
610037	0	1																		30001		
610038	0	1																		30001		
610039	0	1																		30001		
610040	0	1																		30001		
610041	30	18000																		30001		
610042	30	18000																		30001		
610043	30	18000																		30001		
610044	30	18000																		30001		
610045	30	18000																		30001		
610046	30	18000																		30001		
610047	30	18000																		30001		
610048	30	18000																		30001		
610049	30	18000																		30001		
610050	30	18000																		30001		
610051	30	18000																		30001		
610052	30	18000																		30001		
610053	0	1																		30001		
610054	0	1																		30001		
610055	0	1																		30001		
610056	0	1																		30001		
610057	0	1																		30001		
610058	0	1																		30001		
610059	0	1																		30001		
610060	0	1																		30001		
621001	10	2500				0	0	104012	4	104011	8									30001		
621002	10	2500				0	0	104002	2	104001	2									30001		
621003	10	2500				0	0	104012	4	104011	8									30001		
621004	10	2500				0	0	104002	2	104001	2									30001		
621005	40	2500				0	0	60220	1	60230	1									30001		
621006	10	3250				0	0	104012	6	104011	6									30001		
621007	10	3250				0	0	104002	2	104001	6									30001		
621008	10	3250				0	0	104012	6	104011	6									30001		
621009	10	3250				0	0	104002	2	104001	6									30001		
621010	40	3250				0	0	101104	1	0	0	224	1							30001		
621011	10	4250				0	0	104012	8	104011	4									30001		
621012	10	4250				0	0	104002	2	104001	6									30001		
621013	10	4250				0	0	104012	8	104011	4									30001		
621014	10	4250				0	0	104002	2	104001	6									30001		
621015	40	4250				0	0	60240	1	60250	1									30001		
621016	10	5000				0	0	104012	10	104011	2									30001		
621017	10	5000				0	0	104002	4	0	0									30001		
621018	10	5000				0	0	104012	10	104011	2									30001		
621019	10	5000				0	0	104002	4	0	0									30001		
621020	40	5000				0	0	61321	1	61331	1	224	1							30001		
621021	10	5750				0	0	104012	12	0	0									30001		
621022	10	5750				0	0	104002	4	104001	4									30001		
621023	10	5750				0	0	104012	12	0	0									30001		
621024	10	5750				0	0	104002	4	104001	4									30001		
621025	40	5750				0	0	61341	1	61351	1									30001		
621026	10	6500				0	0	104012	12	104011	8									30001		
621027	10	6500				0	0	104002	4	104001	8									30001		
621028	10	6500				0	0	104012	12	104011	8									30001		
621029	10	6500				0	0	104002	4	104001	8									30001		
621030	40	6500				0	0	101101	1			224	3							30001		
621031	20	10000				0	0	104012	14	104011	6									30001		
621032	20	10000				0	0	104002	4	104001	8									30001		
621033	20	10000				0	0	104012	14	104011	6									30001		
621034	20	10000				0	0	104002	4	104001	8									30001		
621035	80	10000				0	0	55322	1	55332	1									30001		
621036	20	11250				0	0	104013	4	0	0									30001		
621037	20	11250				0	0	104002	6	104001	2									30001		
621038	20	11250				0	0	104013	4	0	0									30001		
621039	20	11250				0	0	104002	6	104001	2									30001		
621040	80	11250				0	0	55342	1	55352	1	224	1							30001		
621041	20	12250				0	0	104013	4	0	0									30001		
621042	20	12250				0	0	104002	6	104001	6									30001		
621043	20	12250				0	0	104013	4	0	0									30001		
621044	20	12250				0	0	104002	6	104001	6									30001		
621045	80	12250				0	0	101102	1	0	0									30001		
621046	20	13500				0	0	104013	4	104012	4									30001		
621047	20	13500				0	0	104002	8	0	0									30001		
621048	20	13500				0	0	104013	4	104012	4									30001		
621049	20	13500				0	0	104002	8	0	0									30001		
621050	80	13500				0	0	52442	1	52452	1	224	1							30001		
621051	20	14750				0	0	104013	4	104012	4									30001		
621052	20	14750				0	0	104002	8	0	0									30001		
621053	20	14750				0	0	104013	4	104012	4									30001		
621054	20	14750				0	0	104002	8	0	0									30001		
621055	80	14750				0	0	52422	1	52432	1									30001		
621056	20	16000				0	0	104013	4	104012	4									30001		
621057	20	16000				0	0	104002	8	104001	4									30001		
621058	20	16000				0	0	104013	4	104012	4									30001		
621059	20	16000				0	0	104002	8	104001	4									30001		
621060	80	16000				0	0	101103	1			224	6							30001		
621061		1																		30001		
621062		1																		30001		
621063		1																		30001		
621064		1																		30001		
621065		1																		30001		
621066		1																		30001		
621067		1																		30001		
621068		1																		30001		
621069		1																		30001		
621070		1																		30001		
621071		1																		30001		
621072		1																		30001		
621073		1																		30001		
621074		1																		30001		
621075		1																		30001		
621076		1																		30001		
621077		1																		30001		
621078		1																		30001		
621079		1																		30001		
621080		1																		30001		
621081		1																		30001		
621082		1																		30001		
621083		1																		30001		
621084		1																		30001		
621085		1																		30001		
621086		1																		30001		
621087		1																		30001		
621088		1																		30001		
621089		1																		30001		
621090		1																		30001		
621091		1																		30001		
621092		1																		30001		
621093		1																		30001		
621094		1																		30001		
621095		1																		30001		
621096		1																		30001		
621097		1																		30001		
621098		1																		30001		
621099		1																		30001		
621100		1																		30001		
