台词ID	下一句台词ID	显示类型	[对话角色]类型	[对话角色]ID	$#VersionBegin	$#VersionEnd
110010207	110010208		1	153701		
110010208	110010209		1	1012		
110010209	110010210		1	153701		
110010210	110010211		1	153701		
110010211	110010212		1	153701		
110010212	110010213		1	1005		
110010213	110010214		1	153701		
110010214	110010215		1	153701		
110010215	110010216		1	1012		
110010216	110010217		1	153701		
110010217	110010218		1	1012		
110010218	110010219		1	1012		
110010219	110010220		1	153701		
110010220	110010221		1	1012		
110010221	110010222		1	153701		
110010222	110010223		1	1012		
110010223	110010224,110010225		1	1012		
110010224	110010226		2			
110010225	110010226		2			
110010226			1	153701		
110010301			1	1005		
110010302			1	1012		
110010303			1	1012		
110010304			1	1012		
110010401	110010402		1	1012		
110010402	110010403		1	154101		
110010403	110010404		1	1005		
110010404	110010405		2			
110010405	110010406		1	1005		
110010406	110010407		1	154101		
110010407	110010408		1	154101		
110010408	110010409		1	1012		
110010409	110010410		1	154101		
110010410	110010411		1	1012		
110010411	110010412		1	154101		
110010412	110010413		1	154101		
110010413	110010414		1	1012		
110010414	110010415		1	154101		
110010415	110010416		1	1012		
110010416	110010417		1	1012		
110010417	110010418		1	1012		
110010418	110010419		1	1012		
110010419	110010420		1	154101		
110010420	110010421		1	154101		
110010421	110010422,110010423		1	1005		
110010422	110010424		2			
110010423	110010424		2			
110010424	110010425		1	1012		
110010425	110010426		1	1012		
110010426	110010427		1	154101		
110010427	110010428		1	1012		
110010428	110010429		1	154101		
110010429	110010430		1	154101		
110010430	110010431		1	1012		
110010431	110010432		1	1012		
110010432	110010433		1	1005		
110010433			1	1005		
110020201	110020202		1	1012		
110020202	110020203		1	1005		
110020203	110020204		1	1012		
110020204	110020205		1	1005		
110020205	110020206		1	1012		
110020206	110020207		1	1012		
110020207	110020208		1	1005		
110020208	110020209		1	1012		
110020209			1	1012		
110020401			1	1012		
110020402			1	1012		
110020403			1	1012		
110020404			1	1012		
110020405			1	1012		
110020601			1	1012		
110020602			1	1005		
110020603			1	1012		
110020604			1	1012		
110020605			1	1012		
110020701	110020702,110020703		1	1012		
110020702	110020704		2			
110020703	110020704		2			
110020704	110020705		1	1012		
110020705	110020706,110020707		1	1005		
110020706	110020708		2			
110020707	110020708		2			
110020708	110020709		1	1005		
110020709	110020710		1	1012		
110020710	110020711		1	1012		
110020711	110020712		1	1012		
110020712	110020713		1	1005		
110020713	110020714		1	1012		
110020714	110020715,110020717		1	1012		
110020715	110020716		2			
110020716	110020719		1	1012		
110020717	110020718		2			
110020718	110020719		1	1012		
110020719	110020720		1	1012		
110020720			1	1012		
110030101			1	1012		
110030102			1	1005		
110030201	110030202		1	163001		
110030202	110030203		1	1012		
110030203	110030204		1	1005		
110030204	110030205		1	1012		
110030205	110030206		1	1012		
110030206	110030207		1	1012		
110030207	110030208		2			
110030208			1	1012		
110039901			1	163001		
110039801	110039802		1	1012		
110039802			1	1012		
110030401	110030402		1	163001		
110030402	110030403		1	163001		
110030403	110030404		2			
110030404	110030405		1	163001		
110030405	110030406		1	163001		
110030406	110030407		1	163001		
110030407	110030408		1	1012		
110030408	110030409		1	163001		
110030409	110030410		1	1005		
110030410	110030411,110030412		1	1012		
110030411	110030413		2			
110030412	110030413		2			
110030413	110030414		1	1012		
110030414	110030415		1	1005		
110030415	110030416		1	1012		
110030416	110030417,110030418		1	1005		
110030417	110030419		2			
110030418	110030419		2			
110030419			1	163001		
110040101			1	1005		
110040102			1	1012		
110040103			1	1012		
110040104			1	1005		
110040105			1	1005		
110040106			1	1012		
110040107			1	1005		
110040108			1	1012		
110040109			1	1012		
110040301	110040302		1	1012		
110040302	110040303,110040305		1	1005		
110040303	110040304		2			
110040304	110040307		1	1012		
110040305	110040306		2			
110040306	110040307		1	1012		
110040307	110040308		1	1012		
110040308	110040309		1	1005		
110040309	110040310		1	1005		
110040310	110040311		1	1012		
110040311	110040312		1	1012		
110040312	110040313,110040315		1	1005		
110040313	110040314		2			
110040314	110040317		1	1005		
110040315	110040316		2			
110040316	110040317		1	1005		
110040317	110040318		1	1012		
110040318	110040319		1	1012		
110040319	110040320		2			
110040320			1	1012		
110050101	110050102		1	163001		
110050102	110050103		1	153701		
110050103	110050104		1	163001		
110050104	110050105,110050106		1	153701		
110050105	110050107		2			
110050106	110050107		2			
110050107	110050108,110050110		1	1005		
110050108	110050109		2			
110050109	110050112		1	1005		
110050110	110050111		2			
110050111	110050112		1	1005		
110050112	110050113,110050115		1	1012		
110050113	110050114		2			
110050114	110050117		1	1012		
110050115	110050116		2			
110050116	110050117		1	1012		
110050117	110050118		1	153701		
110050118	110050119		1	1005		
110050119	110050120		1	153701		
110050120	110050121		1	163001		
110050121	110050122		1	153701		
110050122	110050123		1	153701		
110050123	110050124		1	1012		
110050124	110050125		2			
110050125	110050126		1	1005		
110050126	110050127		1	1012		
110050127	110050128		1	1012		
110050128	110050129		1	153701		
110050129			1	153701		
110050201	110050202		1	1012		
110050202	110050203		1	154101		
110050203	110050204		1	153701		
110050204	110050205		1	153701		
110050205	110050206		1	1012		
110050206	110050207		1	1005		
110050207	110050208		1	1012		
110050208	110050209,110050210		1	1005		
110050209	110050211		2			
110050210	110050211		2			
110050211			1	1005		
110050301	110050302		1	1012		
110050302	110050303		1	1012		
110050303	110050304		1	1012		
110050304			1	1012		
110059901			1	153701		
110059801	110059802		1	154101		
110059802			1	154101		
110059803	110059804		1	163101		
110059804			1	163101		
110059805			1	163001		
110059701			1	1012		
110059702			1	1005		
110059703			1	1005		
110059704			1	1005		
110059705			1	1005		
110059706			1	1005		
110050801	110050802		1	1012		
110050802	110050803		1	1012		
110050803	110050804		1	1005		
110050804	110050805		1	1012		
110050805			1	1012		
110059601			1	1012		
110051001	110051003		1	1012		
110051002	110051003		1	1012		
110051003	110051004		1	1012		
110051004	110051005,110051006		1	1012		
110051005	110051007		2			
110051006	110051007		2			
110051007			1	1005		
110059501			1	1012		
110051201	110051202		1	1012		
110051202	110051203		1	1012		
110051203	110051204		1	1005		
110051204	110051205		1	1012		
110051205	110051206,110051207		1	1005		
110051206	110051208		2			
110051207	110051208		2			
110051208	110051209		1	1012		
110051209	110051210		1	1012		
110051210	110051211		1	1005		
110051211	110051212		1	1012		
110051212	110051213		1	1012		
110051213	110051214		1	1005		
110051214	110051215		1	1012		
110051215			1	1005		
110051301	110051302,110051303		1	1012		
110051302			2			
110051303	110051304		2			
110051304	110051305		1	1012		
110051305	110051306		1	1012		
110051306	110051399		1	1012		
110051399			1	1012		
110051307	110051308		1	1012		
110051308			1	1012		
110051309			1	1012		
110051401	110051402		1	1005		
110051402	110051403		1	1005		
110051403	110051404		1	1012		
110051404			1	1012		
110051501	110051502,110051504		1	1012		
110051502	110051503		2			
110051503	110051506		1	1012		
110051504	110051505		2			
110051505	110051506		1	1012		
110051506	110051507		1	1012		
110051507	110051508		1	1012		
110051508	110051509		1	1005		
110051509	110051510		1	1012		
110051510	110051511		1	1005		
110051511	110051512		1	1012		
110051512	110051513		1	1012		
110051513	110051514,110051516		1	1012		
110051514	110051515		2			
110051515	110051518		1	1012		
110051516	110051517		2			
110051517	110051518		1	1012		
110051518			1	1012		
110051601	110051602		1	1012		
110051602			1	1012		
110051701	110051702		1	1012		
110051702			1	1012		
110051801	110051802		1	153701		
110051802	110051803		1	153701		
110051803	110051804		1	153701		
110051804	110051805		1	153701		
110051805	110051806		1	1012		
110051806	110051807		1	154101		
110051807	110051808		1	154101		
110051808	110051809		1	153701		
110051809	110051810		1	1012		
110051810	110051811		1	153701		
110051811	110051812		1	153701		
110051812	110051813		1	1012		
110051813	110051814		1	1012		
110051814	110051815		1	1012		
110051815	110051816		1	154101		
110051816	110051817		1	163101		
110051817	110051818		1	1012		
110051818	110051819		1	1012		
110051819	110051820		1	1005		
110051820	110051821		1	163001		
110051821	110051822		1	163001		
110051822	110051823		1	163001		
110051823	110051824		2			
110051824	110051825		1	163001		
110051825	110051826		1	1012		
110051826	110051827		1	163001		
110051827	110051828		1	1012		
110051828	110051829		1	1012		
110051829			1	163001		
110051830			1	1005		
110051901	110051902		1	1012		
110051902	110051903		1	1005		
110051903	110051904		1	1005		
110051904	110051905		2			
110051905	110051906		1	1012		
110051906	110051907		1	1012		
110051907	110051908		1	1012		
110051908	110051909		1	1005		
110051909	110051910		1	1012		
110051910	110051911		1	1012		
110051911	110051912,110051914		1	1012		
110051912	110051913		2			
110051913	110051916		1	1012		
110051914	110051915		2			
110051915	110051916		1	1012		
110051916			1	1012		
110070101			1	20039		
110070201			1	20040		
110070301			1	20041		
130010101	130010102		1	1005		
130010102			2			
130010301	130010302		1	1005		
130010302			2			
130010401			1	1005		
130010501			1	1005		
130010601			1	1005		
130010701			1	1005		
130010801			1	1005		
130011001			1	1005		
130020101			1	1005		
130020301			1	1005		
130020501			1	1005		
130020701			1	1005		
130020901			1	1005		
130030301			1	1005		
130030401			1	1005		
130030501			1	1005		
130040101			1	1005		
130040301			1	1005		
130040501			1	1005		
130040601			1	1005		
