台词ID	下一句台词ID	显示类型	[对话角色]类型	[对话角色]ID	$#VersionBegin	$#VersionEnd
4890112	4890113		1	1419	0.2	
4890113	4890114		1	1002	0.2	
4890114	4890115		1	1419	0.2	
4890115	4890116		1	1005	0.2	
4890116	4890117		1	1419	0.2	
4890117	4890118		1	1005	0.2	
4890118	4890119		1	1419	0.2	
4890119	4890120		1	1419	0.2	
4890120			1	1002	0.2	
4890201	4890202		1	1419	0.2	
4890202	4890203		1	1419	0.2	
4890203	4890204		1	1419	0.2	
4890204	4890205		1	1005	0.2	
4890205			1	1419	0.2	
4890301	4890302		1	1419	0.2	
4890302	4890303		1	1419	0.2	
4890303	4890304		1	1419	0.2	
4890304	4890305		1	1005	0.2	
4890305	4890306		1	1419	0.2	
4890306	4890307		1	1419	0.2	
4890307	4890308		1	1419	0.2	
4890308	4890309		1	1005	0.2	
4890309	4890310		1	1419	0.2	
4890310			1	1419	0.2	
4890401	4890402		1	1419	0.2	
4890402	4890403		1	1419	0.2	
4890403	4890404		1	1419	0.2	
4890404	4890405		1	1005	0.2	
4890405	4890406		1	1419	0.2	
4890406	4890407		1	1419	0.2	
4890407	4890408		1	1419	0.2	
4890408	4890409		1	1005	0.2	
4890409	4890410		1	1419	0.2	
4890410			1	1419	0.2	
4890501	4890502		1	1419	0.2	
4890502	4890503		1	1419	0.2	
4890503	4890504		1	1005	0.2	
4890504	4890505		1	1419	0.2	
4890505			1	1419	0.2	
4890601	4890602		1	1419	0.2	
4890602	4890603		1	1419	0.2	
4890603	4890604		1	1005	0.2	
4890604	4890605		1	1419	0.2	
4890605			1	1419	0.2	
4890701			1	1419	0.2	
4890801			1	1419	0.2	
4890901			1	1419	0.2	
4891001	4890001,4891004,4891002		1	1419	0.2	
4891002	4891003		2		0.2	
4891003			1	1419	0.2	
4891004	4015141906		1	1419		
4891101	4891102,4891105,4891103		1	1419	0.2	
4891102			1	1419	0.2	
4891103	4891104		1	1419	0.2	
4891104			1	1419	0.2	
4891105	4015141906		1	1419		
4891201	4891202,4891205,4891203		1	1419	0.2	
4891202			1	1419	0.2	
4891203	4891204		1	1419	0.2	
4891204			1	1419	0.2	
4891205	4015141906		1	1419		
4900001			1	1005	0.2	
4900002			1	1005	0.2	
4900003			1	1006	0.2	
4900004			1	1006	0.2	
4900005			1	1006	0.2	
4900006			1	1006	0.2	
4900007			1	1008	0.2	
4900008			1	1005	0.2	
4900009			1	1005	0.2	
4900010			1	1005	0.2	
4900101	4900102		1	1005	0.2	
4900102	4900103		1	1008	0.2	
4900103	4900104		2		0.2	
4900104	4900105		2		0.2	
4900105	4900106		1	1008	0.2	
4900106	4900107		1	1008	0.2	
4900107	4900108		1	1005	0.2	
4900108	4900109		1	1008	0.2	
4900109	4900110		1	1008	0.2	
4900110	4900111		1	1005	0.2	
4900111	4900112		1	1008	0.2	
4900112	4900113		1	1008	0.2	
4900113	4900114		1	1005	0.2	
4900114	4900115		1	1008	0.2	
4900115	4900116		2		0.2	
4900116	4900117		2		0.2	
4900117	4900118		1	1008	0.2	
4900118	4900119		1	1005	0.2	
4900119			1	1008	0.2	
4900301	4900302		1	1005	0.2	
4900302	4900303		1	1006	0.2	
4900303	4900304		1	1005	0.2	
4900304	4900305		1	1005	0.2	
4900305	4900306		2		0.2	
4900306	4900307		2		0.2	
4900307	4900308		1	1006	0.2	
4900308	4900309		1	1006	0.2	
4900309	4900310		1	1005	0.2	
4900310	4900311		1	1006	0.2	
4900311	4900312		1	1006	0.2	
4900312	4900313		1	1005	0.2	
4900313	4900314		1	1006	0.2	
4900314	4900315		1	1005	0.2	
4900315	4900316		1	1005	0.2	
4900316	4900317		1	1006	0.2	
4900317	4900318		1	1006	0.2	
4900318	4900319		1	1006	0.2	
4900319	4900320		2		0.2	
4900320	4900321		2		0.2	
4900321	4900322		1	1005	0.2	
4900322	4900323		1	1006	0.2	
4900323	4900324		1	1005	0.2	
4900324	4900325		1	1006	0.2	
4900326	4900327		1	10032	0.2	
4900327	4900328		1	10032	0.2	
4900328	4900329		1	1005	0.2	
4900329	4900330		1	1005	0.2	
4900330	4900331		1	1006	0.2	
4900331	4900332		1	10032	0.2	
4900333	4900334		1	1006	0.2	
4900334	4900335		1	1006	0.2	
4900335	4900336		1	1005	0.2	
4900336	4900337		2		0.2	
4900337	4900338		2		0.2	
4900338	4900339		1	1006	0.2	
4900339	4900340		1	1005	0.2	
4900340	4900341		1	1006	0.2	
4900341	4900342		1	1005	0.2	
4900342			1	1006	0.2	
4900601	4900602		1	1006	0.2	
4900602	4900603		1	1005	0.2	
4900603			1	1006	0.2	
4900701	4900702		1	1437	0.2	
4900702	4900703		1	1006	0.2	
4900703	4900704		1	1437	0.2	
4900704	4900705		2		0.2	
4900705	4900706		2		0.2	
4900706	4900707		1	1437	0.2	
4900707	4900708		1	1005	0.2	
4900708	4900709		1	1006	0.2	
4900709	4900710		1	1006	0.2	
4900710	4900711		1	1437	0.2	
4900711	4900712		1	1005	0.2	
4900712			1	1006	0.2	
4900901	4900902		1	1006	0.2	
4900902	4900903		1	1002	0.2	
4900903	4900904		1	1006	0.2	
4900904	4900905		1	1008	0.2	
4900905	4900906		1	1002	0.2	
4900906	4900907		1	1004	0.2	
4900907	4900908		1	1004	0.2	
4900908	4900909		1	1006	0.2	
4900909	4900910		1	1002	0.2	
4900910	4900911		1	1006	0.2	
4900911	4900912		1	1002	0.2	
4900912	4900913		1	1007	0.2	
4900913	4900914		1	1006	0.2	
4900914	4900915		1	1006	0.2	
4900915	4900916		1	1002	0.2	
4900916	4900917		1	1006	0.2	
4900917	4900918		1	1261	0.2	
4900918	4900919		1	1004	0.2	
4900919	4900920		1	1004	0.2	
4900920	4900921		1	1006	0.2	
4900921	4900922		1	1002	0.2	
4900922	4900923		1	1006	0.2	
4900923	4900924		1	1007	0.2	
4900924	4900925		1	1006	0.2	
4900925	4900926		1	1005	0.2	
4900926	4900927		1	1001	0.2	
4900927	4900928		1	1007	0.2	
4900928	4900929		1	1006	0.2	
4900929	4900930		1	1006	0.2	
4900930	4900931		1	1004	0.2	
4900931	4900932		2		0.2	
4900932	4900933		2		0.2	
4900933	4900934		1	1004	0.2	
4900934	4900935		1	1004	0.2	
4900935	4900936		1	1004	0.2	
4900936	4900937		2		0.2	
4900937	4900938		2		0.2	
4900938	4900939		1	1004	0.2	
4900939	4900940		1	1009	0.2	
4900940	4900941		1	1009	0.2	
4900941	4900942		1	1006	0.2	
4900942	4900943		1	1008	0.2	
4900943			1	1002	0.2	
4901001	4901002		1	1006	0.2	
4901002	4901002		2		0.2	
4901003	4901002		2		0.2	
4901004	4901002		1	1006	0.2	
4901005	4901002		1	1005	0.2	
4901006	4901002		1	1006	0.2	
4901007	4901003		2		0.2	
4901008	4901004		1	1006	0.2	
4901009	4901005		2		0.2	
4901010	4901006		1	1006	0.2	
4901011	4901007		1	1006	0.2	
4901012	4901008		1	1005	0.2	
4901013	4901009		1	1006	0.2	
4901014	4901010		1	1006	0.2	
4901015	4901011		1	1006	0.2	
4901016	4901012		2		0.2	
4901017	4901013		1	1006	0.2	
4901018	4901014		2		0.2	
4901019			1	1006	0.2	
4901201	4901202		1	1005	0.2	
4901202	4901203		1	1005	0.2	
4901203	4901204		1	1006	0.2	
4901204	4901205		1	1006	0.2	
4901205	4901206		1	1005	0.2	
4901206	4901207		1	1006	0.2	
4901207			1	1005	0.2	
4901301	4901302		1	1008	0.2	
4901302	4901303		1	1005	0.2	
4901303	4901304		1	1008	0.2	
4901304	4901305		1	1005	0.2	
4901305	4901306		1	1008	0.2	
4901306	4901307		1	1005	0.2	
4901307	4901308		1	1008	0.2	
4901308			1	1005	0.2	
4901401	4901402		1	1004	0.2	
4901402	4901403	1	2		0.2	
4901403	4901404		1	1004	0.2	
4901404	4901405		1	1004	0.2	
4901405	4901406		1	1004	0.2	
4901406	4901407	1	2		0.2	
4901407	4901408		1	1005	0.2	
4901408	4901409		1	1004	0.2	
4901409	4901410		1	1005	0.2	
4901410			1	1004	0.2	
4901501	4901502		1	1001	0.2	
4901502	4901503		1	1001	0.2	
4901503	4901504		1	1005	0.2	
4901504	4901505		1	1001	0.2	
4901505	4901506		1	1001	0.2	
4901506	4901507		1	1001	0.2	
4901507	4901508		1	1005	0.2	
4901508			1	1001	0.2	
4901601	4901602		1	1009	0.2	
4901602	4901603		1	1005	0.2	
4901603	4901604		1	1009	0.2	
4901604	4901605		1	1009	0.2	
4901605	4901606		1	1009	0.2	
4901606	4901607		1	1005	0.2	
4901607	4901608		1	1009	0.2	
4901608			1	1009	0.2	
4901701	4901702		1	1007	0.2	
4901702	4901703		1	1007	0.2	
4901703	4901704		1	1007	0.2	
4901704			1	1007	0.2	
4901801	4901802		1	1002	0.2	
4901802	4901803		1	1005	0.2	
4901803	4901804		1	1002	0.2	
4901804	4901805		1	1002	0.2	
4901805	4901806	1	2		0.2	
4901806	4901807		1	1002	0.2	
4901807	4901808		1	1002	0.2	
4901808	4901809		1	1002	0.2	
4901809			1	1005	0.2	
120000201	120000202		1	1005	0.2	
120000202			1	1005		
120000301	120000302		1	1625	0.2	
120000302	120000303		1	1005	0.2	
120000303	120000304		1	1625	0.2	
120000304	120000305		1	1005	0.2	
120000305	120000306		1	1625	0.2	
120000306	120000307,120000308		1	1625		
120000307	120000309		2			
120000308	120000309		2			
120000309	120000310		1	1005		
120000310	120000311		1	1625		
120000311	120000312		1	1005		
120000312	120000313		1	1625		
120000313	120000324		1	1625		
120000324	120000314		1	1625		
120000314	120000315		1	10045		
120000315	120000316,120000317		1	10045		
120000316	120000318		2			
120000317	120000318		2			
120000318	120000319		1	10045		
120000319	120000320,120000322		1	10045		
120000320	120000321		2			
120000321			1	10045		
120000322	120000323		2			
120000323			1	10045		
120000501	120000502		1	1624	0.2	
120000502	120000503	1	2		0.2	
120000503	120000504		1	1624		
120000504	120000505		1	1005		
120000505	120000506		1	1624		
120000506	120000507		1	1624		
120000507	120000508,120000509		1	1624		
120000508	120000510		2			
120000509	120000510		2			
120000510	120000511		1	1624		
120000511	120000512		1	1624		
120000512	120000513		1	1624		
120000513	120000514		1	10045		
120000514	120000515		1	1624		
120000515	120000516		1	1005		
120000516	120000517		1	1624		
120000517	120000518		1	1624		
120000518	120000519		1	1624		
120000519	120000520		1	10045		
120000520	120000521		1	1624		
120000521	120000522		1	10045		
120000522	120000523		1	1624		
120000523	120000524		1	2062		
120000524	120000525		1	2062		
120000525	120000526		1	2062		
120000526	120000527		1	1624		
120000527	120000528		1	1624		
120000528	120000529		1	2062		
120000529	120000530		1	1624		
120000530	120000531		1	10045		
120000531	120000532		1	2062		
120000532	120000533		1	10045		
120000533	120000534		1	2062		
120000534	120000535		1	2062		
120000535	120000536		1	2062		
120000536	120000537		1	10045		
120000537	120000538		1	2062		
120000538	120000539		1	2062		
120000539	120000540		1	1624		
120000540	120000541,120000542		1	10045		
120000541	120000543		2			
120000542	120000543		2			
120000543	120000544		1	1624		
120000544	120000545		1	10045		
120000545	120000546		1	1624		
120000546			1	1005		
120000601	120000602		1	1005	0.2	
120000602	120000603		1	10045	0.2	
120000603	120000604		1	1005		
120000604	120000605,120000606		1	10045		
120000605	120000607		2			
120000606	120000607		2			
120000607	120000608		1	1005		
120000608	120000609,120000611		1	1005		
120000609	120000610		2			
120000610	120000613		1	10045		
120000611	120000612		2			
120000612	120000613		1	10045		
120000613	120000614		1	1005		
120000614	120000615		1	10045		
120000615	120000616		1	10045		
120000616	120000617,120000618		1	10045		
120000617	120000619		2			
120000618	120000619		2			
120000619	120000620		1	10045		
120000620	120000621		1	10045		
120000621	120000622		1	2062		
120000622	120000623		1	2062		
120000623	120000624		1	2062		
120000624	120000625		1	10045		
120000625	120000626		1	2062		
120000626	120000627		1	10045		
120000627	120000628		1	2062		
120000628	120000629		1	2062		
120000629	120000630		1	10045		
120000630			1	2062		
120001001	120001002		1	2062	0.2	
120001002	120001003,120001005		1	2062		
120001003	120001004		2		0.2	
120001004	120001008		1	10045		
120001005	120001006		2			
120001006	120001007		1	10045		
120001007	120001008		1	10045		
120001008	120001009		1	1005		
120001009	120001010		1	10045		
120001010	120001011		1	10045		
120001011	120001012		1	10045		
120001012	120001013		1	10045		
120001013	120001014		1	1005		
120001014	120001015		1	10045		
120001015	120001016		1	1005		
120001016	120001017		1	10045		
120001017	120001018,120001019		1	1005		
120001018	120001020		2			
120001019	120001020		2			
120001020	120001021		1	1005		
120001021			1	1005		
120010101	120010102		1	1005		
120010102			1	1005		
120010201	120010202,120010203		1	1005		
120010202	120010204		2			
120010203	120010204		2			
120010204	120010205		1	1005		
120010205	120010206	1	2			
120010206			1	1005		
120010301	120010302,120010304		1	2073		
120010302	120010303		2			
120010303	120010306		1	2073		
120010304	120010305		2			
120010305	120010306		1	2073		
120010306	120010307		1	2073		
120010307	120010308		1	1005		
120010308	120010309		1	2073		
120010309	120010310		1	1005		
120010310	120010311		1	2073		
120010311	120010312	1	2			
120010312	120010313,120010314		1	2073		
120010313	120010315		2			
120010314	120010315		2			
120010315	120010316		1	2073		
120010316	120010317		1	2073		
120010317	120010318		1	1005		
120010318	120010319		1	1005		
120010319	120010320		1	2073		
120010320	120010321,120010323		1	1005		
120010321	120010322		2			
120010322	120010325		1	1005		
120010323	120010324		2			
120010324	120010325		1	1005		
120010325	120010326,120010327		1	1005		
120010326	120010328		2			
120010327	120010328		2			
120010328			1	1005		
120010501	120010502		1	1005		
120010502			1	1005		
120010701	120010702		1	162601		
120010702	120010703		1	10048		
120010703	120010704		1	162601		
120010704	120010705		1	162601		
120010705	120010706		1	10048		
120010706	120010707		1	10048		
120010707	120010708		1	10048		
120010708	120010709		1	162601		
120010709	120010710		1	10048		
120010710			1	162601		
120010801	120010802		1	1005		
120010802	120010803		1	1005		
120010803	120010804	1	2			
120010804	120010805		1	10045		
120010805	120010806		1	1005		
120010806	120010807		1	10045		
120010807	120010808		1	10045		
120010808	120010809		1	10045		
120010809	120010810,120010811		1	1005		
120010810	120010812		2			
120010811	120010812		2			
120010812	120010813		1	10045		
120010813	120010814		1	10045		
120010814	120010815		1	10045		
120010815	120010816		1	1005		
120010816	120010817	1	2			
120010817	120010818		1	1005		
120010818	120010819		1	1005		
120010819	120010820		1	10045		
120010820	120010821,120010822		1	10045		
120010821	120010823		2			
120010822	120010823		2			
120010823	120010824		1	10045		
120010824	120010825		1	10045		
120010825	120010826		1	1005		
120010826	120010827		1	10045		
120010827	120010828		1	10045		
120010828	120010829		1	1005		
120010829	120010830		1	10045		
120010830			1	1005		
120020201	120020202		1	1005		
120020202			1	1005		
120020301	120020302		1	1005		
120020302	120020303	1	2			
120020303	120020304,120020305		1	1627		
120020304	120020306		2			
120020305	120020306		2			
120020306	120020307		1	1627		
120020307	120020308		1	1005		
120020308	120020309		1	1627		
120020309	120020310,120020311		1	1627		
120020310	120020312		2			
120020311	120020312		2			
120020312	120020313		1	1627		
120020313	120020314		1	1627		
120020314	120020315		1	1005		
120020315	120020316		1	1627		
120020316	120020317		1	1627		
120020317	120020318		1	1005		
120020318	120020319		1	1005		
120020319	120020320		1	1627		
120020320	120020321		1	1627		
120020321	120020322		1	1627		
120020322	120020323		1	1627		
120020323	120020324		1	1627		
120020324	120020325		1	1005		
120020325	120020326		1	1005		
120020326	120020327		1	1627		
120020327	120020328		1	1627		
120020328	120020329		1	1627		
120020329	120020330		1	1627		
120020330	120020331		1	1005		
120020331	120020332		1	1627		
120020332	120020333		1	1005		
120020333	120020334	1	2			
120020334	120020335		1	1627		
120020335	120020336		1	1627		
120020336			1	1627		
120020337			1	1005		
120020338			1	1005		
120020801	120020802		1	1005		
120020802	120020803		1	1628		
120020803	120020804,120020805		1	1628		
120020804	120020806		2			
120020805	120020806		2			
120020806	120020807		1	1628		
120020807	120020808		1	1005		
120020808	120020809,120020810		1	1628		
120020809	120020811		2			
120020810	120020811		2			
120020811	120020812		1	1628		
120020812	120020813		1	1005		
120020813	120020814		1	1005		
120020814	120020815,120020816		1	1628		
120020815	120020817		2			
120020816	120020817		2			
120020817	120020818		1	1628		
120020818	120020819		1	1005		
120020819	120020820		1	1005		
120020820	120020821		1	1628		
120020821	120020822		1	1628		
120020822	120020823		1	1628		
120020823	120020824,120020826		1	1628		
120020824	120020825		2			
120020825	120020828		1	1628		
120020826	120020827		2			
120020827	120020828		1	1628		
120020828			1	1005		
120021001	120021002		1	1005		
120021002	120021008		1	1628		
120021008	120021003,120021005		1	1005		
120021003	120021004		2			
120021004	120021007		1	1005		
120021005	120021006		2			
120021006	120021007		1	1005		
120021007			1	1005		
120021101	120021102		1	10045		
120021102	120021103		1	10045		
120021103	120021104		1	1005		
120021104	120021105		1	1005		
120021105	120021106	1	2			
120021106	120021107		1	10045		
120021107	120021108		1	1005		
120021108	120021109		1	10045		
120021109	120021110		1	10045		
120021110	120021111,120021112		1	1005		
120021111	120021113		2			
120021112	120021113		2			
120021113			1	10045		
120030101	120030102		1	1624		
120030102	120030103		1	1624		
120030103	120030104		1	1005		
120030104	120030105		1	1624		
120030105	120030106	1	2			
120030106	120030107		1	1624		
120030107	120030108		1	1624		
120030108	120030109		1	1005		
120030109	120030110		1	1624		
120030110	120030111		1	1624		
120030111	120030112		1	1624		
120030112	120030113,120030114		1	1005		
120030113	120030115		2			
120030114	120030115		2			
120030115	120030116		1	1624		
120030116	120030117		1	1624		
120030117	120030118,120030119		1	1005		
120030118	120030120		2			
120030119	120030120		2			
120030120	120030121		1	1624		
120030121	120030122	1	2			
120030122	120030123		1	1005		
120030123			1	1005		
120030201	120030202		1	1005		
120030202	120030203		1	10045		
120030203	120030204		1	10045		
120030204	120030205		1	1005		
120030205	120030206,120030208		1	10045		
120030206	120030207		2			
120030207			1	10045		
120030208	120030209		2			
120030209			1	10045		
120030401	120030402		1	10045		
120030402	120030403		1	1005		
120030403	120030404		1	10045		
120030404	120030405		1	10045		
120030405	120030406		1	10045		
120030406	120030407,120030409		1	1005		
120030407	120030408		2			
120030408	120030411		1	10045		
120030409	120030410		2			
120030410	120030411		1	10045		
120030411	120030412		1	1005		
120030412	120030413		1	1005		
120030413	120030414		1	10045		
120030414	120030415		1	10045		
120030415	120030416		1	10045		
120030416	120030417		1	10045		
120030417	120030418		1	10045		
120030418	120030419		1	162601		
120030419	120030420		1	10045		
120030420	120030421		1	162601		
120030421	120030422		1	162601		
120030422	120030423		1	10045		
120030423	120030424		1	10045		
120030424	120030425		1	162601		
120030425			1	162601		
120030601	120030602		1	10048		
120030602			1	1005		
120030801	120030802		1	10048		
120030802	120030803		1	162601		
120030803	120030804		1	10048		
120030804	120030805		1	162601		
120030805	120030806		1	10048		
120030806	120030807		1	162601		
120030807	120030808		1	1627		
120030808	120030809		1	10045		
120030809	120030810,120030811		1	1005		
120030810	120030812		2			
120030811	120030812		2			
120030812	120030813		1	162601		
120030813	120030814		1	10045		
120030814	120030815		1	162601		
120030815	120030816		1	10045		
120030816	120030817		1	10045		
120030817	120030818		1	162601		
120030818	120030819		1	10045		
120030819	120030820		1	10045		
120030820	120030821		1	162601		
120030821	120030822		1	10045		
120030822	120030823		1	162601		
120030823	120030824		1	10045		
120030824	120030825		1	1005		
120030825	120030826		1	1005		
120030826	120030827,120030829		1	10045		
120030827	120030828		2			
120030828	120030831		1	10045		
120030829	120030830		2			
120030830	120030831		1	10045		
120030831	120030832		1	1005		
120030832	120030833		1	1005		
120030833	120030834		1	1005		
120030834	120030835		1	10045		
120030835	120030836,120030837		1	1005		
120030836	120030838		2			
120030837	120030838		2			
120030838	120030839		1	10045		
120030839	120030840		1	10045		
120030840	120030841	1	2			
