ID	默认阵营	类型	JSON名称	能否移动	是否有音响	是否能装备	能否交互	视距等级	服务器脚本	ItemJSON名称	$#VersionBegin	$#VersionEnd
70210034	5001	26	SceneObj_Chest_Frozen_Lv3		1		1	2	Chest_Interact		0.2	
70210041	5001	26	SceneObj_Chest_Default_Lv4		1		1	2			0.2	
70210042	5001	26	SceneObj_Chest_Locked_Lv4		1		1	2			0.2	
70210043	5001	26	SceneObj_Chest_Bramble_Lv4		1		1	2	Chest_Interact		0.2	
70210044	5001	26	SceneObj_Chest_Frozen_Lv4		1		1	2	Chest_Interact		0.2	
70210051	5001	26	SceneObj_Chest_Default_Lv5		1		1	2			0.2	
70210052	5001	26	SceneObj_Chest_Locked_Lv5		1		1	2			0.2	
70210053	5001	26	SceneObj_Chest_Bramble_Lv5		1		1	2	Chest_Interact		0.2	
70210054	5001	26	SceneObj_Chest_Frozen_Lv5		1		1	2	Chest_Interact		0.2	
70210055	5001	19	SceneObj_Gear_Other_ElementRune_Rock		1				ElementRune	Default_Item		
70210056	5001	26	SceneObj_Chest_FollowMove_Chest	1	1		1	1	Chest_Interact	Default_Item		
70210057	5001	19	SceneObj_Gear_Other_ElementRune_Water		1				ElementRune	Default_Item		
70210058	5001	19	SceneObj_Gear_Other_ElementRune_Fire		1				ElementRune	Default_Item		
70210059	5001	19	SceneObj_Gear_Other_ElementRune_Wind		1				ElementRune	Default_Item		
70210060	5001	19	SceneObj_Gear_Other_ElementRune_Electric		1				ElementRune	Default_Item		
70210061	5001	19	SceneObj_Gear_Other_ElementRune_Grass		1				ElementRune	Default_Item		
70210062	5001	19	SceneObj_Gear_Other_ElementRune_Ice		1				ElementRune	Default_Item		
70210063	5001	26	SceneObj_Chest_Rock_Lv1		1		1	2	Chest_Interact		0.2	
70210101	5001	26	SearchPoint				1			Default_Item		
70210102	5001	26	SearchPoint				1			Default_Item		
70210103	5001	19	SceneObj_CombatInteraction_ElementSmoke		1			1		Default_Item		
70210104	5001	26	SearchPoint_Invisible				1					
70210105	5001	26	SearchPoint_OnWater				1					
70210106	5001	26	SceneObj_Chest_Flora				1					
70210107	5001	26	SearchPoint_Rock				1			Default_Item		
70210108	5001	26	SearchPoint_Rock				1			Default_Item		
70211001	5001	26	SceneObj_Chest_Default_Lv2		1		1				0.2	
70211002	5001	26	SceneObj_Chest_Locked_Lv2		1		1	1			0.2	
70211011	5001	26	SceneObj_Chest_Default_Lv3		1		1				0.2	
70211012	5001	26	SceneObj_Chest_Locked_Lv3		1		1	1			0.2	
70211021	5001	26	SceneObj_Chest_Default_Lv4		1		1				0.2	
70211022	5001	26	SceneObj_Chest_Locked_Lv4		1		1	1			0.2	
70211031	5001	26	SceneObj_Chest_Default_Lv5		1		1				0.2	
70211032	5001	26	SceneObj_Chest_Locked_Lv5		1		1	1			0.2	
70211101	5001	26	SceneObj_Chest_Default_Lv2		1		1				0.2	
70211102	5001	26	SceneObj_Chest_Locked_Lv2		1		1	1			0.2	
70211103	5001	26	SceneObj_Chest_Bramble_Lv2		1		1		Chest_Interact		0.2	
70211104	5001	26	SceneObj_Chest_Frozen_Lv2		1		1		Chest_Interact		0.2	
70211111	5001	26	SceneObj_Chest_Default_Lv3		1		1				0.2	
70211112	5001	26	SceneObj_Chest_Locked_Lv3		1		1	1			0.2	
70211121	5001	26	SceneObj_Chest_Default_Lv4		1		1				0.2	
70211122	5001	26	SceneObj_Chest_Locked_Lv4		1		1	1			0.2	
70211123	5001	26	SceneObj_Chest_Default_Lv4		1		1	1			0.2	
70211131	5001	26	SceneObj_Chest_Default_Lv5		1		1				0.2	
70211132	5001	26	SceneObj_Chest_Locked_Lv5		1		1	1			0.2	
70216666	5001	26	SceneObj_Chest_DropTest				1					
70217001	5001	26	SceneObj_Chest_Calibur_Mitsurugi				1	1			0.2	
70217002	5001	26	SceneObj_Chest_Carlibur_Noire				1	1				
70220001	5001	19	SceneObj_Environment_GrassMaterial_LeaveStacks		1		1			Default_Item		
70220002	5001	19	SceneObj_Environment_GrassMaterial_LeafBlanket		1		1			Default_Item		
70220003	5001	19	SceneObj_Environment_WoodenMaterial_BrambleWall01		1		1			Default_Item		
70220004	5001	19	SceneObj_CombatInteraction_PumpkinBomb				1			Default_Item		
70220005	5001	19	SceneObj_CombatInteraction_BombBox	1						Default_Item		
70220034	5001	19	SceneObj_CombatInteraction_BombBox01	1						Default_Item		
70220006	5001	19	SceneObj_Environment_Rock_StonePillar		1					Default_Item		
70220007	5001	19	SceneObj_Environment_Rock_StoneWall		1					Default_Item		
70220008	5001	19	SceneObj_Environment_Rock_StonePile		1					Default_Item		
70220009	5001	19	SceneObj_Environment_Rock_Stone	1						Default_Item		
70220010	5001	19	SceneObj_Amber_WaterAmber		1		1			Default_Item		
70220011	5001	33	SceneObj_Amber_WindAmber		1					Default_Item		
70220012	5001	33	SceneObj_Amber_WindAmber_Inactive							Default_Item		
70220013	5001	19	SceneObj_Environment_WoodenMaterial_WoodenObject		1			4	SubfieldDrop_WoodenObject_Broken	Default_Item		
70220014	5001	19	SceneObj_Environment_WoodenMaterial_WoodenObject					4	SubfieldDrop_WoodenObject_Broken	Default_Item		
70220015	5001	19	SceneObj_Environment_GrassMaterial_GrassStacks		1		1	4		Default_Item		
70220016	5001	19	SceneObj_Environment_GrassMaterial_GrassStacks		1		1	4		Default_Item		
70220017	5001	19	SceneObj_Environment_WoodenMaterial_FirewoodStacks		1		1	4		Default_Item		
70220018	5001	19	SceneObj_Environment_Rock_StonePillar		1					Default_Item		
70220019	5001	19	SceneObj_Environment_Rock_StonePillar_Unclimbable_UnDestroyable		1					Default_Item		
70220020	5001	19	SceneObj_Environment_WoodenMaterial_BrambleWorld		1		1			Default_Item		
70220021	5001	19	SceneObj_Environment_Rock_StonePileWorld		1					Default_Item		
70220022	5001	19	Oil		1					Default_Item		
70220023	5001	19	SceneObj_Environment_GrassMaterial_LeafBlanket02									
70220024	5001	19	SceneObj_Environment_Rock_StonePileWorld		1					Default_Item		
70220025	5001	19	SceneObj_Environment_GrassMaterial_LeafBlanket		1							
70220026	5001	19	SceneObj_Environment_WoodenMaterial_WoodenObject		1			4	SubfieldDrop_WoodenObject_Broken	Default_Item		
70220027	5001	19	SceneObj_Environment_Rock_StonePileWorld01		1					Default_Item		
70220028	5001	19	SceneObj_Trap_Rake									
70220029	5001	19	SceneObj_Riddle_Torch_Hint									
70220030	5001	19	SceneObj_Riddle_Torch_Collider									
70220031	5001	19	SceneObj_Environment_FireMaterial_FireBasin		1				Fire_Source	Default_Item		
70220032	5001	25	SceneObj_Gear_Windmill01		1				SceneObj_Gear_Windmill01			
70220033	5001	25	SceneObj_Gear_Windmill02						SceneObj_Gear_Windmill01			
70220035	5001	19	SceneObj_CombatInteraction_BombBox_WithEye	1						Default_Item		
70270001	5001	19	RainyCloud							Default_Item		
70270002	5001	19	WaterAmber_Mist		1					Default_Item		
70270003	5001	23	WindAmberField		1					Default_Item		
70290001	5001	19	SceneObj_Environment_WoodenMaterial_AppleTree						tree	Default_Item		
70290002	5001	19	SceneObj_Environment_WoodenMaterial_AppleTree		1			1	tree	Default_Item		
70290003	1001	19								Default_Item		
70290004	1001	19						1		Default_Item		
70290005	1001	19										
70290006	1001	19										
70290007	1001	19										
70290008	1001	19										
70290009	1001	19										
70290010	1001	19										
70290011	1001	19										
70290012	5001	19	SceneObj_Environment_WoodenMaterial_GinSengTree		1				GinsengTree	Default_Item		
70290013	5001	19										
70290014	5001	19										
70290015	5001	19										
70290016	5001	19										
70290017	5001	19										
70290018	5001	19										
70290019	5001	19										
70290020	5001	19										
70290021	5001	19										
70300001	1001	22	SceneObj_Gather_Default_Gather							Default_Item		
70300002	1001	22	SceneObj_Gather_Default_Gather							Default_Item		
70300075	4001	19	SceneObj_Event_RoadBlock		1					Default_Item	0.2	
70300076	4001	19	SceneObj_Event_RoadBlock02		1					Default_Item	0.2	
70300077	4001	19	SceneObj_Event_QQTent		1					Default_Item	0.2	
70300078	4001	19	SceneObj_Event_QQTent02		1					Default_Item	0.2	
70300079	1001	19	SceneObj_Event_StableCart							Default_Item	0.2	
70300080	1001	3	Task_Trap							Task_Trap	0.2	
70300081	4001	19	SceneObj_Event_RoadBlock03		1					Default_Item	0.2	
70300083	4001	19	SceneObj_Event_RoadBlock05		1					Default_Item	0.2	
70300084	4001	19	SceneObj_Event_RoadBlock04							Default_Item	0.2	
70300085	4001	19	SceneObj_Event_QQPlatform							Default_Item	0.2	
70300086	4001	19	SceneObj_Event_QQPile							Default_Item	0.2	
70300087	4001	19	SceneObj_Event_QQPot		1					Default_Item	0.2	
70300088	4001	19	SceneObj_Event_QQTarget		1					Default_Item	0.2	
70300089	4001	19	SceneObj_Event_QQTotem		1					Default_Item	0.2	
70300090	4001	19	SceneObj_Event_WatchTower01							Default_Item	0.2	
70300091	4001	19	SceneObj_Event_WatchTower02		1					Default_Item	0.2	
70300092	1001	19	SceneObj_Event_HumanCart		1					Default_Item	0.2	
70300093	1001	19	SceneObj_Event_HumanCart_Broken							Default_Item	0.2	
70300094	1001	19	SceneObj_Event_HumanCart_Goods							Default_Item	0.2	
70300095	1001	19	SceneObj_Event_Spoils							Default_Item	0.2	
70300096	1001	19	SceneObj_Event_Spoils							Default_Item	0.2	
70300097	1001	19	SceneObj_Event_Spoils							Default_Item	0.2	
70300098	5001	19	SceneObj_Environment_FireMaterial_Bornfires		1				Fire_Source	Default_Item		0.1
70300099	5001	19	SceneObj_Environment_Ceremony_Fires		1				Fire_Source	Default_Item		0.1
70300100	4001	19	SceneObj_Event_QQTotem		1					Default_Item		0.1
70300101	4001	19	SceneObj_Event_WatchTower02		1					Default_Item		0.1
70300102	4001	19	SceneObj_Event_QQPlatform		1					Default_Item		0.1
70300103	1001	19	SceneObj_Event_Spoils							Default_Item		0.1
70300104	1001	19								Default_Item	0.2	
70300105	1001	19								Default_Item	0.2	
70300106	4001	19	SceneObj_Event_QQTarget		1					Default_Item		0.1
70300107	5001	19	SceneObj_Environment_Ceremony_Fires		1				Fire_Source	Default_Item	0.2	
70300108	4001	19	SceneObj_Event_QQTarget		1					Default_Item	0.2	
70300109	1001	19	SceneObj_Event_ElementTrack							Default_Item	0.2	
70300110	1001	19								Default_Item		
70300111	4001	19	SceneObj_Event_QQTotem		1					Default_Item	0.2	
70300112	5001	19	SceneObj_Event_DuckEat					1		Default_Item	0.2	
70300113	4001	19	SceneObj_Event_QQTotem		1					Default_Item	0.2	
70300114	4001	19	SceneObj_Event_Kelee_Seal		1					Default_Item	0.2	
70300115	5001	19			1					Default_Item	0.2	
70300116	5001	19	SceneObj_Event_Stain		1					Default_Item	0.2	
70300117	5001	19			1							
70300118	5001	19	SceneObj_Event_TargetPoint		1							
70310001	5001	19	SceneObj_Environment_FireMaterial_FireBasin		1			4	SetGadgetState	Default_Item		
70310002	5001	19	SceneObj_Environment_FireMaterial_Torch01		1				SetGadgetState	Default_Item		
70310003	5001	19	SceneObj_Environment_FireMaterial_FireBasin		1			1	SetGadgetState	Default_Item		
70310004	5001	19	SceneObj_Environment_FireMaterial_Bornfires		1				SetGadgetState	Default_Item		
70310005	5001	19	GearWater		1					Default_Item		
70310006	5001	19	SceneObj_Environment_FireMaterial_CookingPot		1				SetGadgetState	Default_Item		
70310007	5001	19	SceneObj_Environment_Other_AreaGuardian		1					Default_Item		
70310008	5001	19								Default_Item		
70310009	5001	19	SceneObj_Environment_FireMaterial_CookingPot		1				SetGadgetState	Default_Item		
70310010	5001	19	SceneObj_Environment_FireMaterial_CookingPot_NoLight		1				SetGadgetState	Default_Item		
70310011	5001	19	SceneObj_Environment_FireMaterial_ImmortalFire		1				ImmortalFire	Default_Item		
70310012	5001	19	SceneObj_Gear_TorchPuzzle_Base		1				ImmortalFire	Default_Item		
70310013	5001	19	SceneObj_Environment_Rock_FlyFloor		1					Default_Item	0.2	
70320001	5001	25	SceneObj_Gear_Combat_Spray_Fire_Rotating		1				gear_keep_spray	Default_Item		
70320002	5001	25	SceneObj_Gear_Combat_Spray_Fire		1				gear_keep_spray	Default_Item		
70320003	5001	25			1				gear_keep_spray	Default_Item		
70330001	5001	25	SceneObj_Gear_ElemForce_Base						ElemForce_Base			
70330002	5001	19	SceneObj_Gear_ElemForce_Water					2	ElementForce			
70330003	5001	19	SceneObj_Gear_ElemForce_Fire					2	ElementForce			
70330004	5001	19	SceneObj_Gear_ElemForce_Fire_Hit					2	ElementForce			
70330010	1001	3	SceneObj_Gear_ElemForce_Bullet	1						Default_Item		
70330011	4001	19	SceneObj_Gear_ElementField_ElectricController		1					Default_Item		0.1
70330012	4001	19	SceneObj_Gear_ElementField_FireController		1					Default_Item		0.1
70330013	4001	19	SceneObj_Gear_ElementField_IceController		1					Default_Item		0.1
70330014	4001	19	SceneObj_Gear_ElementField_WaterController		1					Default_Item		0.1
70330015	4001	19	ElementField_Water_HealRain		1					Default_Item		0.1
70330016	1001	3	SceneObj_Gear_ElementField_Bullet	1				2		Default_Item		0.1
70330017	5001	19	SceneObj_Gear_ElemForce_Rock					2				
70330018	1001	3	SceneObj_Gear_RockForce_Bullet	1						Default_Item		
70330019	5001	30	SceneObj_Gear_ElemForce_Base_Rock				1		SetGadgetState			
70330020	5001	3	SceneObj_Gear_ElemForce_Rock_AbsorbBullet	1								0.1
70340011	5001	41	SceneObj_Gear_Operator_DungeonRewardPoint_Thunder		1			2		Default_Item		
70340012	5001	41	SceneObj_Gear_Operator_DungeonRewardPoint_Fire		1			2		Default_Item		
70340013	5001	41	SceneObj_Gear_Operator_DungeonRewardPoint_Ice		1			2		Default_Item		
70340014	5001	41	SceneObj_Gear_Operator_DungeonRewardPoint_Water		1			2		Default_Item		
70350001	5001	25	SceneObj_Gear_Gate_DungeonGate01		1					Default_Item		
70350002	5001	25	SceneObj_Gear_Gate_DungeonGate02		1			1		Default_Item		
70350003	5001	25	SceneObj_Gear_Gate_DungeonGate03		1			1		Default_Item		
70350004	5001	25	SceneObj_Gear_Gate_IronFence		1					Default_Item		
70350005	5001	25	SceneObj_Gear_Gate_PfDungeon_Door02		1			1		Default_Item		
70350006	5001	25	SceneObj_Gear_Gate_IronFence		1					Default_Item		
70350007	5001	25	SceneObj_Gear_Gate_HiliSleepingGroup02		1					Default_Item		
70350008	1001	40										
70350009	5001	25	SceneObj_Gear_Gate_DungeonGate04		1			1		Default_Item		
70350010	5001	25	SceneObj_Gear_Other_MonsterCreater		1					Default_Item		0.1
70350011	5001	25	SceneObj_Gear_Other_DungeonLightLamp		1					Default_Item		0.1
70350012	5001	25	SceneObj_Gear_Other_IceWindEff		1					Default_Item		0.1
70350013	5001	25	SceneObj_Gear_Gate_DungeonGate04		1			1		Default_Item		
70350014	5001	25	SceneObj_Gear_Gate_DungeonGate04		1			1		Default_Item		
70350015	5001	19	SceneObj_Gear_Other_DungeonFog		1					Default_Item		0.2
70350016	5001	30	SceneObj_Gear_Operator_Normal_FollowMove_Operator	1	1		1			Default_Item		0.2
70350017	5001	19	SceneObj_Environment_Collision_IceWall		1					Default_Item		0.2
70350018	5001	19	SceneObj_Environment_Collision_IceWall02		1					Default_Item		0.2
70350019	4001	19	SceneObj_Gear_Combat_Xiangling_IceGear_Controller		1					Default_Item		0.2
70350020	4001	19	SceneObj_Environment_Rock_StonePileDungeon		1					Default_Item		0.2
70350021	4001	3	SceneObj_Gear_Combat_DropIce_Bullet	1								0.2
70350022	5001	19	SceneObj_Environment_Collision_IcePile		1					Default_Item		0.2
70350023	1001	30	SceneObj_Gear_Operator_Mamolu		1		1		SetGadgetState	Default_Item	0.2	
70350024	5001	19	SceneObj_Gear_Other_DungeonRock_Controller		1					Default_Item		0.2
70350025	5001	25	SceneObj_Gear_Gate_DungeonGate04		1			1		Default_Item		0.2
70350026	5001	19	SceneObj_Gear_Other_XianglingDungeon_Controller		1			3		Default_Item		0.2
70350027	4001	19	SceneObj_Gear_Combat_EnergyTmp						SubfieldDrop_DropIce			0.2
70350028	4001	19	SceneObj_Gear_Combat_MonseterPowerUp		1					Default_Item		0.2
70350029	4001	19			1					Default_Item		0.2
70350030	4001	19	SceneObj_Environment_Rock_StoneStackDungeon		1					Default_Item		0.2
70350031	4001	19	SceneObj_Gear_Combat_MonseterPowerUp_Thorns		1					Default_Item	0.2	
70350032	4001	19	SceneObj_Gear_Combat_MonseterPowerUp_RandomThunder		1					Default_Item	0.2	
70350033	4001	19	SceneObj_Gear_Combat_MonseterPowerUp_EnergyLeakage		1					Default_Item	0.2	
70350034	4001	19	SceneObj_Gear_Combat_MonseterPowerUp_CoolDown_Increase		1					Default_Item	0.2	
70350035	1001	30	SceneObj_Gear_Operator_Mamolu_Entity		1					Default_Item		0.2
70350036	1001	30	SceneObj_Gear_Operator_Mamolu_Entity		1					Default_Item		0.2
70350037	5001	25	SceneObj_Gear_Gate_IronFence		1			1		Default_Item		
70350038	5001	19	SceneObj_Gear_Other_Dvalin_Controller		1			3	SetGadgetState	Default_Item		0.2
70360001	5001	30	SceneObj_Gear_Operator_Invisible_Operator				1	4		Default_Item		
70360002	5001	30	SceneObj_Gear_Operator_Normal_Operator		1		1			Default_Item		
70360003	5001	30	SceneObj_Quest_Clue01				1	2		Default_Item		
70360004	5001	30	SceneObj_Gear_Operator_Monster_LupiBoreas				1	4		Default_Item		
70360005	5001	25	SceneObj_Gear_Other_Test_Gravity_Board_Small						TestGravity		0.2	
70360006	5001	25	SceneObj_Gear_Other_Test_Gravity_Board_Middle						TestGravity		0.2	
70360007	5001	25	SceneObj_Gear_Other_Test_Gravity_Board_Great						TestGravity		0.2	
70360008	5001	30	SceneObj_Gear_Other_Balloon_Tree		1		1		BalloonTree	Default_Item	0.2	
70360009	5001	3	SceneObj_Gear_Other_Balloon_Bullet	1								0.2
70360010	5001	30	SceneObj_Gear_Operator_ElementDungeon_Operator		1		1	2		Default_Item	0.2	
70360011	5001	19	SceneObj_Gear_Other_Balloon_Destination1		1				SetGadgetState	Default_Item	0.2	
70360012	5001	19	SceneObj_Gear_Other_Balloon_Destination2		1				SetGadgetState	Default_Item	0.2	
70360013	5001	19	SceneObj_Gear_Other_Balloon_Destination3		1				SetGadgetState	Default_Item	0.2	
70360014	5001	32	SceneObj_Gear_Platform_BalloonTree_MovingTarget	1					Gear_MovingTarget		0.2	
70360015	5001	30	SceneObj_Gear_Other_Mole_Hole		1		1		SetGadgetState	Default_Item	0.2	
70360016	5001	25	SceneObj_Gear_Combat_Electric_Pile02				1	3		Default_Item	0.2	
70360017	5001	25	SceneObj_Gear_Combat_Electric_Pile02				1	3		Default_Item	0.2	
70360018	5001	25	SceneObj_Gear_Combat_Electric_Pile02				1	3		Default_Item	0.2	
70360019	1001	25	SceneObj_Gear_Other_Electric_Switch				1	3	SetGadgetState		0.2	
70360020	5001	25	SceneObj_Gear_Combat_Power_Charge				1	3	SetGadgetState	Default_Item	0.2	
70360021	4001	32	SceneObj_Gear_Combat_Shooter_Laser_Moveable	1	1						0.2	
70360022	4001	25	SceneObj_Gear_Combat_Shooter_Laser_Stable_HitPlayer								0.2	
70360023	1001	25	SceneObj_Gear_Other_LaserSwitch						LaserSwitch		0.2	
70360024	5001	19	SceneObj_Gear_Other_LimitRing		1				LimitRing	Default_Item	0.2	
70360025	5001	19	SceneObj_Gear_Other_LimitDestination		1					Default_Item	0.2	
70360026	5001	3	SceneObj_Gear_Other_Mole_Bullet	1							0.2	
70360027	5001	19	SceneObj_Gear_Other_Mole_Destination		1				SetGadgetState	Default_Item	0.2	
70360028	5001	30	SceneObj_Gear_Other_RuinsTreasure		1		1			Default_Item	0.2	
70360029	5001	19	SceneObj_Gear_Other_Floor		1					Default_Item	0.2	
70360030	5001	19	SceneObj_Gear_Other_Floor		1					Default_Item	0.2	
70360031	5001	19	SceneObj_Gear_Other_Floor		1					Default_Item	0.2	
70360032	5001	25	SceneObj_Gear_Operator_WaterController		1			1	WaterController			0.2
70360033	5001	25	SceneObj_Gear_Operator_GrassController		1			1	GrassController			0.2
70360034	5001	25	SceneObj_Gear_Operator_RockController		1			1	RockController			0.2
70360035	5001	25	SceneObj_Gear_Operator_FireController		1			1	FireController			0.2
70360036	5001	25	SceneObj_Gear_Operator_ElecController		1			1	ElecController			0.2
70360037	5001	25	SceneObj_Gear_Operator_IceController		1			1	IceController			0.2
70360038	5001	25	SceneObj_Gear_Operator_WindController	1	1			1	WindController			0.2
70360039	5001	3	SceneObj_Gear_Other_Mole_OriginBullet							Default_Item	0.2	
70360040	5001	19	SceneObj_Gear_Other_NPC_Hint		1				LimitRing	Default_Item	0.2	
70360041	5001	19	SceneObj_Gear_Gate_Temple01		1			1	SetGadgetState	Default_Item	0.2	
70360042	5001	19	SceneObj_Gear_Gate_Temple02_Electric		1					Default_Item	0.2	
70360043	5001	19	SceneObj_Gear_Gate_Temple02_Rock		1					Default_Item	0.2	
70360044	5001	19	SceneObj_Gear_Gate_Temple02_Wind		1					Default_Item	0.2	
70360045	5001	19	SceneObj_Amber_GoldenAmber		1				SetGadgetState	Default_Item	0.2	
70360046	5001	19	SceneObj_Gear_Other_Spring		1					Default_Item	0.2	
70360047	5001	26	SceneObj_Chest_Hero_Treasure		1		1		SetGadgetState		0.2	
70360048	5001	30	SceneObj_Gear_Other_Compass		1		1		SetGadgetState	Default_Item	0.2	
70360049	5001	19			1					Default_Item	0.2	
70360050	5001	19	SceneObj_Gear_Other_Compass_FarHint		1			3		Default_Item	0.2	
70360051	5001	19	SceneObj_Gear_Other_Compass_FarLine01		1			3		Default_Item	0.2	
70360052	5001	19	SceneObj_Gear_Other_Compass_FarLine02		1			3		Default_Item	0.2	
70360053	5001	19	SceneObj_Gear_Other_Compass_FarLine03		1			3		Default_Item	0.2	
70710002	0	32	SceneObj_Gear_Platform_NormalPlatform	1				1				0.1
70710003	0	32	SceneObj_Gear_Platform_NormalPlatform	1				1				0.2
70710006	5001	30	SceneObj_Gear_Other_Lamp_Post		1		1		SetGadgetState	Default_Item	0.2	
70710007	1001	19	ElfTrack							Default_Item	0.2	
70710010	0	32	SceneObj_Gear_Platform_Seelie	1	1			1			0.2	
70380001	0	32	SceneObj_Gear_Platform_NormalPlatform	1	1							
70380002	5001	32	SceneObj_Gear_Platform_MovingTarget	1					Gear_MovingTarget			
70380003	0	32	SceneObj_Gear_Platform_NormalPlatform	1	1							
70380004	3001	32	SceneObj_Item_Moving_Gardencart	1	1							
70380005	5001	32	SceneObj_Gear_Platform_NormalPlatform	1	1			1				
70380006	5001	32	SceneObj_Item_Moving_Trap	1								
70380007	5001	32	SceneObj_Gear_Platform_NormalPlatform	1	1			1				
70380008	5001	41	SceneObj_Gear_Operator_DungeonRewardPoint		1				Fire_Source	Default_Item	0.2	
70380009	0	32	SceneObj_Gear_Platform_NormalPlatform	1	1							
70380010	5001	32	SceneObj_Gear_Platform_NormalPlatform	1	1			1				
70380011	5001	32	SceneObj_Gear_Platform_NormalPlatform	1	1			1				
70380012	5001	32	SceneObj_Gear_Platform_NormalPlatform	1	1			1				
70380013	5001	32	SceneObj_Gear_Platform_NormalPlatform	1	1			3				
70380014	0	32	SceneObj_Gear_Platform_NormalPlatform	1	1							
70400001	5001	19	SceneObj_World_HintEffect_LY					2				
70400002	5001	19						2				
70500000	1001	21								Default_Item		
70500001	1001	21						2		Default_Item		
70510001	5001	22	SceneObj_Gather_KapokFlower				1		Gather_KapokFlower	Default_Item		
70510002	5001	22	SceneObj_Gather_FireFlower01		1				Gather_FireFlower01	Default_Item		
70510003	5001	22	SceneObj_Gather_ElectricRock01		1		1		Gather_ElectricRock01	Default_Item		
70510004	5001	22	SceneObj_Gather_Fuchsia01				1			Default_Item		
70510005	5001	22	SceneObj_Gather_ElectricRock02		1				SubfieldDrop_ElectricRock_Destroy	Default_Item		
70510006	5001	22	SceneObj_Gather_FireFlower02		1				ElementFlora	Default_Item		
70510007	5001	22	SceneObj_Gather_IceFlower02		1				ElementFlora	Default_Item		
70510008	5001	22	SceneObj_Gather_WaterFlower01		1					Default_Item		
70510009	5001	22	SceneObj_Gather_Dandelion		1				ElementFlora	Default_Item		
70510010	5001	3	SceneObj_Gather_Dandelion_Flora	1	1					Default_Item		
70510011	5001	22	SceneObj_Gather_SlimeFlower		1		1			Default_Item		
70510012	5001	22	SceneObj_Gather_ElementRock		1				ElementRock	Default_Item	0.2	
70510013	5001	30	SceneObj_Gather_ImitationMonster		1		1		ElementRock	Default_Item	0.2	
