台词ID	下一句台词ID	显示类型	[对话角色]类型	[对话角色]ID	$#VersionBegin	$#VersionEnd
221030103	221030104		1	2208		
221030104	221030105		1	2208		
221030105	221030106		1	2208		
221030106	221030107,221030108		1	2208		
221030107	221030109		2			
221030108	221030110		2			
221030109	221030113		1	2208		
221030110	221030111		1	2208		
221030111	221030112		1	2208		
221030112	221030113		1	2208		
221030113			1	2208		
221030201	221030202		1	2208		
221030202	221030203	1	2			
221030203	221030204		1	2208		
221030204			1	2208		
221030301	221030302		1	2208		
221030302	221030303	1	2			
221030303	221030304		1	2208		
221030304	221030305		1	2208		
221030305	221030306		1	2208		
221030306	221030307		1	2208		
221030307			1	2208		
221040101	221040102		1	2208		
221040102	221040103	1	2			
221040103	221040104		1	2208		
221040104	221040105		1	2208		
221040105	221040106		1	2208		
221040106	221040107,221040108		1	2208		
221040107	221040109		2			
221040108	221040110		2			
221040109	221040113		1	2208		
221040110	221040111		1	2208		
221040111	221040112		1	2208		
221040112	221040113		1	2208		
221040113			1	2208		
221040201	221040202		1	2208		
221040202	221040203	1	2			
221040203			1	2208		
221040301	221040302		1	2208		
221040302	221040303	1	2			
221040303	221040304		1	2208		
221040304			1	2208		
221050101	221050102		1	2208		
221050102	221050103	1	2			
221050103	221050104		1	2208		
221050104	221050105		1	2208		
221050105	221050106		1	2208		
221050106	221050107		1	2208		
221050107	221050108,221050109		1	2208		
221050108	221050110		2			
221050109	221050111		2			
221050110			1	2208		
221050111	221050112		1	2208		
221050112			1	2208		
221050201	221050202		1	2208		
221050202	221050203	1	2			
221050203			1	2208		
221050301	221050302		1	2208		
221050302	221050303	1	2			
221050303	221050304		1	2208		
221050304			1	2208		
221060101	221060102		1	2017		
221060102	221060103		1	2017		
221060103	221060104	1	2			
221060104	221060105		1	2017		
221060105	221060106		1	2017		
221060106	221060107		1	2017		
221060107	221060108		1	2017		
221060108	221060109,221060110		1	2017		
221060109	221060111		2			
221060110	221060112		2			
221060111	221060114		1	2017		
221060112	221060113		1	2017		
221060113	221060114		1	2017		
221060114	221060115		1	2017		
221060115	221060116		1	2017		
221060116	221060117		1	2017		
221060117	221060118		1	2017		
221060118			1	2017		
221060201	221060202		1	207401		
221060202	221060203		1	207401		
221060203	221060204	1	2			
221060204	221060205		1	207401		
221060205	221060206		1	207401		
221060206	221060207		1	207401		
221060207	221060208		1	207401		
221060208			1	207401		
221060301	221060302		1	207401		
221060302	221060303		1	207401		
221060303	221060304	1	2			
221060304	221060305		1	207401		
221060305	221060306		1	207401		
221060306	221060307		1	207401		
221060307			1	207401		
221060401	221060402		1	207401		
221060402	221060403		1	207401		
221060403	221060404	1	2			
221060404	221060405		1	207401		
221060405	221060406		1	207401		
221060406	221060407		1	207401		
221060407	221060408		1	207401		
221060408			1	207401		
221060501	221060502		1	203001		
221060502	221060503		1	203001		
221060503	221060504	1	2			
221060504	221060505		1	203001		
221060505	221060506		1	203001		
221060506	221060507		1	203001		
221060507	221060508		1	203001		
221060508	221060509		1	203001		
221060509	221060510		1	203001		
221060510			1	203001		
221060601	221060602		1	203001		
221060602	221060603		1	203001		
221060603	221060604	1	2			
221060604	221060605		1	203001		
221060605	221060606		1	203001		
221060606	221060607		1	203001		
221060607			1	203001		
221060701	221060702		1	203001		
221060702	221060703		1	203001		
221060703	221060704	1	2			
221060704	221060705		1	203001		
221060705	221060706		1	203001		
221060706	221060707		1	203001		
221060707			1	203001		
221060801	221060802		1	203101		
221060802	221060803		1	203101		
221060803	221060804	1	2			
221060804	221060805		1	203101		
221060805	221060806		1	203101		
221060806	221060807		1	203101		
221060807			1	203101		
221060901	221060902		1	203101		
221060902	221060903		1	203101		
221060903	221060904	1	2			
221060904	221060905		1	203101		
221060905	221060906		1	203101		
221060906	221060907		1	203101		
221060907	221060908		1	203101		
221060908	221060909		1	203101		
221060909			1	203101		
221061001	221061002		1	203101		
221061002	221061003		1	203101		
221061003	221061004	1	2			
221061004	221061005		1	203101		
221061005	221061006		1	203101		
221061006	221061007		1	203101		
221061007	221061008		1	203101		
221061008	221061009		1	203101		
221061009			1	203101		
221061101	221061102		1	2017		
221061102	221061103	1	2			
221061103			1	2017		
221061201	221061202	1	2			
221061202	221061203		1	2017		
221061203	221061204		1	2017		
221061204			1	2017		
221061301	221061302	1	2			
221061302	221061303		1	2017		
221061303	221061304		1	2017		
221061304			1	2017		
221061401	221061402	1	2			
221061402	221061403		1	2017		
221061403	221061404		1	2017		
221061404			1	2017		
221061501	221061502	1	2			
221061502	221061503		1	2017		
221061503	221061504		1	2017		
221061504			1	2017		
221061601	221061602	1	2			
221061602	221061603		1	2017		
221061603	221061604		1	2017		
221061604			1	2017		
221061701	221061702	1	2			
221061702	221061703		1	2017		
221061703	221061704		1	2017		
221061704			1	2017		
221061801	221061802	1	2			
221061802	221061803		1	2017		
221061803	221061804		1	2017		
221061804			1	2017		
221061901	221061902	1	2			
221061902	221061903		1	2017		
221061903	221061904		1	2017		
221061904			1	2017		
221062001	221062002	1	2			
221062002	221062003		1	2017		
221062003	221062004		1	2017		
221062004			1	2017		
221062101	221062102	1	2			
221062102	221062103		1	2017		
221062103	221062104		1	2017		
221062104			1	2017		
221062201	221062202	1	2			
221062202	221062203		1	2017		
221062203	221062204		1	2017		
221062204			1	2017		
221062301	221062302	1	2			
221062302	221062303		1	2017		
221062303	221062304		1	2017		
221062304			1	2017		
221062401	221062402	1	2			
221062402	221062403		1	2017		
221062403	221062404		1	2017		
221062404			1	2017		
221062501	221062502	1	2			
221062502	221062503		1	2017		
221062503	221062504		1	2017		
221062504			1	2017		
221062601	221062602	1	2			
221062602	221062603		1	2017		
221062603	221062604		1	2017		
221062604			1	2017		
221062701	221062702	1	2			
221062702	221062703		1	2017		
221062703	221062704		1	2017		
221062704			1	2017		
221062801	221062802	1	2			
221062802	221062803		1	2017		
221062803	221062804		1	2017		
221062804			1	2017		
221062901	221062902	1	2			
221062902	221062903		1	2017		
221062903	221062904		1	2017		
221062904			1	2017		
221063001	221063002	1	2			
221063002	221063003		1	2017		
221063003	221063004		1	2017		
221063004			1	2017		
221063101	221063102	1	2			
221063102	221063103		1	2017		
221063103	221063104		1	2017		
221063104	221063105		1	2017		
221063105			1	2017		
221063201	221063202	1	2			
221063202	221063203		1	2017		
221063203	221063204		1	2017		
221063204			1	2017		
221063301	221063302	1	2			
221063302	221063303		1	2017		
221063303	221063304		1	2017		
221063304			1	2017		
221063401	221063402	1	2			
221063402	221063403		1	2017		
221063403	221063404		1	2017		
221063404	221063405		1	2017		
221063405	221063406		1	1005		
221063406			1	1005		
221063501			1	207401		
221063601			1	203001		
221063701			1	203101		
221070101	221070102		1	200101		
221070102	221070103	1	2			
221070103	221070104		1	200101		
221070104	221070105		1	200101		
221070105	221070106		1	200101		
221070106	221070107		1	200101		
221070107	221070108		1	200101		
221070108	221070109,221070110		1	200101		
221070109	221070111		2			
221070110	221070112		2			
221070111			1	200101		
221070112	221070113		1	200101		
221070113	221070114		1	200101		
221070114			1	200101		
221070901			1	200101		
221071001	221071002	1	2			
221071002	221071003		1	200101		
221071003	221071004		1	200101		
221071004	221071005		1	200101		
221071005	221071006		1	200101		
221071006			1	200101		
221071101	221071102	1	2			
221071102	221071103		1	200101		
221071103	221071104		1	200101		
221071104	221071105		1	200101		
221071105	221071106		1	200101		
221071106			1	200101		
221071201	221071202	1	2			
221071202	221071203		1	1005		
221071203	221071204		1	200101		
221071204	221071205		1	200101		
221071205	221071206		1	200101		
221071206	221071207		1	200101		
221071207	221071208		1	200101		
221071208	221071209		1	200101		
221071209			1	200101		
221071301	221071302	1	2			
221071302	221071303		1	200101		
221071303	221071304		1	200101		
221071304	221071305		1	200101		
221071305	221071306		1	200101		
221071306	221071307		1	200101		
221071307			1	200101		
221071401	221071402	1	2			
221071402	221071403		1	200101		
221071403	221071404		1	1005		
221071404	221071405		1	200101		
221071405	221071406		1	200101		
221071406	221071407		1	200101		
221071407	221071408		1	200101		
221071408			1	200101		
221071501	221071502		1	200101		
221071502	221071503	1	2			
221071503			1	200101		
221072001			1	209201		
221071601	221071602	1	2			
221071602	221071603		1	200101		
221071603	221071604		1	200101		
221071604	221071605		1	200101		
221071605	221071606		1	200101		
221071606	221071607		1	200101		
221071607	221071608		1	200101		
221071608	221071609		1	200101		
221071609	221071610	1	2			
221071610	221071611		1	200101		
221071611	221071612		1	200101		
221071612	221071613		1	200101		
221071613			1	200101		
221071701	221071702	1	2			
221071702	221071703		1	1005		
221071703	221071704		1	200101		
221071704	221071705		1	200101		
221071705	221071706		1	200101		
221071706	221071707		1	200101		
221071707	221071708		1	200101		
221071708	221071709		1	200101		
221071709	221071710	1	2			
221071710	221071711		1	200101		
221071711	221071712		1	200101		
221071712	221071713		1	200101		
221071713	221071714		1	200101		
221071714			1	200101		
221071801	221071802	1	2			
221071802	221071803		1	200101		
221071803	221071804		1	200101		
221071804	221071805		1	200101		
221071805	221071806		1	200101		
221071806	221071807		1	200101		
221071807	221071808	1	2			
221071808	221071809		1	200101		
221071809	221071810		1	200101		
221071810	221071811		1	200101		
221071811	221071812		1	200101		
221071812			1	200101		
221071901	221071902	1	2			
221071902	221071903		1	200101		
221071903	221071904		1	1005		
221071904	221071905		1	200101		
221071905	221071906		1	200101		
221071906	221071907		1	200101		
221071907	221071908	1	2			
221071908	221071909		1	200101		
221071909	221071910		1	200101		
221071910	221071911		1	200101		
221071911	221071912		1	200101		
221071912			1	200101		
221072101			1	200101		
221080101	221080102		1	2016		
221080102	221080103	1	2			
221080103	221080104		1	2016		
221080104	221080105		1	2016		
221080105	221080106		1	2016		
221080106	221080107,221080108		1	2016		
221080107	221080109		2			
221080108	221080110		2			
221080109	221080111		1	2016		
221080110	221080111		1	2016		
221080111	221080112		1	2016		
221080112	221080113		1	2016		
221080113	221080114		1	2016		
221080114	221080115		1	2016		
221080115			1	2016		
221080201	221080202		1	2016		
221080202	221080203	1	2			
221080203	221080204		1	2016		
221080204			1	2016		
221080301	221080302		1	2016		
221080302	221080303	1	2			
221080303	221080304		1	2016		
221080304	221080305		1	2016		
221080305	221080306		1	2016		
221080306	221080307		1	2016		
221080307			1	2016		
221090101	221090102		1	2016		
221090102	221090103	1	2			
221090103	221090104		1	2016		
221090104	221090105		1	2016		
221090105	221090106		1	2016		
221090106	221090107		1	2016		
221090107	221090108		1	2016		
221090108	221090109,221090110		1	2016		
221090109	221090111		2			
221090110	221090113		2			
221090111	221090112		1	2016		
221090112	221090115		1	2016		
221090113	221090114		1	2016		
221090114	221090115		1	2016		
221090115			1	2016		
221090201	221090202		1	2016		
221090202	221090203	1	2			
221090203	221090204		1	2016		
221090204			1	2016		
221090301	221090302		1	2016		
221090302	221090303	1	2			
221090303	221090304		1	2016		
221090304	221090305		1	2016		
221090305	221090306		1	2016		
221090306	221090307	1	2			
221090307	221090308		1	2016		
221090308	221090309		1	2016		
221090309	221090310		1	2016		
221090310	221090311		1	2016		
221090311			1	2016		
221100101	221100102		1	2016		
221100102	221100103	1	2			
221100103	221100104		1	2016		
221100104	221100105		1	2016		
221100105	221100106		1	2016		
221100106	221100107,221100108		1	2016		
221100107	221100109		2			
221100108	221100110		2			
221100109	221100113		1	2016		
221100110	221100111		1	2016		
221100111	221100112		1	2016		
221100112	221100113		1	2016		
221100113	221100114		1	2016		
221100114	221100115		1	2016		
221100115	221100116		1	2016		
221100116			1	2016		
221100201	221100202		1	2016		
221100202	221100203	1	2			
221100203			1	2016		
221100301	221100302		1	2016		
221100302	221100303	1	2			
221100303	221100304		1	2016		
221100304	221100305		1	2016		
221100305	221100306		1	2016		
221100306	221100307,221100308		1	2016		
221100307	221100309	1	2			
221100308	221100312	1	2			
221100309	221100310		1	2016		
221100310	221100311		1	2016		
221100311	221100316		1	2016		
221100312	221100313		1	2016		
221100313	221100314		1	2016		
221100314	221100315		1	2016		
221100315	221100316		1	2016		
221100316	221100317		1	2016		
221100317			1	2016		
221110101	221110102	1	1	1512		
221110102	221110103		1	1512		
221110103	221110104,221110107		1	1512		
221110104	221110105	1	2			
221110105	221110106		1	1512		
221110106	221110110		1	1512		
221110107	221110108	1	2			
221110108	221110109		1	1512		
221110109	221110110		1	1512		
221110110	221110111,221110113		1	1512		
221110111	221110112	1	2			
221110112	221110115		1	1512		
221110113	221110114	1	2			
221110114	221110115		1	1512		
221110115	221110116		1	1512		
221110116	221110117		1	1512		
221110117	221110118		1	1512		
221110118			1	1512		
221110201	221110202	1	1	2078		
221110202	221110203		1	2078		
221110203	221110204	1	2			
221110204	221110205		1	2078		
221110205	221110206		1	2078		
221110206	221110207		1	2078		
221110207	221110208,221110210		1	2078		
221110208	221110209	1	2			
221110209	221110214		1	2078		
221110210	221110211	1	2			
221110211	221110212		1	2078		
221110212	221110213		1	2078		
221110213	221110214		1	2078		
221110214	221110215		1	2078		
221110215	221110216		1	2078		
221110216			1	2078		
221120101	221120102		1	220201		
221120102	221120103	1	2			
221120103	221120104		1	220201		
221120104	221120105		1	220201		
221120105	221120106		1	220201		
221120106	221120107		1	220201		
221120107	221120108		1	220201		
221120108	221120109		1	220201		
221120109	221120110,221120113		1	220201		
221120110	221120111	1	2			
221120111	221120112		1	220201		
221120112			1	220201		
221120113	221120114	1	2			
221120114	221120115		1	220201		
221120115	221120116		1	220201		
221120116			1	220201		
221120201	221120202		1	220201		
221120202	221120203	1	2			
221120203	221120204		1	220201		
221120204			1	220201		
221120301	221120302		1	220201		
221120302	221120303	1	2			
221120303	221120304		1	220201		
221120304			1	220201		
221120501	221120502		1	220201		
221120502	221120503	1	2			
221120503	221120504		1	220201		
221120504	221120505		1	220201		
221120505	221120506		1	220201		
221120506			1	220201		
221130101	221130102		1	220201		
221130102	221130103	1	2			
221130103	221130104		1	220201		
221130104	221130105		1	220201		
221130105	221130106		1	220201		
221130106	221130107		1	220201		
221130107	221130108,221130110		1	220201		
221130108	221130109		2			
221130109			1	220201		
221130110	221130111		2			
221130111	221130112		1	220201		
221130112	221130113		1	220201		
221130113	221130114		1	220201		
221130114	221130115		1	220201		
221130115	221130116		1	220201		
221130116	221130117		1	220201		
221130117			1	220201		
221130201	221130202		1	220201		
221130202	221130203	1	2			
221130203			1	220201		
221130301	221130302		1	220201		
221130302	221130303	1	2			
221130303	221130304		1	220201		
221130304			1	220201		
221130501	221130502		1	220201		
221130502	221130503		1	220201		
221130503	221130504		1	220201		
221130504			1	220201		
