台词ID	下一句台词ID	显示类型	[对话角色]类型	[对话角色]ID	$#VersionBegin	$#VersionEnd
615270216	615270217		1	1527		
615270217	615270218		1	1527		
615270218	615270219		1	1527		
615270219			1	1527		
615270301	615270302		2			
615270302			1	1527		
615290101			1	1529		
615290201	615290202		2			
615290202	615290203		1	1529		
615290203	615290204		1	1529		
615290204	615290205,615290209		1	1529		
615290205	615290206		2			
615290206	615290207		1	1529		
615290207	615290208		1	1529		
615290208			1	1529		
615290209	615290210		2			
615290210	615290211		1	1529		
615290211	615290212		1	1529		
615290212			1	1529		
615290301	615290302		1	1529		
615290302	615290303		1	1529		
615290303			1	1529		
615310101			1	1531		
615310201	615310202		2			
615310202	615310203		1	1531		
615310203	615310204		1	1531		
615310204			1	1531		
615310301	615310302		2			
615310302	615310303		1	1531		
615310303	615310304		1	1531		
615310304	615310305	1	2			
615310305	615310306		1	1531		
615310306	615310307		1	1531		
615310307			1	1531		
615310401	615310402		2			
615310402			1	1531		
615350101			1	1535		
615350201	615350202		2			
615350202	615350203		1	1535		
615350203	615350204		1	1535		
615350204	615350205		1	1535		
615350205			1	1535		
615350301	615350302		2			
615350302	615350303		1	1535		
615350303	615350304		1	1535		
615350304	615350305		1	1535		
615350305			1	1535		
615350401	615350402		2			
615350402			1	1535		
615390101			1	1539		
615390201	615390202		2			
615390202	615390203		1	1539		
615390203			1	1539		
615390301	615390302		2			
615390302	615390303		1	1539		
615390303	615390304,615390307		1	1539		
615390304	615390305		2			
615390305	615390306		1	1539		
615390306			1	1539		
615390307	615390308		2			
615390308	615390309		1	1539		
615390309	615390310		1	1539		
615390310			1	1539		
615390401	615390402		2			
615390402			1	1539		
615410101			1	1541		
615410201	615410202		2			
615410202			1	1541		
615410301	615410302		2			
615410302	615410303		1	1541		
615410303	615410304		1	1541		
615410304	615410305		1	1541		
615410305			1	1541		
615410401	615410402		2			
615410402			1	1541		
615430101			1	1543		
615430201	615430202		2			
615430202	615430203		1	1543		
615430203			1	1543		
615430301	615430302		2			
615430302	615430303		1	1543		
615430303	615430304		1	1543		
615430304	615430305		1	1543		
615430305	615430306	1	2			
615430306			1	1543		
615430401	615430402		2			
615430402			1	1543		
615430501			1	1543		
615430601	615430602		2			
615430602	615430603		1	1543		
615430603			1	1543		
615430701	615430702		2			
615430702	615430703		1	1543		
615430703	615430704		1	1543		
615430704			1	1543		
615430801	615430802		2			
615430802	615430803		1	1543		
615430803			1	1543		
615450101			1	1545		
615450201	615450202		2			
615450202	615450203		1	1545		
615450203	615450204	1	2			
615450204			1	1545		
615450301	615450302		2			
615450302			1	1545		
615470101			1	1547		
615470201	615470202		2			
615470202	615470203		1	1547		
615470203	615470204,615470208		1	1547		
615470204	615470205		2			
615470205	615470206		1	1547		
615470206	615470207		1	1547		
615470207			1	1547		
615470208	615470209		2			
615470209	615470210		1	1547		
615470210	615470211		1	1547		
615470211			1	1547		
615470301	615470302		2			
615470302			1	1547		
615530101	615530102		1	1553		
615530102			1	1553		
615530201	615530202		2			
615530202	615530203		1	1553		
615530203	615530204		1	1553		
615530204	615530205,615530217		1	1553		
615530205	615530206		2			
615530206	615530207		1	1553		
615530207	615530208		1	1553		
615530208	615530209		1	1553		
615530209	615530210		1	1553		
615530210	615530211	1	2			
615530211	615530212		1	1553		
615530212	615530213		1	1553		
615530213	615530214		1	1553		
615530214	615530215		1	1553		
615530215	615530216		1	1553		
615530216			1	1553		
615530217	615530218		2			
615530218	615530219		1	1553		
615530219	615530220		1	1553		
615530220			1	1553		
615530301	615530302		2			
615530302			1	1553		
615550101			1	1555		
615550201	615550202		2			
615550202	615550203		1	1555		
615550203	615550204		1	1555		
615550204	615550205		1	1555		
615550205	615550206	1	2			
615550206	615550207		1	1555		
615550207	615550208,615550210		1	1555		
615550208	615550209		2			
615550209			1	1555		
615550210	615550211		2			
615550211	615550212		1	1555		
615550212	615550213		1	1555		
615550213	615550214		1	1555		
615550214	615550215		1	1555		
615550215			1	1555		
615550301	615550302		2			
615550302	615550303		1	1555		
615550303	615550304		1	1555		
615550304			1	1555		
615550401	615550402		2			
615550402			1	1555		
615610101			1	1561		
615610201	615610202		2			
615610202	615610203		1	1561		
615610203	615610204		1	1561		
615610204			1	1561		
615610301	615610302		2			
615610302	615610303		1	1561		
615610303	615610304		1	1561		
615610304			1	1561		
615610401	615610402		2			
615610402			1	1561		
615670101			1	1567		
615670201	615670202		2			
615670202	615670203		1	1567		
615670203	615670204		1	1567		
615670204			1	1567		
615670301	615670302		2			
615670302	615670303		1	1567		
615670303			1	1567		
615670401	615670402		2			
615670402			1	1567		
615690101			1	1569		
615690201	615690202		2			
615690202	615690203		1	1569		
615690203	615690204		1	1569		
615690204	615690205		1	1569		
615690205	615690206		1	1569		
615690206			1	1569		
615690301	615690302		2			
615690302			1	1569		
615490101			1	1549		
615490201			1	1549		
615490301	615490302		2			
615490302	615490303		1	1549		
615490303	615490304,615490309		1	1549		
615490304	615490305		2			
615490305	615490306		1	1549		
615490306	615490307		1	1549		
615490307	615490308		1	1549		
615490308			1	1549		
615490309	615490310		2			
615490310	615490311		1	1549		
615490311	615490312		1	1549		
615490312			1	1549		
615490401	615490402		2			
615490402			1	1549		
615490403			1	1549		
615330101			1	1533		
615330201			1	1533		
615330301	615330302		2			
615330302	615330303		1	1533		
615330303	615330304		1	1533		
615330304	615330305		1	1533		
615330305	615330306		1	1533		
615330306			1	1533		
615330401	615330402		2			
615330402	615330403		1	1533		
615330403	615330404		1	1533		
615330404	615330405		1	1533		
615330405			1	1533		
615330501	615330502		2			
615330502	615330503		1	1533		
615330503	615330504		1	1533		
615330504	615330505		1	1533		
615330505	615330506		1	1533		
615330506			1	1533		
615330601	615330602		2			
615330602			1	1533		
615370101			1	1537		
615370201	615370202		2			
615370202	615370203		1	1537		
615370203	615370204		1	1537		
615370204			1	1537		
615370301	615370302		2			
615370302	615370303		1	1537		
615370303	615370304		1	1537		
615370304	615370305		1	1537		
615370305			1	1537		
615370401	615370402		2			
615370402			1	1537		
615370501	615370502		1	1537		
615370502			1	1537		
615370601	615370602		2			
615370602	615370603		1	1537		
615370603	615370604		1	1537		
615370604			1	1537		
615370701	615370702		2			
615370702	615370703		1	1537		
615370703	615370704		1	1537		
615370704	615370801		1	1537		
615370801	615370802	1	2			
615370802			1	1537		
615370901	615370902		2			
615370902			1	1537		
615630101			1	1563		
615630201	615630202		2			
615630202	615630203		1	1563		
615630203	615630204,615630206,615630232		1	1563		
615630204	615630205		2			
615630205	615630218,615630224,615630228		1	1563		
615630206	615630207		2			
615630207	615630208		1	1563		
615630208	615630209		1	1563		
615630209			1	1563		
615630218	615630219		2			
615630219	615630220		1	1563		
615630220	615630221		1	1563		
615630221	615630222		1	1563		
615630222	615630223		1	1563		
615630223			1	1563		
615630224	615630225		2			
615630225	615630226		1	1563		
615630226	615630227		1	1563		
615630227			1	1563		
615630228	615630229		2			
615630229	615630230		1	1563		
615630230	615630231		1	1563		
615630231			1	1563		
615630232	615630233		2			
615630233	615630234		1	1563		
615630234			1	1563		
615630301	615630302		2			
615630302	615630303		1	1563		
615630303	615630204,615630206,615630304		1	1563		
615630304	615630305		2			
615630305	615630306		1	1563		
615630306	615630307		1	1563		
615630307	615630308		1	1563		
615630308			1	1563		
615630401	615630402	1	2			
615630402			1	1563		
615590101	615590102		1	1559		
615590102			1	1559		
615590201			1	1559		
615590301	615590302		2			
615590302	615590303		1	1559		
615590303			1	1559		
615590401	615590402		2			
615590402	615590403		1	1559		
615590403	615590404		1	1559		
615590404			1	1559		
615590501	615590502	1	2			
615590502			1	1559		
615570101			1	1557		
615570201	615570202		2			
615570202	615570203		1	1557		
615570203	615570204		1	1557		
615570204	615570205	1	2			
615570205	615570206		1	1557		
615570206	615570207		1	1557		
615570207	615570208		1	1557		
615570208	615570209		1	1557		
615570209	615570210		1	1557		
615570210			1	1557		
615570301	615570302		2			
615570302			1	1557		
615510101			1	1551		
615510201	615510202		2			
615510202	615510203		1	1551		
615510203	615510204		1	1551		
615510204			1	1551		
615510301	615510302		2			
615510302	615510303		1	1551		
615510303	615510304		1	1551		
615510304	615510305		1	1551		
615510305	615510306	1	2			
615510306	615510307		1	1551		
615510307	615510308		1	1551		
615510308	615510309		1	1551		
615510309			1	1551		
615510401	615510402		2			
615510402			1	1551		
615650101			1	1565		
615650201	615650202		2			
615650202	615650203		1	1565		
615650203	615650204		1	1565		
615650204	615650205	1	2			
615650205	615650206		1	1565		
615650206	615650207		1	1565		
615650207	615650208		1	1565		
615650208	615650209	1	2			
615650209			1	1565		
615650301	615650302		2			
615650302	615650303		1	1565		
615650303			1	1565		
615650401	615650402		2			
615650402	615650403		1	1565		
615650403			1	1565		
615890101			1	1589		
615890201	615890202		2			
615890202	615890203		1	1589		
615890203	615890204		1	1589		
615890204	615890205,615890209		1	1589		
615890205	615890206		2			
615890206	615890207		1	1589		
615890207	615890208		1	1589		
615890208			1	1589		
615890209	615890210		2			
615890210	615890211		1	1589		
615890211	615890212		1	1589		
615890212			1	1589		
615890301	615890302		2			
615890302			1	1589		
615910101			1	1591		
615910201	615910202		2			
615910202	615910203		1	1591		
615910203	615910204		1	1591		
615910204	615910205,615910210		1	1591		
615910205	615910206		2			
615910206	615910207		1	1591		
615910207	615910208		1	1591		
615910208	615910209		1	1591		
615910209			1	1591		
615910210	615910211		2			
615910211	615910212		1	1591		
615910212	615910213		1	1591		
615910213			1	1591		
615910301	615910302		2			
615910302			1	1591		
615920101			1	1592		
615920201	615920202		2			
615920202	615920203		1	1592		
615920203	615920204		1	1592		
615920204	615920205,615920208		1	1592		
615920205	615920206		2			
615920206	615920207		1	1592		
615920207			1	1592		
615920208	615920209		2			
615920209	615920210		1	1592		
615920210	615920211		1	1592		
615920211	615920212		1	1592		
615920212	615920213	1	2			
615920213	615920214		1	1592		
615920214	615920215		1	1592		
615920215	615920216		1	1592		
615920216			1	1592		
615920301	615920302		2			
615920302			1	1592		
615950101	615950102		1	1596		
615950102	615950103		1	1595		
615950103	615950104		1	1596		
615950104	615950105		1	1595		
615950105	615950106		1	1596		
615950106	615950107		1	1596		
615950107	615950108		1	1595		
615950108	615950109		1	1596		
615950109	615950110		1	1596		
615950110	615950111		1	1595		
615950111	615950112		1	1596		
615950112	615950113		1	1596		
615950113			1	1596		
615960101	615960102		1	1596		
615960102	615960103		1	1595		
615960103	615960104		1	1595		
615960104	615960105		1	1595		
615960105	615960106		1	1596		
615960106	615960107		1	1595		
615960107	615960108		1	1595		
615960108	615960109		1	1596		
615960109			1	1595		
615810101			1	1581		
615810201	615810202		2			
615810202	615810203		1	1581		
615810203			1	1581		
615810301	615810302		2			
615810302	615810303		1	1581		
615810303	615810304		1	1581		
615810304	615810305		1	1581		
615810305	615810306,615810310		1	1581		
615810306	615810307		2			
615810307	615810308		1	1581		
615810308	615810309		1	1581		
615810309			1	1581		
615810310	615810311		2			
615810311	615810312		1	1581		
615810312	615810313		1	1581		
615810313	615810314		1	1581		
615810314			1	1581		
615810401	615810402		2			
615810402	615810403		1	1581		
615810403			1	1581		
615830101	615830102		1	1583		
615830102			1	1583		
615830201	615830202		2			
615830202	615830203		1	1583		
615830203			1	1583		
615830301	615830302		2			
615830302	615830303		1	1583		
615830303	615830304		1	1583		
615830304			1	1583		
615830401	615830402		2			
615830402			1	1583		
615850101	615850102		1	1585		
615850102			1	1585		
615850201	615850202		2			
615850202	615850203		1	1585		
615850203	615850204		1	1585		
615850204			1	1585		
615850301	615850302		2			
615850302	615850303		1	1585		
615850303	615850304		1	1585		
615850304	615850305		1	1585		
615850305	615850306		1	1585		
615850306	615850307		1	1585		
615850307	615850308		1	1585		
615850308	615850309		1	1585		
615850309	615850310	1	2			
615850310	615850311		1	1585		
615850311	615850312		1	1585		
615850312	615850313		1	1585		
615850313	615850314		1	1585		
615850314			1	1585		
615850401	615850402		2			
615850402			1	1585		
615870101			1	1587		
615870201	615870202		2			
615870202	615870203		1	1587		
615870203	615870204		1	1587		
615870204	615870205		1	1587		
615870205	615870206,615870211		1	1587		
615870206	615870207		2			
615870207	615870208		1	1587		
615870208	615870209		1	1587		
615870209	615870210		1	1587		
615870210			1	1587		
615870211	615870212		2			
615870212	615870213		1	1587		
615870213	615870214		1	1587		
615870214	615870215		1	1587		
615870215			1	1587		
615870301	615870302		2			
615870302	615870303		1	1587		
615870303	615870304		1	1587		
615870304	615870305		1	1587		
615870305	615870306	1	2			
615870306	615870307		1	1587		
615870307	615870308		1	1587		
615870308			1	1587		
615870401	615870402		2			
615870402			1	1587		
615870501	615870502		2			
615870502			1	1587		
614710101			1	1471		
614710201	614710202		2			
614710202	614710203		1	1471		
614710203	614710204		1	1471		
614710204			1	1471		
614710301	614710302		2			
614710302	614710303		1	1471		
614710303	614710304		1	1471		
614710304			1	1471		
614710401	614710402		2			
614710402	614710403		1	1471		
614710403			1	1471		
614730101	614730102		1	1473		
614730102			1	1473		
614730201	614730202		2			
614730202	614730203		1	1473		
614730203			1	1473		
614730301	614730302		2			
614730302	614730303		1	1473		
614730303	614730304		1	1473		
614730304	614730305		1	1473		
614730305	614730306		1	1473		
614730306	614730307	1	2			
614730307	614730308		1	1473		
614730308	614730309		1	1473		
614730309	614730310		1	1473		
614730310	614730311		1	1473		
614730311	614730312		1	1473		
614730312			1	1473		
614730401	614730402		2			
614730402	614730403		1	1473		
614730403			1	1473		
614610101			1	1461		
614610201	614610202		2			
614610202	614610203		1	1461		
614610203	614610204		1	1461		
614610204	614610205		1	1461		
614610205	614610206		1	1461		
614610206	614610207	1	2			
614610207	614610208		1	1461		
614610208	614610209		1	1461		
614610209	614610210		1	1461		
614610210	614610211		1	1461		
614610211			1	1461		
614610301	614610302		2			
614610302			1	1461		
614630101			1	1463		
614630201	614630202		2			
614630202	614630203		1	1463		
614630203	614630204		1	1463		
614630204			1	1463		
614630301	614630302		2			
614630302	614630303		1	1463		
614630303	614630304		1	1463		
614630304			1	1463		
614630401	614630402		2			
614630402			1	1463		
615120101			1	1512		
615120201	615120202		2			
615120202	615120203		1	1512		
615120203	615120204		1	1512		
615120204	615120205		1	1512		
615120205	615120206	1	2			
615120206	615120207		1	1512		
615120207	615120208		1	1512		
615120208			1	1512		
615120301	615120302		2			
615120302			1	1512		
614450101			1	1445		
614450201	614450202		2			
614450202	614450203		1	1445		
614450203			1	1445		
614450301	614450302		2			
614450302	614450303		1	1445		
614450303			1	1445		
614450401			1	1445		
614450501			1	1445		
614450601			1	1445		
614470101			1	1447		
614470201	614470202		2			
614470202	614470203		1	1447		
614470203			1	1447		
614470301	614470302		2			
614470302	614470303		1	1447		
614470303			1	1447		
614470401			1	1447		
614470501			1	1447		
614470601			1	1447		
614490101			1	1449		
614490201	614490202		2			
614490202	614490203		1	1449		
614490203	614490204		1	1449		
614490204			1	1449		
614490301	614490302		2			
614490302	614490303		1	1449		
614490401			1	1449		
614490501			1	1449		
614490601			1	1449		
614570101			1	1457		
614570201	614570202		2			
614570202	614570203		1	1457		
614570203	614570204		1	1457		
614570204			1	1457		
614570301	614570302		2			
614570302			1	1457		
614570401			1	1457		
614570501			1	1457		
614570601			1	1457		
614590101			1	1459		
614590201	614590202		2			
614590202			1	1459		
614590301	614590302		2			
614590302			1	1459		
614590401			1	1459		
614590501			1	1459		
614590601			1	1459		
615970101			1	1597		
615970201	615970202		2			
615970202			1	1597		
615970301	615970302		2			
615970302	615970303		1	1597		
615970303	615970304		1	1597		
615970304	615970305		1	1597		
615970305			1	1597		
615970401	615970402		2			
615970402			1	1597		
615980101			1	1598		
615980201	615980202		2			
615980202	615980203		1	1598		
615980203	615980204		1	1598		
615980204	615980205		1	1598		
615980205			1	1598		
615980301	615980302		2			
615980302	615980303		1	1598		
615980303	615980304		1	1598		
615980304			1	1598		
615980401	615980402		2			
615980402			1	1598		
615990101	615990102		1	1599		
615990102	615990103		1	1600		
615990103	615990104		1	1599		
615990104	615990105		1	1600		
615990105	615990106		1	1600		
615990106	615990107		1	1599		
615990107			1	1600		
616010101			1	1601		
616010201	616010202		2			
616010202	616010203		1	1601		
616010203	616010204		1	1601		
616010204			1	1601		
616010301	616010302		2			
616010302	616010303		1	1601		
616010303	616010304		1	1601		
616010304	616010305		1	1601		
616010305	616010306		1	1601		
616010306			1	1601		
616010401	616010402		2			
616010402			1	1601		
616020101	616020102		1	1602		
616020102			1	1602		
616020201	616020202		2			
616020202	616020203		1	1602		
616020203	616020204		1	1602		
616020204	616020205		1	1602		
616020205	616020206		1	1602		
616020206	616020207		1	1602		
616020207			1	1602		
616020301	616020302		2			
616020302	616020303		1	1602		
616020303	616020304		1	1602		
616020304	616020305		1	1602		
616020305	616020306		1	1602		
616020306	616020307		1	1602		
616020307			1	1602		
616020401	616020402		2			
616020402	616020403		1	1602		
616020403			1	1602		
4015140101	4015140102		1	1403		
4015140102	4015140103		1	1401		
4015140103	4015140104		1	1403		
4015140104	4015140105		1	1403		
4015140105	4015140106		1	1401		
4015140106	4015140107		1	1403		
4015140107	4015140108		1	1403		
4015140108	4015140109		1	1401		
4015140109	4015140110		1	1401		
4015140110			1	1403		
4015140199			1	1401		
4015140301	4015140302		1	1403		
4015140302	4015140303		1	1401		
4015140303	4015140304		1	1403		
4015140304	4015140305		1	1403		
4015140305	4015140306		1	1401		
4015140306	4015140307		1	1403		
4015140307	4015140308		1	1403		
4015140308	4015140309		1	1401		
4015140309	4015140310		1	1401		
4015140310			1	1403		
4015140399			1	1403		
4015140401	4015140402		1	1404		
4015140402	4015140403,4015140404,4015140406		1	1404		
4015140403	4015140407		2			
4015140404	4015140412		2			
4015140405	4015140417	1	2			
4015140406	4015140419		1	1404		
4015140407	4015140408		1	1404		
4015140408	4015140409		1	1404		
4015140409	4015140410		1	1404		
4015140410	4015140411		1	1404		
4015140411	4015140405		1	1404		
4015140412	4015140413		1	1404		
4015140413	4015140414		1	1404		
4015140414	4015140415		1	1404		
4015140415	4015140416		1	1404		
4015140416			1	1404		
4015140417	4015140418		1	1404		
4015140418			1	1404		
4015140419			1	1404		
4015140499			1	1404		
4015140501			1	1405		
4015140502	4015140506		1	1405		
4015140503	4015140510		1	1405		
4015140504	4015140513		1	1405		
4015140505	4015140517		1	1405		
4015140506	4015140507		1	1405		
4015140507	4015140508		1	1405		
4015140508	4015140509		1	1405		
4015140509	4015140503,4015140504		1	1405		
4015140510	4015140511		1	1405		
4015140511	4015140512		1	1405		
4015140512			1	1405		
4015140513	4015140514		1	1405		
4015140514	4015140515		1	1405		
4015140515	4015140516		1	1405		
4015140516			1	1405		
4015140517	4015140518		1	1405		
4015140518			1	1405		
4015140599			1	1405		
4015140801	4015140802		1	1408		
4015140802	4015140803,4015140805		1	1408		
4015140803	4015140806		1	1408		
4015140804	4015140811	1	2			
4015140805	4015140816		1	1408		
4015140806	4015140807		1	1408		
4015140807	4015140808		1	1408		
4015140808	4015140809		1	1408		
4015140809	4015140810		1	1408		
4015140810	4015140804		1	1408		
4015140811	4015140812		1	1408		
4015140812	4015140813		1	1408		
4015140813	4015140814		1	1408		
4015140814	4015140815		1	1408		
4015140815			1	1408		
4015140816			1	1408		
4015140899			1	1408		
4015140901			1	1409		
4015140902			1	1409		
4015140903			1	1409		
4015140904			1	1409		
4015140905	4015140906		1	1409		
4015140906	4015140907		1	1409		
4015140907	4015140908		1	1409		
4015140908			1	1409		
4015140909	4015140910		1	1409		
4015140910	4015140911		1	1409		
4015140911	4015140912		1	1409		
4015140912			1	1409		
4015140913			1	1409		
4015140999			1	1409		
614090101			1	1409		
614090201	614090202		2			
614090202	614090203		1	1409		
614090203	614090204		1	1409		
614090204			1	1409		
4015141001	4015141002,4015141004		1	1410		
4015141002	4015141005		2			
4015141003	4015141009	1	2			
4015141004	4015141013		2			
4015141005	4015141006		1	1410		
4015141006	4015141007		1	1410		
4015141007	4015141008		1	1410		
4015141008	4015141003		1	1410		
4015141009	4015141010		1	1410		
4015141010	4015141011		1	1410		
4015141011	4015141012		1	1410		
4015141012			1	1410		
4015141013			1	1410		
4015141099			1	1410		
4015141101			1	1411		
4015141102	4015141105		2			
4015141103	4015141108	1	2			
4015141104	4015141117		2			
4015141105	4015141106		1	1411		
4015141106	4015141107		1	1411		
4015141107	4015141103		1	1411		
4015141108	4015141109		1	1411		
4015141109	4015141110		1	1411		
4015141110	4015141111		1	1411		
4015141111	4015141112		1	1411		
4015141112	4015141113		1	1411		
4015141113	4015141114		1	1411		
4015141114	4015141115		1	1411		
4015141115	4015141116		1	1411		
4015141116			1	1411		
4015141117			1	1411		
4015141199			1	1411		
4015141201			1	1412		
4015141202	4015141205		2			
4015141204	4015141215		2			
4015141205	4015141206		1	1412		
4015141206	4015141207		1	1412		
4015141207			1	1412		
4015141215			1	1412		
4015141301			1	1413		
4015141302	4015141305		1	1413		
4015141303	4015141310		1	1413		
4015141304	4015141316		1	1413		
4015141305	4015141306		1	1413		
4015141306	4015141307		1	1413		
4015141307	4015141308		1	1413		
4015141308	4015141309		1	1413		
4015141309			1	1413		
4015141310	4015141311		1	1413		
4015141311	4015141312		1	1413		
4015141312	4015141313		1	1413		
4015141313	4015141314		1	1413		
4015141314	4015141315		1	1413		
4015141315			1	1413		
4015141316			1	1413		
4015141399			1	1413		
4015141401	4015141402,4015141403,4015141404		1	1414		
4015141402	4015141405		1	1414		
4015141403	4015141408		1	1414		
4015141404	4015141411		1	1414		
4015141405	4015141406		1	1414		
4015141406	4015141407		1	1414		
4015141407	4015141402,4015141403,4015141404		1	1414		
4015141408	4015141409		1	1414		
4015141409	4015141410		1	1414		
4015141410	4015141402,4015141403,4015141404		1	1414		
4015141411			1	1414		
4015141499			1	1414		
4015146701	4015146702,4015146705		1	1467		
4015146702	4015146706	1	2			
4015146703	4015146711	1	2			
4015146704	4015146716	1	2			
4015146705	4015146722		1	1467		
4015146706	4015146707		1	1467		
4015146707	4015146708		1	1467		
4015146708	4015146709		1	1467		
4015146709	4015146710		1	1467		
4015146710	4015146703,4015146704		1	1467		
4015146711	4015146712		1	1467		
4015146712	4015146713		1	1467		
4015146713	4015146714		1	1467		
4015146714	4015146715		1	1467		
4015146715			1	1467		
4015146716	4015146717		1	1467		
4015146717	4015146718		1	1467		
4015146718	4015146719		1	1467		
4015146719	4015146720		1	1467		
4015146720	4015146721		1	1467		
4015146721			1	1467		
4015146722			1	1467		
4015146799			1	1467		
4015141701			1	1417		
4015141702	4015141706		1	1417		
4015141714	4015141715	1	2			
4015141715	4015141703,4015141704		1	1417		
4015141703	4015141707	1	2			
4015141704	4015141710	1	2			
4015141705	4015141713	1	2			
4015141706			1	1417		
4015141707	4015141708		1	1417		
4015141708	4015141709		1	1417		
4015141709			1	1417		
4015141710	4015141711		1	1417		
4015141711	4015141712		1	1417		
4015141712			1	1417		
4015141713			1	1417		
4015141751	4015141702,4015141703,4015141704,4015141705		1	1417		
4015141799			1	1417		
614170101	614170102		2			
614170102			1	1417		
614170401	614170402		2			
614170402			1	1417		
614170201			1	1417		
614170301	614170302		2			
614170302	614170303		1	1417		
614170303	614170304		1	1417		
614170304			1	1417		
4015141901			1	1419		
4015141902	4015141906		1	1419		
4015141916	4015141917		2			
4015141917	4015141903,4015141904		1	1419		
4015141903	4015141907		2			
4015141904	4015141911		2			
4015141905	4015141915		2			
4015141906			1	1419		
4015141907	4015141908		1	1419		
4015141908	4015141909		1	1419		
4015141909	4015141910		1	1419		
4015141910			1	1419		
4015141911	4015141912		1	1419		
4015141912	4015141913		1	1419		
4015141913	4015141914		1	1419		
4015141914			1	1419		
4015141915			1	1419		
4015141951	4015141902,4015141903,4015141904,4015141905		1	1419		
4015141999			1	1419		
4015142101	4015142102		1	1421		
4015142102	4015142103,4015142106		1	1421		
4015142103	4015142107		2			
4015142104	4015142109		2			
4015142105	4015142112		2			
4015142106	4015142116		1	1421		
4015142107	4015142108		1	1421		
4015142108	4015142104,4015142105		1	1421		
4015142109	4015142110		1	1421		
4015142110	4015142111		1	1421		
4015142111			1	1421		
4015142112	4015142113		1	1421		
4015142113	4015142114		1	1421		
4015142114	4015142115		1	1421		
4015142115			1	1421		
4015142116			1	1421		
4015142199			1	1421		
4015142301	4015142313,4015142305		1	1423		
4015142302	4015142306		2			
4015142313	4015142314		2			
4015142314	4015142303,4015142304		1	1423		
4015142303	4015142307		2			
4015142304	4015142309		2			
4015142305	4015142312		2			
4015142306			1	1423		
4015142307	4015142308		1	1423		
4015142308			1	1423		
4015142309	4015142310		1	1423		
4015142310	4015142311		1	1423		
4015142311			1	1423		
4015142312			1	1423		
4015142351			1	1423		
4015142399			1	1423		
614230101	614230102		2			
614230102			1	1423		
614230201	614230202		2			
614230202			1	1423		
614230301	614230302		2			
614230302			1	1423		
614230401			1	1423		
614230402			1	1423		
