台词ID	下一句台词ID	显示类型	[对话角色]类型	[对话角色]ID	$#VersionBegin	$#VersionEnd
223010403	223010404		1	201001		
223010404	223010407		1	201001		
223010405	223010406		2			
223010406	223010407		1	201001		
223010407			1	201001		
223010501	223010502,223010505		1	201001		
223010502	223010503		2			
223010503	223010504		1	201001		
223010504	223010507		1	201001		
223010505	223010506		2			
223010506	223010507		1	201001		
223010507			1	201001		
223010601	223010602,223010605		1	201001		
223010602	223010603		2			
223010603	223010604		1	201001		
223010604	223010607		1	201001		
223010605	223010606		2			
223010606	223010607		1	201001		
223010607			1	201001		
223011101	223011102		1	201101		
223011102	223011103	1	2			
223011103	223011104		1	201101		
223011104	223011105		1	201101		
223011105	223011106		1	201101		
223011106	223011107		1	201101		
223011107	223011108		1	201101		
223011108			1	201101		
223011201	223011202		1	201101		
223011202	223011203		1	201101		
223011203	223011204		1	201101		
223011204	223011205		1	201101		
223011205	223011206		1	201101		
223011206	223011207		1	201101		
223011207	223011208		1	201101		
223011208	223011209		1	201101		
223011209			1	201101		
223011301	223011302		1	201101		
223011302	223011303		1	201101		
223011303	223011304		1	201101		
223011304	223011305		1	201101		
223011305	223011306		1	201101		
223011306	223011307		1	201101		
223011307	223011308		1	201101		
223011308	223011309		1	201101		
223011309			1	201101		
223011401	223011402		1	162601		
223011402	223011403	1	2			
223011403	223011404		1	162601		
223011404	223011405		1	162601		
223011405	223011406		1	162601		
223011406	223011407		1	162601		
223011407	223011408		1	162601		
223011408			1	162601		
223011501	223011502		1	162601		
223011502	223011503		1	162601		
223011503	223011504		1	162601		
223011504	223011505		1	162601		
223011505	223011506		1	162601		
223011506	223011507		1	162601		
223011507			1	162601		
223011601	223011602		1	162601		
223011602	223011603		1	162601		
223011603	223011604		1	162601		
223011604	223011605		1	162601		
223011605	223011606		1	162601		
223011606	223011607		1	162601		
223011607			1	162601		
223011701	223011702		1	2026		
223011702	223011703	1	2			
223011703	223011704		1	2026		
223011704	223011705		1	2026		
223011705	223011706		1	2026		
223011706	223011707		1	2026		
223011707	223011708		1	2026		
223011708	223011709		1	2026		
223011709			1	2026		
223011801	223011802		1	2026		
223011802	223011803		1	2026		
223011803	223011804		1	2026		
223011804	223011805		1	2026		
223011805			1	2026		
223011901	223011902		1	2026		
223011902	223011903		1	2026		
223011903	223011904		1	2026		
223011904	223011905		1	2026		
223011905			1	2026		
223012001			1	201101		
223012101			1	162601		
223012201			1	2026		
223015101	223015102		1	201001		
223015102	223015103		1	201001		
223015103	223015104		1	201001		
223015104			1	201001		
223015201	223015202		1	201001		
223015202	223015203		1	201001		
223015203	223015204		1	201001		
223015204	223015205		1	201001		
223015205	223015206		1	201001		
223015206			1	201001		
223015301			1	201001		
223015401	223015402		1	201001		
223015402	223015403		1	201001		
223015403	223015404		1	201001		
223015404	223015405		1	201001		
223015405			1	201001		
223015501			1	201001		
223015601			1	201001		
223019901			1	202601		
223019902			1	162601		
223019903			1	201101		
223019904			1	202601		
223019905			1	162601		
223019906			1	201101		
223020101	223020102		1	1624		
223020102	223020103	1	2			
223020103	223020104		1	1624		
223020104	223020105		1	1624		
223020105	223020106		1	1624		
223020106	223020107		1	1624		
223020107	223020108		1	1624		
223020108	223020109,223020111		1	1624		
223020109	223020110		2			
223020110			1	1624		
223020111	223020112		2			
223020112	223020113		1	1624		
223020113			1	1624		
223020401	223020402		1	1624		
223020402	223020403		1	1624		
223020403			1	1624		
223020201	223020202		1	1005		
223020202	223020203		1	1005		
223020203	223020204		1	1005		
223020204			1	1005		
223020501	223020502		2			
223020502	223020503		1	1005		
223020503	223020504		1	1005		
223020504	223020505		1	1005		
223020505			1	1005		
223020601	223020602		2			
223020602			1	1005		
223020301	223020302		1	1627		
223020302	223020303	1	2			
223020303	223020304		1	1627		
223020304	223020305		1	1627		
223020305	223020306		1	1627		
223020306	223020307		1	1627		
223020307	223020308		1	1627		
223020308	223020309		1	1627		
223020309	223020310		1	1627		
223020310	223020311		1	1627		
223020311			1	1627		
223030101	223030102		1	2040		
223030102	223030103	1	2			
223030103	223030104		1	2040		
223030104	223030105		1	2040		
223030105	223030106		1	2040		
223030106	223030107		1	2040		
223030107	223030108		1	2040		
223030108	223030109		1	2040		
223030109	223030110		1	2040		
223030110	223030111		1	2040		
223030111	223030112,223030114		1	2040		
223030112	223030113		2			
223030113			1	2040		
223030114	223030115		2			
223030115	223030116		1	2040		
223030116	223030117		1	2040		
223030117			1	2040		
223030201			1	2040		
223030202			1	2040		
223030203			1	2040		
223030301	223030302		1	2040		
223030302	223030303		1	2040		
223030303			1	2040		
223040101	223040102		1	2033		
223040102	223040103	1	2			
223040103	223040104		1	2033		
223040104	223040105		1	2033		
223040105	223040106		1	2033		
223040106	223040107,223040109,223040116		1	2033		
223040107	223040108		2			
223040108	223040120		1	2033		
223040109	223040110		2			
223040110	223040111		1	2033		
223040111	223040112		1	2033		
223040112	223040113		1	2033		
223040113	223040114		1	2033		
223040114	223040115		1	2033		
223040115	223040107,223040116		1	2033		
223040116	223040117		2			
223040117	223040118		1	2033		
223040118	223040119		1	2033		
223040119	223040120		1	2033		
223040120	223040121		1	2033		
223040121			1	2033		
223040501	223040502		1	2033		
223040502			1	2033		
223040201	223040202		1	2013		
223040202	223040203	1	2			
223040203	223040204		1	2013		
223040204	223040205		1	2013		
223040205	223040206		1	2013		
223040206	223040207		1	2013		
223040207	223040208		1	2013		
223040208			1	2013		
223040801	223040802		1	2013		
223040802	223040803		1	2013		
223040803	223040804		1	2013		
223040804	223040805		1	2013		
223040805	223040806		1	2013		
223040806			1	2013		
223040301	223040302		2			
223040302	223040303		1	2013		
223040303			1	2013		
223040401	223040402		2			
223040402	223040403		1	2013		
223040403			1	2013		
223040601	223040602		1	2013		
223040602	223040603	1	2			
223040603	223040604		1	2013		
223040604	223040605		1	2013		
223040605	223040606		1	2013		
223040606			1	2013		
223040901	223040902		1	2013		
223040902	223040903	1	2			
223040903	223040904		1	2013		
223040904	223040905		1	2013		
223040905	223040906		1	2013		
223040906			1	2013		
223040701			1	2013		
223050101	223050102,223050104,223050108		1	2054		
223050102	223050103		2			
223050103	223050116		1	2054		
223050104	223050105		2			
223050105	223050106		1	2054		
223050106	223050107		1	2054		
223050107	223050102,22305108		1	2054		
223050108	223050109		2			
223050109	223050110		1	2054		
223050110	223050111		1	2054		
223050111	223050112		1	2054		
223050112	223050113		1	2054		
223050113	223050114		1	2054		
223050114	223050115		1	2054		
223050115	223050116	1	2			
223050116			1	2054		
223050201	223050202		1	2054		
223050202			1	2054		
223050301	223050302		2			
223050302	223050303		1	2054		
223050303	223050304		1	2054		
223050304			1	2054		
223050401	223050402		2			
223050402	223050403		1	2054		
223050403	223050404		1	2054		
223050404			1	2054		
223050501	223050502		2			
223050502	223050503		1	2054		
223050503	223050504		1	2054		
223050504	223050505		1	2054		
223050505			1	2054		
223051501	223051502		2			
223051502	223051503		1	2054		
223051503	223051504		1	2054		
223051504	223051505		1	2054		
223051505	223051506		1	2054		
223051506	223051507		1	2054		
223051507			1	2054		
223050601	223050602		1	2054		
223050602	223050603		1	2054		
223050603			1	2054		
223050701	223050702		2			
223050702			1	2054		
223050801	223050802		2			
223050802			1	2054		
223050901	223050902		2			
223050902			1	2054		
223051601	223051602		2			
223051602			1	2054		
223051001	223051002		1	2054		
223051002	223051003		1	2054		
223051003	223051004	1	2			
223051004	223051005		1	2054		
223051005	223051006		1	2054		
223051006	223051007		1	2054		
223051007	223051008		1	2054		
223051008			1	2054		
223051701	223051702		1	2054		
223051702	223051703		1	2054		
223051703	223051704	1	2			
223051704	223051705		1	2054		
223051705	223051706		1	2054		
223051706	223051707		1	2054		
223051707			1	2054		
223051101	223051102		2			
223051102	223051103		1	2054		
223051103			1	2054		
223051201	223051202		2			
223051202			1	2054		
223051301	223051302		2			
223051302	223051303		1	2054		
223051303	223051304		1	2054		
223051401	223051402		1	2054		
223051402	223051403		1	2054		
223051403	223051404		1	2054		
223051404	223051405	1	2			
223051405	223051406		1	2054		
223051406	223051407		1	2054		
223051407			1	2054		
223051801	223051802		1	2054		
223051802	223051803		1	2054		
223051803			1	2054		
223060101	223060102		1	2033		
223060102	223060103	1	2			
223060103	223060104		1	2033		
223060104	223060105		1	2033		
223060105	223060106		1	2033		
223060106	223060107,223060109,223060116		1	2033		
223060107	223060108		2			
223060108	223060120		1	2033		
223060109	223060110		2			
223060110	223060111		1	2033		
223060111	223060112		1	2033		
223060112	223060113		1	2033		
223060113	223060114		1	2033		
223060114	223060115		1	2033		
223060115	223060107,223060116		1	2033		
223060116	223060117		2			
223060117	223060118		1	2033		
223060118	223060119		1	2033		
223060119	223060120		1	2033		
223060120	223060121		1	2033		
223060121			1	2033		
223060501	223060502		1	2033		
223060502			1	2033		
223060201	223060202		1	2013		
223060202	223060203	1	2			
223060203	223060204		1	2013		
223060204	223060205		1	2013		
223060205	223060206		1	2013		
223060206	223060207		1	2013		
223060207	223060208		1	2013		
223060208			1	2013		
223060801	223060802		1	2013		
223060802	223060803		1	2013		
223060803	223060804		1	2013		
223060804	223060805		1	2013		
223060805	223060806		1	2013		
223060806			1	2013		
223060301	223060302		2			
223060302	223060303		1	2013		
223060303			1	2013		
223060401	223060402		2			
223060402	223060403		1	2013		
223060403			1	2013		
223060601	223060602		1	2013		
223060602	223060603	1	2			
223060603	223060604		1	2013		
223060604	223060605		1	2013		
223060605	223060606		1	2013		
223060606			1	2013		
223060901	223060902		1	2013		
223060902	223060903	1	2			
223060903	223060904		1	2013		
223060904	223060905		1	2013		
223060905	223060906		1	2013		
223060906			1	2013		
223060701			1	2013		
223070101	223070102		1	2033		
223070102	223070103	1	2			
223070103	223070104		1	2033		
223070104	223070105		1	2033		
223070105	223070106		1	2033		
223070106	223070107,223070109,223070116		1	2033		
223070107	223070108		2			
223070108	223070120		1	2033		
223070109	223070110		2			
223070110	223070111		1	2033		
223070111	223070112		1	2033		
223070112	223070113		1	2033		
223070113	223070114		1	2033		
223070114	223070115		1	2033		
223070115	223070107,223070116		1	2033		
223070116	223070117		2			
223070117	223070118		1	2033		
223070118	223070119		1	2033		
223070119	223070120		1	2033		
223070120	223070121		1	2033		
223070121			1	2033		
223070501	223070502		1	2033		
223070502			1	2033		
223070201	223070202		1	2013		
223070202	223070203	1	2			
223070203	223070204		1	2013		
223070204	223070205		1	2013		
223070205	223070206		1	2013		
223070206	223070207		1	2013		
223070207	223070208		1	2013		
223070208			1	2013		
223070801	223070802		1	2013		
223070802	223070803		1	2013		
223070803	223070804		1	2013		
223070804	223070805		1	2013		
223070805	223070806		1	2013		
223070806			1	2013		
223070301	223070302		2			
223070302	223070303		1	2013		
223070303			1	2013		
223070401	223070402		2			
223070402	223070403		1	2013		
223070403			1	2013		
223070601	223070602		1	2013		
223070602	223070603	1	2			
223070603	223070604		1	2013		
223070604	223070605		1	2013		
223070605	223070606		1	2013		
223070606			1	2013		
223070901	223070902		1	2013		
223070902	223070903	1	2			
223070903	223070904		1	2013		
223070904	223070905		1	2013		
223070905	223070906		1	2013		
223070906			1	2013		
223070701			1	2013		
